ID,Geslacht,Leeftijd,Cijfersoort,Perioden,Rokers_1,ZwareRokersOnderBevolking_2,ZwareRokersOnderRokers_3,DagelijkseRokers_4,SigarettenPerDagPerPersoonBevolking_5,SigarettenPerDagPerRoker_6,RookjarenHuidigeRokers_7,RookjarenExSigarettenrokers_8,StopjarenExSigarettenrokers_9,DrinktGeenAlcohol_10,ZwareDrinker_11,OvermatigeDrinker_12,PerPersoon_13,PerDrinker_14,OpgegevenLengte20JaarOfOuder_15,KleinerOfGelijk152Cm_16,k_153Tot158Cm_17,k_158Tot163Cm_18,k_163Tot168Cm_19,k_168Tot173Cm_20,k_173Tot178Cm_21,k_178Tot183Cm_22,k_183Tot188Cm_23,k_188Tot193Cm_24,k_193Tot198Cm_25,GroterOfGelijk198Cm_26,OpgegevenGewicht20JaarOfOuder_27,LichterOfGelijk47Kg_28,k_48Tot53Kg_29,k_53Tot58Kg_30,k_58Tot63Kg_31,k_63Tot68Kg_32,k_68Tot73Kg_33,k_73Tot78Kg_34,k_78Tot83Kg_35,k_83Tot88Kg_36,k_88Tot93Kg_37,k_93Tot98Kg_38,ZwaarderOfGelijk98Kg_39,Ondergewicht_40,NormaalGewicht_41,Overgewicht_42,MatigOvergewicht_43,ErnstigOvergewicht_44,GebruikAnticonceptiepil16Tot50Jaar_45,CervixUitstrijkjeVrouwenOuderDan19_46,MammografieVrouwenOuderDan29_47,PSATestMannenOuderDan39_48,Griepvaccinatie16JaarEnOuder_49,WoonWerkOfWoonSchoolVerkeer_50,WerkzaamhedenOpWerkOfSchool_51,HuishoudelijkeWerkzaamheden_52,Vrijetijdsactiviteiten_53,TotaalSportbeoefening_54,GemiddeldAantalMinutenVoetbal_55,GemiddeldAantalMinutenTennis_56,GemiddeldAantalMinutenZwemmen_57,GemiddeldAantalMinutenFitness_58,GemiddeldAantalMinutenOverigeSporten_59,TotaalLichamelijkeActiviteitPerWeek_60,LichtInspannendeActiviteitPW_61,MatigInspannendeActiviteitPW_62,ZwaarInspannendeActiviteitPW_63,VoldoenAanNormGezondBewegen_64
108,3000 ,21715,2,2010JJ00,1.2,0.3,,0.8,0.1,,,,,2.9,0.8,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,2.1,2.0,1.9,0.8,,,,,,12.0,71.0,31.0,38.0,23.0,14.0,2.0,3.0,6.0,20.0,87.0,77.0,38.0,8.0,3.4
109,3000 ,21715,2,2011JJ00,1.1,0.0,,0.8,0.1,,,,,2.9,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,2.0,1.8,1.6,0.7,,,,,,12.0,68.0,19.0,33.0,28.0,16.0,4.0,2.0,4.0,25.0,88.0,83.0,35.0,6.0,3.1
110,3000 ,21715,2,2012JJ00,1.0,0.3,,0.7,0.1,,,,,3.2,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.1,2.0,1.8,0.9,,,,,,37.0,68.0,29.0,36.0,36.0,24.0,4.0,2.0,4.0,26.0,99.0,85.0,57.0,12.0,3.6
111,3000 ,21715,2,2013JJ00,0.8,0.0,,0.6,0.1,,,,,3.2,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.1,2.0,1.9,0.6,,,,,,56.0,69.0,32.0,45.0,28.0,18.0,2.0,2.0,7.0,23.0,107.0,93.0,53.0,5.0,3.5
112,3000 ,21716,1,2010JJ00,25.0,2.6,10.5,17.6,2.0,8.4,2.7,0.7,2.2,21.2,21.2,9.9,1.1,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,82.9,13.7,9.5,4.2,,,,,,143.0,907.0,208.0,229.0,291.0,145.0,14.0,2.0,51.0,79.0,1778.0,1067.0,610.0,101.0,55.6
113,3000 ,21716,1,2011JJ00,27.0,2.0,7.7,18.0,2.0,7.6,2.8,1.1,1.6,20.3,14.5,4.2,0.8,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,81.2,14.0,11.1,2.9,,,,,,125.0,849.0,159.0,305.0,309.0,102.0,4.0,3.0,68.0,132.0,1748.0,1077.0,603.0,68.0,57.9
114,3000 ,21716,1,2012JJ00,28.0,2.5,8.9,18.9,2.1,7.6,2.8,,,15.1,26.8,10.4,1.1,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,81.6,16.3,14.6,1.6,,,,,6.5,293.0,1179.0,151.0,452.0,344.0,120.0,2.0,3.0,72.0,147.0,2419.0,1460.0,819.0,140.0,53.7
115,3000 ,21716,1,2013JJ00,23.5,1.2,5.3,14.4,1.5,6.7,2.7,,,19.3,20.8,9.4,1.0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,81.3,13.4,12.0,1.3,,,,,4.9,257.0,1320.0,120.0,268.0,307.0,100.0,4.0,1.0,93.0,109.0,2272.0,1463.0,722.0,88.0,45.8
116,3000 ,21716,2,2010JJ00,2.1,0.8,3.1,1.9,0.3,0.8,0.2,0.1,0.2,2.9,2.9,2.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,1.9,1.7,1.5,1.0,,,,,,11.0,61.0,34.0,23.0,27.0,23.0,5.0,1.0,13.0,10.0,81.0,65.0,45.0,17.0,3.7
117,3000 ,21716,2,2011JJ00,2.4,0.7,2.7,2.0,0.3,0.7,0.2,0.2,0.2,3.0,2.7,1.6,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,2.1,1.9,1.7,0.9,,,,,,10.0,68.0,19.0,37.0,25.0,17.0,2.0,1.0,12.0,20.0,82.0,71.0,41.0,13.0,4.0
118,3000 ,21716,2,2012JJ00,2.4,0.8,2.9,2.1,0.3,0.7,0.2,,,2.7,3.4,2.3,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,2.1,2.0,1.9,0.7,,,,,2.1,34.0,76.0,33.0,55.0,42.0,20.0,1.0,1.0,12.0,36.0,112.0,91.0,57.0,37.0,3.8
119,3000 ,21716,2,2013JJ00,2.3,0.6,2.5,1.9,0.2,0.8,0.2,,,2.8,3.0,2.2,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,2.1,1.9,1.8,0.6,,,,,1.8,23.0,78.0,18.0,36.0,28.0,15.0,2.0,1.0,19.0,15.0,97.0,86.0,47.0,17.0,3.6
120,3000 ,60300,1,2010JJ00,39.6,6.2,15.7,29.8,3.9,9.8,8.9,4.1,4.9,13.6,27.9,11.8,1.3,1.6,183.2,0.3,0.0,0.4,1.4,6.2,13.1,23.8,26.3,16.4,8.4,3.8,79.1,0.3,0.2,2.1,4.7,10.4,13.3,19.0,15.0,11.9,8.0,6.4,8.5,3.7,71.3,25.0,20.3,4.7,,,,,,77.0,1389.0,326.0,291.0,250.0,73.0,13.0,3.0,57.0,103.0,2334.0,1519.0,668.0,146.0,59.3
121,3000 ,60300,1,2011JJ00,39.4,5.5,13.9,26.1,3.3,8.5,8.2,3.9,4.9,9.2,26.7,10.7,1.4,1.5,183.0,0.2,0.2,0.5,1.2,7.7,12.2,22.8,27.6,14.9,9.1,3.6,79.4,0.0,0.4,0.8,4.4,9.3,17.0,16.8,15.7,13.9,8.5,4.7,8.5,2.3,70.0,27.7,23.7,4.0,,,,,,76.0,1520.0,322.0,305.0,220.0,51.0,6.0,4.0,66.0,93.0,2443.0,1502.0,822.0,119.0,63.6
122,3000 ,60300,1,2012JJ00,35.0,3.3,9.6,23.5,2.9,8.3,8.1,5.4,4.2,9.5,22.6,10.6,1.4,1.5,182.8,0.0,0.0,0.5,1.0,5.9,16.0,24.9,27.0,14.2,7.9,2.6,78.9,0.0,0.1,2.0,5.4,8.8,17.6,15.6,16.3,13.6,7.3,4.7,8.5,3.0,70.0,27.0,21.6,5.4,,,,,1.9,152.0,1901.0,337.0,340.0,253.0,62.0,9.0,7.0,78.0,96.0,2982.0,1877.0,970.0,136.0,61.5
123,3000 ,60300,1,2013JJ00,39.0,3.8,10.0,25.5,3.0,7.7,7.9,4.9,3.9,10.1,27.0,14.2,1.6,1.7,182.4,0.0,0.0,0.0,2.3,8.1,13.8,24.8,27.1,15.0,5.9,3.0,78.6,0.0,0.0,1.3,6.4,9.6,16.6,15.3,17.2,13.0,10.1,3.8,6.6,2.3,70.2,27.5,22.9,4.6,,,,,3.9,160.0,1740.0,391.0,370.0,250.0,50.0,5.0,3.0,84.0,108.0,2911.0,1889.0,902.0,121.0,59.1
124,3000 ,60300,2,2010JJ00,1.5,0.8,1.8,1.4,0.2,0.4,0.2,0.3,0.3,1.5,2.0,1.4,0.1,0.1,0.3,0.2,0.0,0.2,0.4,0.8,1.1,1.4,1.4,1.2,0.9,0.6,0.4,0.2,0.2,0.5,0.7,1.0,1.1,1.3,1.1,1.0,0.9,0.8,0.9,0.6,1.5,1.4,1.3,0.7,,,,,,5.0,50.0,20.0,19.0,16.0,10.0,6.0,1.0,6.0,10.0,58.0,55.0,38.0,13.0,2.3
125,3000 ,60300,2,2011JJ00,1.6,0.8,1.9,1.5,0.2,0.4,0.2,0.3,0.3,1.4,2.1,1.5,0.1,0.1,0.3,0.2,0.1,0.2,0.4,0.9,1.1,1.4,1.5,1.2,1.0,0.6,0.4,0.0,0.2,0.3,0.7,1.0,1.3,1.3,1.2,1.2,0.9,0.7,0.9,0.5,1.5,1.5,1.4,0.7,,,,,,5.0,59.0,17.0,21.0,14.0,7.0,2.0,1.0,8.0,10.0,65.0,62.0,45.0,11.0,2.4
126,3000 ,60300,2,2012JJ00,1.6,0.6,1.7,1.4,0.2,0.4,0.2,0.4,0.3,1.4,2.0,1.4,0.1,0.1,0.3,,,0.2,0.3,0.8,1.2,1.5,1.5,1.2,0.9,0.5,0.4,,0.1,0.5,0.8,1.0,1.3,1.2,1.3,1.2,0.9,0.7,0.9,0.6,1.6,1.5,1.4,0.8,,,,,0.7,14.0,45.0,24.0,23.0,17.0,8.0,2.0,2.0,8.0,13.0,57.0,58.0,41.0,14.0,2.3
127,3000 ,60300,2,2013JJ00,1.7,0.7,1.6,1.5,0.2,0.4,0.2,0.3,0.3,1.4,2.1,1.6,0.1,0.1,0.3,0.0,0.0,0.0,0.5,0.9,1.2,1.5,1.5,1.2,0.8,0.6,0.4,0.0,0.0,0.4,0.8,1.0,1.3,1.2,1.3,1.2,1.0,0.7,0.9,0.5,1.6,1.5,1.4,0.7,,,,,1.0,17.0,50.0,24.0,26.0,19.0,7.0,2.0,1.0,10.0,13.0,61.0,55.0,40.0,14.0,2.3
128,3000 ,60400,1,2010JJ00,34.4,7.8,22.9,24.2,3.5,10.2,17.5,8.5,9.6,10.1,15.7,8.2,1.2,1.3,182.9,0.2,0.0,0.7,1.3,6.7,12.8,26.4,25.7,13.9,9.0,3.5,84.9,0.0,0.2,0.9,1.1,4.0,10.6,11.4,16.9,17.3,14.4,9.4,13.7,1.0,49.9,49.1,40.9,8.2,,,,,,53.0,1521.0,435.0,351.0,163.0,30.0,12.0,3.0,36.0,82.0,2524.0,1881.0,554.0,89.0,51.0
129,3000 ,60400,1,2011JJ00,36.2,5.9,16.3,26.6,3.5,9.7,17.7,9.2,8.0,13.7,18.5,10.6,1.2,1.5,183.3,0.0,0.1,0.7,1.1,6.0,13.7,24.4,24.6,15.8,10.1,3.3,85.0,0.0,0.2,0.6,1.6,3.5,10.5,11.8,15.7,17.1,14.0,9.7,15.3,0.6,50.9,48.6,41.2,7.3,,,,,,63.0,1769.0,447.0,338.0,176.0,27.0,6.0,2.0,46.0,95.0,2793.0,1979.0,735.0,79.0,54.7
130,3000 ,60400,1,2012JJ00,33.1,6.2,19.0,24.4,3.1,9.5,17.4,10.2,8.2,9.2,15.5,6.3,1.2,1.3,182.7,0.0,0.0,0.3,1.5,6.2,12.6,28.0,27.8,13.9,5.8,3.8,84.6,0.0,0.5,0.6,1.2,4.7,9.1,12.9,18.0,17.5,12.5,7.7,15.3,1.6,47.9,50.5,41.9,8.6,,,,,4.6,84.0,1920.0,556.0,405.0,163.0,22.0,8.0,5.0,48.0,80.0,3128.0,2255.0,784.0,89.0,50.2
131,3000 ,60400,1,2013JJ00,33.4,4.9,14.8,24.5,3.2,9.5,17.5,10.4,7.6,10.5,16.3,9.1,1.3,1.5,182.8,0.0,0.0,0.1,1.6,4.7,14.9,29.6,24.4,14.7,7.1,2.9,84.6,0.0,0.0,0.2,1.6,4.4,12.2,12.5,16.1,16.6,13.4,9.1,13.7,1.0,50.8,48.2,38.9,9.3,,,,,4.6,69.0,1896.0,556.0,405.0,200.0,29.0,11.0,2.0,45.0,112.0,3125.0,2316.0,696.0,113.0,50.8
132,3000 ,60400,2,2010JJ00,1.4,0.8,2.2,1.3,0.2,0.5,0.2,0.4,0.4,1.3,1.5,1.2,0.1,0.1,0.2,0.1,0.0,0.3,0.4,0.8,1.0,1.4,1.3,1.1,0.9,0.6,0.4,0.0,0.1,0.3,0.3,0.6,1.0,1.0,1.2,1.2,1.1,0.9,1.1,0.3,1.5,1.5,1.5,0.8,,,,,,4.0,49.0,22.0,18.0,10.0,5.0,2.0,1.0,5.0,7.0,57.0,55.0,33.0,8.0,2.2
133,3000 ,60400,2,2011JJ00,1.6,0.8,2.0,1.5,0.2,0.5,0.3,0.4,0.4,1.6,1.8,1.5,0.1,0.1,0.3,0.0,0.1,0.3,0.3,0.8,1.2,1.4,1.4,1.2,1.0,0.6,0.4,0.0,0.1,0.3,0.4,0.6,1.0,1.1,1.2,1.3,1.2,1.0,1.2,0.3,1.7,1.7,1.6,0.9,,,,,,6.0,55.0,22.0,20.0,14.0,5.0,1.0,1.0,8.0,11.0,65.0,62.0,42.0,8.0,2.4
134,3000 ,60400,2,2012JJ00,1.6,0.8,2.3,1.4,0.2,0.5,0.2,0.4,0.4,1.3,1.7,1.1,0.1,0.1,0.3,,,0.2,0.4,0.8,1.1,1.5,1.5,1.2,0.8,0.6,0.4,,0.2,0.3,0.4,0.7,1.0,1.1,1.3,1.3,1.1,0.9,1.2,0.4,1.7,1.7,1.7,0.9,,,,,1.0,8.0,47.0,25.0,23.0,12.0,4.0,2.0,1.0,8.0,8.0,59.0,54.0,46.0,8.0,2.3
135,3000 ,60400,2,2013JJ00,1.6,0.7,2.1,1.5,0.2,0.5,0.2,0.5,0.4,1.4,1.7,1.3,0.1,0.1,0.3,0.0,0.0,0.1,0.4,0.7,1.3,1.6,1.5,1.2,0.9,0.6,0.5,0.0,0.0,0.2,0.4,0.7,1.1,1.2,1.3,1.3,1.2,1.0,1.2,0.4,1.8,1.8,1.7,1.0,,,,,1.0,8.0,49.0,27.0,21.0,14.0,4.0,2.0,1.0,6.0,11.0,57.0,56.0,37.0,11.0,2.4
136,3000 ,60500,1,2010JJ00,32.0,8.0,25.0,25.3,3.6,11.1,27.3,13.2,14.3,17.4,14.3,9.4,1.2,1.4,182.1,0.0,0.0,0.3,1.8,8.7,16.2,26.4,23.2,12.5,9.1,1.8,86.5,0.0,0.1,0.4,1.4,3.6,7.7,9.6,17.4,16.0,15.9,10.0,18.1,0.6,38.7,60.7,48.8,11.9,,,,8.5,,63.0,1504.0,415.0,395.0,169.0,19.0,11.0,4.0,37.0,98.0,2546.0,1831.0,648.0,68.0,54.1
137,3000 ,60500,1,2011JJ00,31.9,8.2,25.7,24.4,3.7,11.6,27.1,14.3,13.2,12.5,16.5,9.5,1.2,1.4,182.3,0.0,0.0,0.4,1.9,9.0,12.4,26.9,26.6,14.2,6.2,2.4,86.6,0.0,0.0,0.0,1.0,2.2,6.7,11.7,18.3,18.4,14.8,9.7,17.1,0.2,39.9,59.9,49.9,10.0,,,,7.9,,58.0,1625.0,446.0,391.0,163.0,16.0,11.0,3.0,30.0,103.0,2683.0,1891.0,727.0,65.0,53.0
138,3000 ,60500,1,2012JJ00,28.5,8.4,29.6,21.4,3.3,11.7,26.8,15.3,11.3,12.1,17.2,8.5,1.2,1.4,182.4,0.0,0.2,0.5,2.0,8.3,14.8,23.8,27.3,12.5,8.0,2.7,86.6,0.0,0.1,1.1,1.3,2.2,6.6,11.6,19.3,15.0,16.2,9.0,17.5,1.0,41.5,57.5,45.7,11.8,,,,6.6,7.2,85.0,1871.0,415.0,449.0,142.0,12.0,12.0,3.0,33.0,82.0,2962.0,2124.0,770.0,68.0,49.8
139,3000 ,60500,1,2013JJ00,28.7,5.5,19.5,22.8,2.9,10.2,26.7,15.4,11.8,11.5,16.6,8.8,1.3,1.5,182.2,0.0,0.0,0.2,1.7,9.8,12.7,26.8,25.6,13.7,6.2,3.2,85.8,0.0,0.2,0.4,1.1,4.1,8.7,11.4,16.0,16.3,13.0,12.4,16.4,0.7,43.1,56.2,46.2,10.0,,,,9.3,7.9,81.0,1875.0,435.0,417.0,177.0,14.0,10.0,5.0,54.0,95.0,2985.0,2198.0,712.0,76.0,46.8
140,3000 ,60500,2,2010JJ00,1.3,0.8,2.1,1.2,0.2,0.5,0.3,0.5,0.5,1.5,1.4,1.2,0.1,0.1,0.2,0.0,0.0,0.2,0.4,0.8,1.0,1.2,1.2,0.9,0.8,0.4,0.4,0.0,0.1,0.2,0.3,0.5,0.8,0.8,1.1,1.0,1.0,0.8,1.1,0.2,1.4,1.4,1.4,0.9,,,,1.1,,5.0,46.0,19.0,17.0,11.0,5.0,3.0,1.0,4.0,8.0,52.0,47.0,33.0,7.0,2.0
141,3000 ,60500,2,2011JJ00,1.4,0.8,2.3,1.3,0.2,0.5,0.3,0.5,0.5,1.4,1.6,1.2,0.1,0.1,0.2,0.0,0.0,0.2,0.4,0.9,1.0,1.3,1.3,1.0,0.7,0.5,0.4,0.0,0.0,0.0,0.3,0.4,0.7,1.0,1.2,1.2,1.1,0.9,1.1,0.1,1.5,1.5,1.5,0.9,,,,1.1,,5.0,52.0,22.0,19.0,11.0,3.0,2.0,1.0,4.0,9.0,58.0,56.0,41.0,6.0,2.2
142,3000 ,60500,2,2012JJ00,1.3,0.8,2.6,1.2,0.2,0.6,0.3,0.5,0.5,1.4,1.6,1.2,0.1,0.1,0.2,,0.1,0.2,0.4,0.8,1.1,1.3,1.3,1.0,0.8,0.5,0.4,,0.1,0.3,0.3,0.4,0.7,1.0,1.2,1.1,1.1,0.9,1.1,0.3,1.5,1.5,1.5,1.0,,,,1.0,1.1,10.0,43.0,21.0,20.0,9.0,2.0,2.0,1.0,4.0,7.0,51.0,49.0,35.0,5.0,2.1
143,3000 ,60500,2,2013JJ00,1.4,0.7,2.3,1.3,0.2,0.5,0.3,0.5,0.5,1.3,1.6,1.2,0.1,0.1,0.2,0.0,0.0,0.2,0.4,0.9,1.0,1.4,1.4,1.1,0.8,0.6,0.4,0.0,0.1,0.2,0.3,0.6,0.9,1.0,1.1,1.2,1.1,1.0,1.2,0.3,1.5,1.5,1.6,0.9,,,,1.2,1.2,10.0,44.0,20.0,19.0,10.0,3.0,2.0,1.0,6.0,8.0,55.0,52.0,35.0,6.0,2.1
144,3000 ,16250,1,2010JJ00,34.5,9.7,28.1,29.1,4.4,12.8,34.8,17.8,18.0,12.2,15.8,13.3,1.4,1.7,181.1,0.0,0.0,0.6,2.7,7.9,18.3,27.8,25.5,11.3,4.8,1.3,86.0,0.0,0.2,0.4,1.3,2.8,7.1,12.3,19.2,17.4,12.0,10.8,16.4,0.7,39.9,59.4,47.9,11.5,,,,17.0,,61.0,1355.0,380.0,497.0,148.0,9.0,9.0,3.0,27.0,99.0,2441.0,1790.0,596.0,55.0,49.6
145,3000 ,16250,1,2011JJ00,34.4,9.0,26.5,29.3,4.3,12.6,35.3,16.8,18.8,12.2,15.3,12.5,1.3,1.5,181.2,0.0,0.3,0.4,1.7,9.4,17.1,26.8,25.8,11.4,6.2,0.8,86.9,0.0,0.2,0.0,1.5,3.1,8.5,9.5,15.0,16.9,13.1,11.0,21.3,0.4,36.2,63.4,48.7,14.7,,,,18.1,,55.0,1396.0,337.0,501.0,159.0,7.0,6.0,2.0,32.0,112.0,2448.0,1763.0,629.0,55.0,53.4
146,3000 ,16250,1,2012JJ00,27.9,6.9,25.1,22.5,3.0,11.1,35.0,18.5,17.5,9.5,14.3,13.4,1.4,1.6,181.0,0.0,0.0,0.9,3.0,9.2,15.7,28.2,26.2,11.0,4.5,1.2,85.9,0.2,0.3,0.5,0.9,3.5,9.2,10.7,17.7,16.9,14.2,9.6,16.3,0.2,41.1,58.8,45.9,12.8,,,,14.9,13.8,102.0,1740.0,400.0,508.0,161.0,8.0,9.0,2.0,35.0,106.0,2911.0,2228.0,615.0,68.0,42.0
147,3000 ,16250,1,2013JJ00,30.0,8.2,27.3,24.8,3.6,12.1,34.9,18.6,16.1,9.3,18.5,12.3,1.6,1.7,181.7,0.0,0.0,0.2,2.1,8.3,14.8,28.5,28.1,11.1,4.6,2.4,86.7,0.0,0.0,0.7,1.6,3.0,6.0,12.2,15.3,15.0,17.6,11.6,17.0,0.0,37.7,62.3,50.2,12.1,,,,11.1,12.7,102.0,1677.0,456.0,530.0,176.0,8.0,23.0,5.0,39.0,101.0,2942.0,2193.0,668.0,81.0,46.4
148,3000 ,16250,2,2010JJ00,2.0,1.2,3.2,1.9,0.3,0.7,0.4,0.8,0.8,1.9,2.1,2.0,0.1,0.1,0.3,0.0,0.0,0.3,0.7,1.1,1.6,1.9,1.8,1.3,0.9,0.5,0.5,0.0,0.2,0.3,0.5,0.7,1.1,1.4,1.6,1.6,1.4,1.3,1.5,0.3,2.0,2.1,2.1,1.3,,,,2.2,,7.0,65.0,29.0,30.0,14.0,4.0,3.0,1.0,5.0,13.0,82.0,70.0,42.0,9.0,3.0
149,3000 ,16250,2,2011JJ00,2.1,1.3,3.3,2.0,0.4,0.8,0.4,0.8,0.8,2.0,2.2,2.1,0.1,0.1,0.3,0.0,0.3,0.3,0.6,1.3,1.7,2.0,1.9,1.4,1.1,0.4,0.6,0.0,0.2,0.0,0.5,0.8,1.2,1.3,1.6,1.7,1.5,1.4,1.8,0.3,2.1,2.1,2.2,1.6,,,,2.4,,7.0,80.0,22.0,31.0,18.0,2.0,1.0,2.0,5.0,17.0,90.0,87.0,48.0,11.0,3.2
150,3000 ,16250,2,2012JJ00,2.0,1.1,3.6,1.8,0.3,0.8,0.4,0.8,0.8,1.8,2.2,2.1,0.1,0.1,0.3,,,0.4,0.8,1.3,1.6,2.0,2.0,1.4,0.9,0.5,0.6,0.2,0.2,0.3,0.4,0.8,1.3,1.4,1.7,1.7,1.6,1.3,1.6,0.2,2.2,2.2,2.2,1.5,,,,2.2,2.2,21.0,68.0,26.0,37.0,15.0,2.0,2.0,1.0,10.0,12.0,83.0,75.0,47.0,8.0,3.1
151,3000 ,16250,2,2013JJ00,2.0,1.2,3.6,1.9,0.4,0.9,0.4,0.9,0.8,1.7,2.4,2.0,0.1,0.1,0.3,0.0,0.0,0.2,0.6,1.2,1.6,2.0,2.0,1.4,0.9,0.7,0.6,0.0,0.0,0.4,0.6,0.8,1.1,1.5,1.6,1.6,1.7,1.4,1.7,0.0,2.2,2.2,2.2,1.5,,,,1.9,2.1,16.0,65.0,35.0,33.0,19.0,3.0,11.0,2.0,6.0,14.0,83.0,71.0,46.0,14.0,3.0
152,3000 ,53900,1,2010JJ00,26.2,6.7,25.6,22.3,3.0,11.6,42.4,21.2,22.0,11.0,16.8,13.9,1.4,1.6,179.5,0.0,0.0,0.7,3.3,13.7,18.5,30.5,23.0,7.7,1.4,1.3,85.6,0.0,0.0,0.3,1.3,3.4,10.2,12.8,17.5,15.3,13.4,9.1,16.7,0.4,35.1,64.5,49.8,14.7,,,,31.3,,29.0,867.0,400.0,551.0,148.0,3.0,12.0,3.0,28.0,103.0,1995.0,1088.0,589.0,319.0,70.3
153,3000 ,53900,1,2011JJ00,28.6,7.5,26.3,25.5,3.1,10.8,42.1,21.5,21.8,11.6,18.2,15.6,1.5,1.7,179.3,0.0,0.0,0.7,3.3,12.9,22.1,28.1,21.4,8.6,2.6,0.3,85.4,0.0,0.1,0.6,1.5,3.3,9.3,12.7,18.0,15.1,14.1,9.2,16.1,0.3,37.5,62.2,48.2,14.0,,,,29.6,,45.0,1029.0,370.0,568.0,139.0,2.0,10.0,2.0,32.0,93.0,2150.0,1188.0,603.0,359.0,71.0
154,3000 ,53900,1,2012JJ00,27.7,5.5,19.8,22.8,3.0,10.8,42.1,22.3,20.9,10.3,15.1,11.6,1.5,1.7,179.1,0.2,0.1,1.2,5.2,12.4,20.1,28.2,21.2,7.8,2.4,1.2,85.1,0.0,0.2,0.4,1.8,5.7,7.0,13.7,17.1,16.3,12.8,8.4,16.6,0.1,35.8,64.1,49.6,14.4,,,,31.1,35.1,105.0,1182.0,437.0,706.0,132.0,3.0,14.0,2.0,27.0,85.0,2562.0,1329.0,939.0,295.0,78.9
155,3000 ,53900,1,2013JJ00,24.7,6.2,25.3,21.0,2.8,11.5,42.0,21.5,21.7,11.1,12.7,10.8,1.4,1.6,179.9,0.0,0.0,1.6,2.4,12.2,19.7,29.1,21.0,9.1,4.1,0.8,85.2,0.0,0.2,0.6,1.0,4.6,9.5,13.5,16.1,15.1,14.4,9.1,16.0,0.3,38.2,61.5,47.3,14.1,,,,34.1,33.2,101.0,1220.0,458.0,667.0,137.0,5.0,11.0,3.0,31.0,88.0,2583.0,1334.0,953.0,295.0,77.4
156,3000 ,53900,2,2010JJ00,1.3,0.8,2.6,1.3,0.2,0.6,0.3,0.6,0.5,1.3,1.6,1.5,0.1,0.1,0.2,0.0,0.0,0.3,0.6,1.1,1.2,1.4,1.3,0.8,0.4,0.4,0.4,0.0,0.0,0.2,0.3,0.6,0.9,1.0,1.2,1.1,1.1,0.9,1.2,0.2,1.5,1.5,1.5,1.1,,,,2.0,,3.0,45.0,24.0,25.0,12.0,1.0,3.0,1.0,4.0,10.0,55.0,45.0,30.0,16.0,2.0
157,3000 ,53900,2,2011JJ00,1.5,0.9,2.7,1.4,0.2,0.5,0.4,0.6,0.6,1.5,1.8,1.7,0.1,0.1,0.2,0.0,0.0,0.3,0.6,1.1,1.4,1.5,1.3,0.9,0.5,0.2,0.4,0.0,0.1,0.3,0.4,0.6,0.9,1.1,1.3,1.2,1.1,0.9,1.2,0.2,1.6,1.6,1.6,1.1,,,,2.1,,5.0,55.0,23.0,27.0,12.0,1.0,2.0,1.0,5.0,10.0,62.0,54.0,36.0,20.0,2.2
158,3000 ,53900,2,2012JJ00,1.5,0.7,2.5,1.4,0.2,0.6,0.4,0.6,0.6,1.4,1.7,1.5,0.1,0.1,0.2,0.1,0.1,0.4,0.7,1.1,1.3,1.5,1.3,0.9,0.5,0.4,0.4,,0.1,0.2,0.4,0.8,0.8,1.1,1.2,1.2,1.1,0.9,1.2,0.1,1.6,1.6,1.7,1.2,,,,2.1,2.3,15.0,50.0,24.0,34.0,12.0,2.0,3.0,1.0,4.0,10.0,65.0,50.0,43.0,19.0,1.9
159,3000 ,53900,2,2013JJ00,1.4,0.8,2.9,1.4,0.2,0.7,0.4,0.6,0.6,1.4,1.5,1.4,0.1,0.1,0.3,0.0,0.0,0.4,0.5,1.1,1.3,1.5,1.4,1.0,0.7,0.3,0.4,0.0,0.1,0.3,0.3,0.7,1.0,1.2,1.2,1.2,1.2,1.0,1.2,0.2,1.6,1.7,1.7,1.2,,,,2.2,2.3,14.0,53.0,24.0,34.0,13.0,2.0,2.0,1.0,6.0,11.0,66.0,49.0,48.0,19.0,1.9
