ID,BedrijfstakkenBranchesSBI2008,PersoneelDatWerktMetInternet_1,Bedrijfsemails_2,Bedrijfsdocumenten_3,BedrijfsapplicatiesOfSoftware_4,Telewerkers_5,TelewerkKomtVoor_6,InternetVast_7,MinderDan30MbitS_8,k_30Tot100MbitS_9,k_100Tot500MbitS_10,k_500MbitSTot1GbitS_11,TenMinste1GbitS_12,BedrijvenMetWebsite_13,BeschrijvingenVanProductenPrijslijst_14,OnlineBestellenBoekenOfReserveren_15,ProductaanpassingDoorKlant_16,BestellingOnlineVolgen_17,KlantspecifiekeInfoVoorDeBezoeker_18,VirtueleKlantenservice_19,OnlineSolliciteren_20,Meertalig_21,MobieleAppVoorKlanten_22,SocialeMediaGebruikt_23,SocialeNetwerkenBijvFacebook_24,BlogsOfMicroblogsBijvTwitter_25,MultimediaDelenBijvYouTube_26,MarketingProductenBedrijfsimago_27,MeningenKlantReagerenOpVragen_28,BetrekkingKlantBijProductontwikkeling_29,SamenwerkenMetZakenrelaties_30,WervenVanPersoneel_31,KennisUitwisselingBinnenHetBedrijf_32,OnlineAdvertenties_33,Zoektermen_34,ProfielVolgen_35,GeografischeLocatie_36,Anders_37,BusinessSoftwareGebruikt_38,ERPSoftware_39,CRMSoftware_40,BISoftware_41,DataUitwisseling_42,EigenBedrijf_43,ExternBedrijf_44,Transactiegegevens_45,Klantgegevens_46,SocialeMediaGegevens_47,Webdata_48,GeolocatieGegevens_49,SlimmeApparatenGegevens_50,OverheidGegevens_51,SatellietenGegevens_52,EigenDataVerkocht_53,ExterneDataGekocht_54,ClouddienstenGebruikt_55,EMail_56,OfficeSoftware_57,OpslagDatabases_58,BestandenOpslaan_59,BoekhoudingSoftware_60,ERPSoftware_61,KlantbeheerSoftware_62,Veiligheidssoftware_63,Rekenkracht_64,Rekenplatform_65,BestandenOfDatabasesOpslag_66,AIGebruikt_67,TextMining_68,Spraakherkenning_69,NaturalLanguageGeneration_70,AfbeeldingHerkenning_71,MachineLearning_72,RobotOndersteundeProcesautomatisering_73,ServiceRobotsOfAutonomeVoertuigen_74,VoorMarketingOfVerkoop_75,Productieprocessen_76,AdministratieveProcessenBestuurtaken_77,Logistiek_78,ICTBeveiliging_79,BoekhoudingControleFinancieelBeheer_80,OnderzoekOntwikkelingOfInnovatie_81,EigenWerknemersOntwikkeld_82,CommercieelZelfAangepast_83,OpenSourceZelfAangepast_84,CommercieelGebruikt_85,ExternOntwikkeld_86,HeeftAIOverwogen_87,KostenZijnTeHoog_88,GebrekAanRelevanteErvaringInBedrijf_89,IncompatibiliteitBestaandeICTSysteem_90,MoeilijkhedenBeschikbaarheidGegevens_91,BezorgdheidSchendingGegevensbescherm_92,OnduidelijkheidOverJuridischeGevolgen_93,EthischeOverwegingen_94,NietNuttigVoorOnderneming_95,GebruiktEenOfMeerAITechnologieen_96,GebruiktTweeOfMeerAITechnologieen_97,GebruiktDrieOfMeerAITechnologieen_98,GebruiktVierOfMeerAITechnologieen_99,Antivirussoftware_100,BeleidVoorSterkeWachtwoorden_101,BiometrischeMethoden_102,AuthenticatieViaSoftOfHardwaretoken_103,EncryptieVanData_104,GegevensOpAndereFysiekeLocatie_105,NetworkAccessControl_106,VPNInternetgebruikBuitenHetBedrijf_107,LogbestandenVoorAnalyseIncidenten_108,MethodesVoorBeoordelenICTVeiligheid_109,Risicoanalyses_110,ICTVeiligheidVolgEnDetectiesysteem_111,VrijwilligeTraining_112,VerplichteTraining_113,MetContract_114,ICTVeiligheidsdocumentenAanwezig_115,MinderDan12MaandenGeleden_116,TussenDe12En24MaandenGeleden_117,MeerDan24MaandenGeleden_118,UitbesteedAanExternBedrijf_119,EigenPersoneel_120,EigenPersoneelEnExternBedrijf_121,NietVanToepassing_122,IncidentMetInterneOorzaakGehad_123,IncidentDoorAanvalVanBuitenGehad_124,UitvalICTDienstDoorVeiligheidsinc_125,VernietigingDataDoorVeiligheidsinc_126,OnthullingDoorInternIncident_127,UitvalICTDienstDoorAanvalBuitenaf_128,VernietigingDataAanvalVanBuitenaf_129,OnthullingGegevensDoorICTInbraak_130,KostenIncidentInternGehad_131,KostenIncidentAanvalBuitenafGehad_132,UitvalICTDienstDoorVeiligheidsinc_133,VernietigingDataDoorVeiligheidsinc_134,OnthullingDoorInternIncident_135,UitvalICTDienstDoorAanvalBuitenaf_136,VernietigingDataAanvalBuitenaf_137,OnthullingDoorICTInbraak_138,Kosten1VanDeTotaleOmzet_139,Kosten1Tot2VanDeTotaleOmzet_140,Kosten2Tot5VanDeTotaleOmzet_141,Kosten5Tot10VanDeTotaleOmzet_142,Kosten10Tot50VanDeTotaleOmzet_143,Kosten50VanDeTotaleOmzet_144,Kosten1VanDeTotaleOmzet_145,Kosten1Tot2VanDeTotaleOmzet_146,Kosten2Tot5VanDeTotaleOmzet_147,Kosten5Tot10VanDeTotaleOmzet_148,Kosten10Tot50VanDeTotaleOmzet_149,Kosten50VanDeTotaleOmzet_150,RansomwareAanvalGehad_151,LosgeldBetaald_152,BetalingLosgeldZinvol_153,AndereKostenRansomwareAanvalGehad_154,k_1VanDeTotaleOmzet_155,k_1Tot2VanDeTotaleOmzet_156,k_2Tot5VanDeTotaleOmzet_157,k_5Tot10VanDeTotaleOmzet_158,k_10Tot50VanDeTotaleOmzet_159,k_50VanDeTotaleOmzet_160,Kosten1VanDeTotaleOmzet_161,Kosten1Tot2VanDeTotaleOmzet_162,Kosten2Tot5VanDeTotaleOmzet_163,Kosten5Tot10VanDeTotaleOmzet_164,Kosten10Tot50VanDeTotaleOmzet_165,Kosten50VanDeTotaleOmzet_166,Politie_167,Cybersecurity_168,VerzekeringICTVeiligheidsincidenten_169,GezochtNaarMeldingenCyberdreigingen_170,BekendMetDTC_171,DTCWebsiteAlsBronGebruikt_172,EFactuur_173,ElektronischMaarGeenEFactuur_174,PapierenVorm_175,MinderDan10_176,TenMinste10Tot25_177,TenMinste25Tot50_178,TenMinste50Tot75_179,TenMinste75_180,VerkoopViaWebsiteOfApp_181,Bedrijven_182,Overheidsorganisaties_183,NederlandseConsumenten_184,BuitenlandseConsumenten_185,Verkoopwaarde1VanDeTotaleOmzet_186,Verkoopwaarde1VanDeTotaleOmzet_187,Verkoopwaarde2VanDeTotaleOmzet_188,Verkoopwaarde5VanDeTotaleOmzet_189,Verkoopwaarde10VanDeTotaleOmzet_190,Verkoopwaarde25VanDeTotaleOmzet_191,Verkoopwaarde50VanDeTotaleOmzet_192,ViaWebsiteOfAppsVanEigenBedrijf_193,PercentageOmzetViaOnlinePlatforms_194,VerkoopViaECommerce_195,Verkoopwaarde1VanDeTotaleOmzet_196,Verkoopwaarde1VanDeTotaleOmzet_197,Verkoopwaarde2VanDeTotaleOmzet_198,Verkoopwaarde5VanDeTotaleOmzet_199,Verkoopwaarde10VanDeTotaleOmzet_200,Verkoopwaarde25VanDeTotaleOmzet_201,Verkoopwaarde50VanDeTotaleOmzet_202,ViaEen_203,ViaTwee_204,ViaDrieOfMeer_205,MeerDan75VanOmzetUitEenPlatform_206,BetaaldAanPlatforms_207,VerkoopViaEDI_208,Verkoopwaarde1VanDeTotaleOmzet_209,Verkoopwaarde1VanDeTotaleOmzet_210,Verkoopwaarde2VanDeTotaleOmzet_211,Verkoopwaarde5VanDeTotaleOmzet_212,Verkoopwaarde10VanDeTotaleOmzet_213,Verkoopwaarde25VanDeTotaleOmzet_214,Verkoopwaarde50VanDeTotaleOmzet_215
10,403300,97,95.0,93.0,91.0,87,94.0,100,1,14.0,37.0,28.0,20.0,95.0,81.0,19.0,4.0,4.0,17.0,11.0,80.0,39.0,7.0,88.0,87.0,29.0,41.0,92.0,28.0,32.0,58.0,90.0,36.0,37.0,29.0,16.0,19.0,24.0,80.0,49.0,68.0,40.0,18.0,53.0,15.0,35.0,28.0,24.0,21.0,10.0,9.0,14.0,5,2,7.0,82.0,72.0,67.0,67.0,72.0,63.0,33.0,48.0,61.0,31.0,26.0,77.0,25.0,10,8.0,8,7,11,8.0,3,6.0,6.0,8.0,1.0,7.0,7.0,7.0,7.0,6.0,6.0,12.0,7.0,10.0,3.0,8.0,3.0,4.0,4.0,3.0,1.0,1.0,25.0,14.0,8,4,97.0,91.0,36.0,85.0,64.0,94.0,88.0,69.0,76.0,61.0,62.0,46.0,53.0,32.0,45.0,68.0,56.0,9.0,3,38.0,22.0,31.0,9.0,29.0,9,25.0,4,6.0,6,2,3,8,3,7.0,1.0,1.0,2.0,1.0,1.0,81.0,14.0,4.0,2.0,0.0,0.0,86.0,11.0,2.0,2.0,0.0,0.0,2,4.0,4.0,57.0,0.0,,0.0,0.0,0.0,0.0,86.0,7.0,2.0,4.0,0.0,0.0,21.0,42.0,44.0,22.0,22.0,11.0,42.0,94.0,41.0,8.0,3.0,3,3.0,25.0,11.0,56.0,6.0,29.0,9.0,3.0,8.0,7.0,5.0,4.0,3.0,2.0,83.0,17.0,13.0,4.0,9.0,8.0,6.0,5.0,4.0,3.0,2.0,1.0,1.0,0.0,,3,1.0,2.0,2.0,2.0,1.0,1.0,1.0
11,410200,82,72.0,68.0,64.0,68,71.0,97,4,23.0,34.0,21.0,14.0,86.0,71.0,23.0,5.0,7.0,18.0,12.0,65.0,27.0,10.0,75.0,75.0,17.0,37.0,88.0,37.0,28.0,50.0,91.0,27.0,43.0,31.0,17.0,20.0,27.0,58.0,33.0,50.0,24.0,11.0,33.0,15.0,24.0,18.0,18.0,15.0,8.0,4.0,6.0,3,0,4.0,58.0,51.0,45.0,44.0,50.0,45.0,22.0,32.0,44.0,15.0,15.0,52.0,12.0,5,3.0,4,3,4,6.0,1,3.0,2.0,4.0,1.0,4.0,3.0,3.0,2.0,3.0,2.0,6.0,5.0,5.0,2.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,12.0,6.0,3,2,93.0,82.0,28.0,71.0,48.0,84.0,68.0,46.0,53.0,44.0,43.0,33.0,29.0,18.0,30.0,41.0,32.0,6.0,3,42.0,18.0,16.0,24.0,20.0,7,18.0,2,3.0,4,1,3,3,2,3.0,0.0,0.0,1.0,1.0,1.0,70.0,19.0,12.0,0.0,0.0,0.0,89.0,10.0,1.0,0.0,0.0,0.0,1,3.0,3.0,15.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,9.0,50.0,28.0,11.0,15.0,6.0,38.0,86.0,41.0,6.0,2.0,1,3.0,25.0,15.0,50.0,6.0,38.0,6.0,3.0,13.0,11.0,10.0,8.0,6.0,4.0,85.0,15.0,16.0,3.0,14.0,12.0,11.0,9.0,7.0,5.0,1.0,2.0,1.0,1.0,,2,0.0,2.0,2.0,2.0,2.0,1.0,1.0
12,422400,95,84.0,79.0,77.0,73,84.0,99,2,18.0,38.0,27.0,15.0,97.0,87.0,29.0,2.0,2.0,30.0,7.0,69.0,13.0,22.0,83.0,82.0,17.0,44.0,81.0,35.0,26.0,44.0,87.0,26.0,30.0,18.0,6.0,13.0,16.0,55.0,24.0,42.0,25.0,20.0,38.0,25.0,18.0,16.0,12.0,10.0,4.0,6.0,8.0,1,1,2.0,68.0,58.0,55.0,52.0,57.0,54.0,20.0,39.0,48.0,19.0,12.0,61.0,12.0,2,6.0,3,3,3,4.0,1,0.0,2.0,4.0,0.0,3.0,2.0,4.0,1.0,1.0,2.0,7.0,3.0,5.0,2.0,4.0,2.0,2.0,3.0,2.0,1.0,0.0,12.0,5.0,2,1,96.0,86.0,27.0,84.0,70.0,89.0,76.0,53.0,66.0,50.0,60.0,35.0,46.0,22.0,43.0,66.0,55.0,8.0,4,38.0,19.0,26.0,17.0,32.0,8,28.0,3,9.0,4,1,5,7,2,7.0,1.0,1.0,2.0,,1.0,,3.0,2.0,3.0,0.0,0.0,97.0,3.0,0.0,0.0,0.0,0.0,0,,,19.0,0.0,0.0,0.0,,0.0,0.0,28.0,0.0,38.0,34.0,0.0,0.0,,,37.0,15.0,24.0,11.0,35.0,80.0,57.0,4.0,3.0,2,3.0,24.0,8.0,21.0,5.0,72.0,2.0,3.0,6.0,5.0,4.0,4.0,3.0,2.0,80.0,20.0,12.0,4.0,9.0,8.0,7.0,6.0,5.0,4.0,,1.0,0.0,0.0,,4,1.0,3.0,3.0,3.0,2.0,2.0,2.0
13,307610,61,66.0,59.0,54.0,41,59.0,99,3,24.0,42.0,20.0,10.0,92.0,83.0,48.0,14.0,12.0,17.0,7.0,42.0,39.0,9.0,81.0,80.0,5.0,36.0,87.0,33.0,30.0,36.0,79.0,18.0,26.0,12.0,12.0,15.0,17.0,58.0,51.0,33.0,24.0,37.0,43.0,19.0,40.0,23.0,12.0,8.0,5.0,13.0,6.0,1,0,7.0,56.0,44.0,40.0,33.0,45.0,34.0,19.0,19.0,39.0,14.0,9.0,46.0,10.0,2,1.0,1,2,2,6.0,4,1.0,3.0,4.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,5.0,6.0,4.0,,,,,,,,0.0,10.0,4.0,3,1,94.0,77.0,21.0,63.0,44.0,82.0,63.0,59.0,56.0,41.0,45.0,36.0,32.0,22.0,24.0,34.0,30.0,3.0,2,31.0,18.0,20.0,31.0,25.0,6,24.0,3,2.0,2,2,5,6,2,6.0,1.0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,26.0,12.0,16.0,4.0,42.0,88.0,58.0,3.0,4.0,4,5.0,25.0,41.0,,2.0,,4.0,7.0,,,,14.0,10.0,8.0,,12.0,61.0,5.0,57.0,54.0,44.0,39.0,33.0,26.0,1.0,,2.0,,,30,0.0,30.0,30.0,29.0,28.0,23.0,17.0
14,312505,64,85.0,,,43,86.0,98,2,,,,9.0,94.0,81.0,,10.0,,,16.0,,,2.0,,72.0,13.0,,,,,,,15.0,,,14.0,,,,67.0,,,,,,,,,13.0,8.0,11.0,11.0,0,0,1.0,,,,,,,,,,,,,11.0,6,0.0,0,1,3,1.0,1,,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,,,,9.0,,,,,,1.0,1.0,,11.0,2.0,0,0,98.0,85.0,14.0,,,95.0,,,,,,,,12.0,,,,,2,,13.0,23.0,12.0,,7,,1,1.0,5,0,4,3,2,3.0,0.0,0.0,,0.0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,17.0,11.0,2.0,,96.0,,,3.0,2,3.0,,,,1.0,,,,,,,,,,,,,13.0,,,,,,,,,,,,14,1.0,,,,,,1.0
15,315810,64,85.0,80.0,73.0,36,82.0,99,4,23.0,32.0,27.0,13.0,94.0,77.0,29.0,12.0,9.0,21.0,8.0,57.0,39.0,4.0,72.0,72.0,12.0,29.0,90.0,25.0,34.0,47.0,83.0,18.0,35.0,30.0,11.0,13.0,20.0,70.0,58.0,51.0,29.0,23.0,31.0,20.0,26.0,22.0,9.0,6.0,6.0,15.0,4.0,1,1,2.0,64.0,54.0,45.0,41.0,46.0,45.0,24.0,25.0,39.0,21.0,18.0,51.0,7.0,2,0.0,0,2,2,3.0,4,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,5.0,,,,1.0,1.0,0.0,0.0,0.0,7.0,3.0,1,0,98.0,87.0,29.0,68.0,49.0,94.0,73.0,63.0,61.0,53.0,53.0,45.0,30.0,16.0,26.0,43.0,29.0,9.0,5,50.0,13.0,22.0,15.0,28.0,7,28.0,2,2.0,5,2,3,9,1,9.0,1.0,0.0,,,0.0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,28.0,16.0,19.0,4.0,32.0,94.0,50.0,6.0,2.0,1,2.0,21.0,26.0,,3.0,,5.0,6.0,,,,,7.0,5.0,,9.0,35.0,5.0,31.0,28.0,23.0,20.0,12.0,9.0,0.0,1.0,,,,15,0.0,,,,,,4.0
16,900064,85,97.0,95.0,96.0,67,96.0,100,2,18.0,40.0,23.0,18.0,96.0,76.0,21.0,1.0,7.0,19.0,8.0,66.0,59.0,7.0,84.0,84.0,27.0,37.0,85.0,31.0,24.0,48.0,84.0,23.0,25.0,19.0,11.0,10.0,15.0,98.0,93.0,69.0,56.0,38.0,71.0,14.0,65.0,43.0,19.0,19.0,10.0,25.0,11.0,4,0,8.0,71.0,58.0,52.0,52.0,56.0,33.0,33.0,34.0,46.0,27.0,16.0,62.0,17.0,6,4.0,2,4,9,7.0,7,3.0,5.0,3.0,4.0,8.0,4.0,5.0,6.0,,6.0,,,9.0,,,,3.0,2.0,,1.0,0.0,17.0,8.0,7,3,99.0,93.0,32.0,82.0,76.0,98.0,95.0,88.0,83.0,78.0,73.0,54.0,67.0,59.0,47.0,75.0,62.0,12.0,1,27.0,33.0,36.0,4.0,32.0,7,28.0,3,3.0,3,2,3,3,1,3.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,34.0,36.0,31.0,14.0,43.0,94.0,54.0,4.0,4.0,7,5.0,23.0,21.0,,0.0,,7.0,,,,8.0,7.0,5.0,4.0,,,32.0,4.0,28.0,26.0,21.0,20.0,16.0,12.0,1.0,,,,,22,2.0,,,,14.0,11.0,7.0
17,323705,62,89.0,86.0,83.0,40,86.0,100,3,20.0,36.0,27.0,14.0,98.0,86.0,28.0,10.0,9.0,15.0,5.0,67.0,54.0,5.0,84.0,82.0,17.0,36.0,92.0,28.0,35.0,52.0,88.0,28.0,40.0,28.0,10.0,10.0,20.0,84.0,79.0,57.0,41.0,20.0,50.0,15.0,45.0,33.0,15.0,13.0,9.0,13.0,7.0,2,1,5.0,68.0,57.0,52.0,49.0,50.0,40.0,23.0,24.0,47.0,17.0,12.0,56.0,15.0,4,2.0,6,2,5,7.0,7,3.0,5.0,3.0,3.0,5.0,4.0,3.0,1.0,2.0,2.0,7.0,7.0,7.0,,,,,1.0,2.0,,1.0,15.0,7.0,4,3,99.0,92.0,19.0,73.0,47.0,94.0,89.0,81.0,72.0,66.0,58.0,43.0,34.0,27.0,32.0,45.0,36.0,8.0,2,46.0,14.0,32.0,9.0,30.0,8,29.0,4,2.0,5,1,5,9,0,8.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,32.0,16.0,21.0,9.0,42.0,94.0,54.0,8.0,4.0,2,6.0,22.0,22.0,,2.0,,4.0,,,,,7.0,2.0,0.0,,8.0,31.0,7.0,24.0,21.0,18.0,13.0,7.0,3.0,,,,,,14,1.0,,,,7.0,5.0,2.0
18,328105,68,82.0,78.0,71.0,38,78.0,99,2,20.0,46.0,21.0,11.0,96.0,79.0,16.0,4.0,4.0,12.0,5.0,68.0,45.0,2.0,82.0,81.0,7.0,26.0,86.0,20.0,22.0,44.0,78.0,15.0,27.0,20.0,6.0,8.0,15.0,79.0,74.0,43.0,22.0,18.0,33.0,13.0,29.0,19.0,10.0,8.0,3.0,7.0,4.0,0,0,1.0,59.0,47.0,37.0,37.0,44.0,37.0,23.0,18.0,36.0,8.0,7.0,47.0,11.0,2,1.0,1,2,2,5.0,5,1.0,4.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,1.0,5.0,4.0,5.0,2.0,,1.0,,1.0,1.0,0.0,1.0,11.0,4.0,3,1,98.0,77.0,18.0,63.0,35.0,88.0,76.0,63.0,61.0,47.0,49.0,30.0,24.0,13.0,22.0,34.0,28.0,4.0,2,50.0,9.0,20.0,20.0,17.0,6,17.0,3,1.0,5,1,2,6,1,6.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,27.0,7.0,12.0,5.0,31.0,96.0,51.0,4.0,4.0,3,1.0,20.0,14.0,,1.0,24.0,2.0,4.0,,,6.0,6.0,4.0,2.0,,8.0,19.0,2.0,16.0,14.0,11.0,9.0,8.0,3.0,,1.0,0.0,,,7,0.0,,,,4.0,3.0,2.0
19,332910,84,93.0,87.0,88.0,60,91.0,100,1,24.0,32.0,25.0,18.0,96.0,80.0,25.0,3.0,7.0,17.0,7.0,67.0,61.0,6.0,87.0,85.0,20.0,37.0,86.0,26.0,42.0,49.0,79.0,35.0,39.0,30.0,15.0,13.0,22.0,92.0,89.0,66.0,45.0,25.0,55.0,16.0,48.0,38.0,14.0,13.0,8.0,18.0,5.0,3,2,4.0,63.0,54.0,48.0,44.0,47.0,29.0,23.0,21.0,43.0,19.0,18.0,52.0,15.0,5,5.0,6,5,9,8.0,8,3.0,,4.0,3.0,5.0,1.0,4.0,5.0,5.0,,,6.0,8.0,1.0,,,2.0,,,,,15.0,13.0,6,5,100.0,89.0,32.0,76.0,64.0,98.0,89.0,82.0,75.0,66.0,65.0,44.0,51.0,38.0,42.0,64.0,53.0,8.0,3,25.0,31.0,32.0,12.0,37.0,10,34.0,6,4.0,6,4,3,12,2,12.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,34.0,22.0,21.0,7.0,32.0,97.0,43.0,5.0,4.0,2,0.0,,17.0,,7.0,,,5.0,,,,4.0,3.0,2.0,,9.0,27.0,5.0,22.0,17.0,13.0,12.0,10.0,6.0,0.0,,,0.0,,12,1.0,,,,,,4.0
20,336500,81,96.0,91.0,87.0,63,92.0,99,2,20.0,35.0,22.0,20.0,97.0,82.0,15.0,6.0,4.0,12.0,7.0,73.0,69.0,6.0,88.0,88.0,25.0,50.0,93.0,24.0,33.0,46.0,88.0,24.0,40.0,28.0,15.0,18.0,24.0,96.0,92.0,67.0,37.0,23.0,55.0,19.0,49.0,34.0,15.0,12.0,12.0,16.0,5.0,3,2,5.0,65.0,47.0,45.0,42.0,48.0,35.0,29.0,30.0,41.0,17.0,14.0,52.0,16.0,3,2.0,2,5,7,7.0,8,2.0,4.0,1.0,3.0,3.0,1.0,5.0,6.0,4.0,5.0,8.0,7.0,9.0,,,,,,,1.0,2.0,16.0,8.0,5,3,99.0,81.0,23.0,69.0,55.0,94.0,85.0,80.0,68.0,62.0,53.0,38.0,38.0,26.0,29.0,50.0,46.0,4.0,1,40.0,17.0,33.0,10.0,23.0,8,23.0,3,1.0,6,2,3,11,3,,0.0,0.0,,0.0,1.0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,32.0,22.0,29.0,9.0,30.0,95.0,48.0,7.0,0.0,3,4.0,,13.0,,4.0,2.0,2.0,5.0,,5.0,3.0,3.0,2.0,1.0,,4.0,16.0,4.0,12.0,8.0,6.0,6.0,5.0,4.0,,0.0,0.0,,,8,1.0,,,,3.0,3.0,2.0
21,339205,66,81.0,78.0,75.0,49,80.0,99,2,20.0,43.0,15.0,19.0,97.0,86.0,25.0,8.0,6.0,16.0,7.0,71.0,54.0,9.0,84.0,82.0,18.0,45.0,91.0,39.0,25.0,50.0,83.0,18.0,38.0,29.0,20.0,16.0,23.0,79.0,74.0,56.0,32.0,21.0,47.0,15.0,43.0,29.0,16.0,11.0,15.0,12.0,2.0,2,2,4.0,69.0,59.0,51.0,47.0,54.0,37.0,30.0,28.0,40.0,16.0,17.0,56.0,10.0,4,0.0,3,4,4,5.0,5,3.0,,2.0,,,3.0,,,,,,,5.0,,,,,,,,1.0,10.0,6.0,6,4,97.0,83.0,29.0,73.0,51.0,91.0,83.0,71.0,67.0,58.0,57.0,38.0,34.0,23.0,31.0,44.0,32.0,9.0,2,48.0,11.0,24.0,17.0,28.0,5,27.0,2,1.0,4,2,3,9,3,,0.0,0.0,2.0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,25.0,19.0,22.0,,35.0,93.0,56.0,9.0,2.0,4,1.0,,20.0,,2.0,,7.0,,,,,6.0,5.0,5.0,,7.0,25.0,7.0,18.0,16.0,13.0,12.0,10.0,8.0,,,,,,9,0.0,,,,,,
22,300023,58,85.0,80.0,75.0,43,83.0,100,2,22.0,39.0,23.0,14.0,95.0,76.0,24.0,3.0,5.0,15.0,7.0,62.0,36.0,5.0,79.0,78.0,9.0,35.0,89.0,26.0,26.0,44.0,91.0,19.0,33.0,24.0,10.0,11.0,16.0,72.0,61.0,46.0,25.0,22.0,37.0,13.0,31.0,20.0,10.0,7.0,6.0,8.0,3.0,2,1,1.0,60.0,50.0,42.0,44.0,49.0,34.0,21.0,21.0,42.0,14.0,10.0,53.0,9.0,2,2.0,1,3,2,4.0,4,1.0,4.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,5.0,3.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,9.0,3.0,2,2,98.0,79.0,22.0,70.0,40.0,88.0,77.0,66.0,62.0,54.0,52.0,33.0,26.0,19.0,30.0,38.0,30.0,4.0,3,49.0,18.0,20.0,13.0,29.0,7,28.0,3,2.0,4,4,3,5,2,5.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,23.0,12.0,18.0,7.0,30.0,94.0,62.0,4.0,2.0,3,1.0,19.0,19.0,,6.0,26.0,4.0,6.0,13.0,11.0,8.0,5.0,4.0,2.0,,10.0,23.0,6.0,17.0,15.0,12.0,7.0,5.0,4.0,1.0,1.0,1.0,,,6,0.0,,,4.0,2.0,2.0,1.0
23,900008,86,79.0,70.0,62.0,60,71.0,97,4,18.0,39.0,24.0,11.0,86.0,61.0,7.0,2.0,2.0,9.0,2.0,65.0,14.0,2.0,78.0,78.0,12.0,30.0,91.0,18.0,25.0,40.0,83.0,19.0,22.0,16.0,4.0,6.0,13.0,62.0,50.0,42.0,16.0,12.0,24.0,11.0,17.0,10.0,8.0,5.0,6.0,4.0,7.0,4,1,2.0,58.0,47.0,42.0,40.0,46.0,35.0,19.0,17.0,38.0,15.0,8.0,49.0,7.0,2,1.0,2,1,2,3.0,2,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,,,1.0,1.0,1.0,0.0,1.0,7.0,4.0,1,1,93.0,77.0,23.0,68.0,43.0,87.0,71.0,54.0,59.0,46.0,41.0,28.0,30.0,15.0,26.0,35.0,23.0,7.0,4,49.0,11.0,20.0,20.0,22.0,11,22.0,0,1.0,7,2,4,8,6,8.0,0.0,,,,1.0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,22.0,9.0,15.0,7.0,37.0,89.0,56.0,9.0,1.0,3,3.0,21.0,4.0,,,,1.0,1.0,,,,,,1.0,,,6.0,2.0,4.0,4.0,3.0,3.0,3.0,1.0,0.0,,1.0,,,1,,1.0,1.0,1.0,0.0,0.0,0.0
24,351900,81,75.0,61.0,61.0,55,68.0,97,3,23.0,32.0,28.0,12.0,93.0,75.0,18.0,4.0,2.0,6.0,2.0,67.0,10.0,3.0,75.0,74.0,7.0,27.0,91.0,27.0,25.0,38.0,89.0,21.0,28.0,19.0,8.0,10.0,17.0,57.0,46.0,38.0,16.0,17.0,24.0,14.0,17.0,15.0,8.0,4.0,7.0,5.0,6.0,2,0,2.0,53.0,45.0,36.0,34.0,41.0,33.0,15.0,18.0,34.0,12.0,5.0,44.0,3.0,2,1.0,1,1,1,1.0,0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,,2.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,1,1,97.0,77.0,18.0,62.0,33.0,81.0,71.0,57.0,54.0,43.0,42.0,27.0,21.0,10.0,22.0,32.0,25.0,4.0,3,49.0,10.0,16.0,24.0,27.0,10,24.0,4,1.0,5,2,5,6,2,6.0,1.0,0.0,1.0,,0.0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,26.0,6.0,14.0,6.0,40.0,91.0,66.0,7.0,4.0,4,4.0,21.0,11.0,,1.0,,3.0,3.0,,,5.0,3.0,2.0,2.0,,13.0,12.0,3.0,9.0,8.0,6.0,5.0,3.0,3.0,1.0,1.0,1.0,,,1,0.0,,,,,,
