ID,VerblijfsrecreatieveLogiesvormen,Perioden,AlleLanden_1,Nederland_2,BuitenlandTotaal_3,EuropaExclusiefNederland_4,Duitsland_5,Belgie_6,GrootBrittannie_7,Frankrijk_8,Zwitserland_9,Italie_10,Spanje_11,Denemarken_12,Zweden_13,OverigeLandenEurozone_14,OverigEuropa_15,Amerika_16,Azie_17,AustralieEnOceanie_18,Afrika_19,AlleLanden_20,Nederland_21,BuitenlandTotaal_22,EuropaExclusiefNederland_23,Duitsland_24,Belgie_25,GrootBrittannie_26,Frankrijk_27,Zwitserland_28,Italie_29,Spanje_30,Denemarken_31,Zweden_32,OverigeLandenEurozone_33,OverigEuropa_34,Amerika_35,Azie_36,AustralieEnOceanie_37,Afrika_38
324,1010,2006MM02,10.2,7.6,2.6,2.6,2.0,,,,,,,,,,,,,,,42.1,31.6,10.5,10.5,6.9,,,,,,,,,,,,,,
325,1010,2006MM03,24.3,16.3,8.0,7.8,4.9,1.2,,,,,,,,,,,,,,129.3,93.1,36.2,35.6,24.6,4.9,,,,,,,,,,,,,
326,1010,2006KW01,46.1,32.2,13.9,13.7,8.4,2.1,,,,1.1,,,,,,,,,,250.8,187.6,63.2,62.4,40.5,9.4,,,,3.6,,,,,,,,,
327,1010,2006MM04,199.1,129.8,69.3,69.0,46.2,6.9,3.5,6.8,,1.6,,1.3,,,1.0,,,,,910.6,580.2,330.4,329.4,248.9,24.7,15.6,24.5,,3.9,,4.4,,,2.8,,,,
328,1010,2006MM05,473.7,403.3,70.3,69.4,45.7,8.6,5.2,4.4,,1.2,,,,,1.1,,,,,2237.0,1968.6,268.4,265.5,189.6,27.0,20.7,11.0,,3.9,,,,,3.1,,,,
329,1010,2006MM06,627.6,506.4,121.2,119.7,85.3,10.4,7.3,4.9,1.1,3.0,2.1,1.4,1.3,1.8,1.1,,,,,3628.2,3054.6,573.6,569.9,463.1,40.8,21.9,11.7,2.8,7.9,5.9,3.8,3.0,4.7,4.3,,,,
330,1010,2006KW02,1300.4,1039.5,260.9,258.0,177.2,25.9,16.0,16.1,2.4,5.8,2.7,3.7,2.1,2.9,3.2,1.4,,,,6775.8,5603.4,1172.4,1164.8,901.6,92.5,58.3,47.3,6.7,15.7,8.5,11.5,4.9,7.8,10.1,3.6,,,
331,1010,2006MM07,814.0,598.9,215.1,212.2,128.8,18.1,8.6,17.8,8.3,6.0,3.2,7.0,4.3,4.1,5.9,1.4,,,,5083.5,4016.8,1066.7,1058.7,763.9,68.0,30.1,62.1,35.8,14.7,10.2,28.0,15.7,10.5,19.8,4.4,,,
332,1010,2006MM08,851.3,651.9,199.5,197.1,90.8,15.0,10.3,21.1,5.8,27.7,11.6,3.2,3.3,4.1,4.2,1.2,,,,6223.9,5287.2,936.7,929.8,529.7,64.2,51.8,66.8,27.9,93.3,42.7,12.1,14.2,13.2,14.0,4.5,,,
333,1010,2006MM09,319.0,259.2,59.9,58.7,36.1,5.0,5.5,4.3,,2.2,2.0,,,,1.6,,,,,1769.2,1481.8,287.4,284.3,195.6,18.2,23.9,14.5,,8.3,8.6,,,,8.0,,,,
334,1010,2006KW03,1984.3,1510.0,474.4,468.0,255.7,38.1,24.4,43.3,14.7,35.8,16.7,10.8,7.8,9.0,11.7,3.0,,2.1,,13076.6,10785.8,2290.8,2272.8,1489.2,150.3,105.7,143.4,65.4,116.3,61.5,41.5,30.6,27.2,41.7,9.9,,5.1,
335,1010,2006MM10,160.6,112.8,47.7,47.2,39.4,2.6,1.5,,,,,,,,,,,,,1010.0,724.1,285.9,284.3,251.4,13.9,5.5,,,,,,,,,,,,
336,1010,2006MM11,17.0,10.9,6.1,6.0,2.3,2.1,,,,,,,,,,,,,,77.6,49.4,28.3,27.9,12.1,10.1,,,,,,,,,,,,,
337,1010,2006MM12,12.7,9.7,3.0,2.9,1.3,,,,,,,,,,,,,,,59.9,47.2,12.7,12.4,6.8,,,,,,,,,,,,,,
338,1010,2006KW04,190.2,133.4,56.9,56.1,43.1,5.3,2.2,1.7,,,,,,,,,,,,1147.5,820.6,326.9,324.6,270.4,26.3,8.2,4.5,,,,,,,,,,,
339,1010,2006JJ00,3521.1,2715.1,806.0,795.8,484.5,71.4,43.4,61.5,17.5,43.8,20.2,14.8,10.0,12.8,15.9,4.7,1.3,3.4,,21250.7,17397.4,3853.3,3824.6,2701.7,278.5,176.1,197.5,73.4,138.6,72.6,53.9,35.8,38.9,57.7,14.8,3.0,8.6,
340,1010,2007MM01,21.9,12.6,9.3,9.2,3.9,1.2,,1.1,,1.8,,,,,,,,,,96.0,54.7,41.2,40.6,22.7,5.5,,2.6,,5.6,,,,,,,,,
341,1010,2007MM02,14.7,9.8,4.9,4.9,3.7,1.0,,,,,,,,,,,,,,53.3,35.7,17.7,17.7,13.7,3.1,,,,,,,,,,,,,
342,1010,2007MM03,34.8,23.5,11.4,11.1,6.5,,,1.1,,,,,,,,,,,,161.9,115.9,46.0,45.3,31.3,,,2.5,,,,,,,,,,,
343,1010,2007KW01,71.5,45.9,25.6,25.3,14.2,3.2,1.7,2.2,,2.4,,,,,,,,,,311.2,206.3,104.9,103.6,67.8,12.0,6.2,5.4,,7.4,,,,,,,,,
344,1010,2007MM04,288.4,198.7,89.7,88.7,53.9,11.0,6.4,7.5,,2.8,1.3,1.2,,1.9,1.6,,,,,1119.1,753.7,365.4,362.8,257.7,35.8,26.7,14.2,,6.4,3.6,4.1,,7.7,4.0,,,,
345,1010,2007MM05,647.5,528.4,119.1,117.7,81.1,13.6,5.5,7.2,1.2,1.9,1.8,,,1.5,2.8,,,,,3205.7,2738.4,467.3,462.8,342.9,47.8,20.4,18.1,5.0,5.8,8.0,,,4.4,6.8,,,,
346,1010,2007MM06,445.9,351.9,94.0,92.2,61.9,6.2,6.3,5.0,1.1,3.0,2.0,,1.2,2.2,2.4,1.1,,,,2565.3,2117.5,447.8,443.1,353.2,23.6,21.0,11.2,3.4,6.7,6.0,,3.0,5.9,7.3,3.0,,,
347,1010,2007KW02,1381.8,1079.0,302.8,298.6,196.9,30.9,18.2,19.8,3.0,7.6,5.2,2.7,1.9,5.6,6.8,2.5,,1.2,,6890.2,5609.7,1280.5,1268.8,953.8,107.2,68.1,43.4,10.1,18.9,17.6,8.5,5.1,18.0,18.1,7.2,,3.5,
348,1010,2007MM07,722.6,523.8,198.8,195.6,108.9,16.0,14.5,14.9,5.3,7.5,8.8,5.5,2.7,4.0,7.5,1.7,,,,4653.9,3606.6,1047.2,1039.0,731.1,70.6,61.0,40.3,20.2,20.5,36.6,19.3,7.8,11.2,20.4,4.7,,,
349,1010,2007MM08,904.1,703.5,200.6,197.6,94.5,21.9,13.1,21.0,2.4,21.1,10.5,1.8,1.1,3.4,6.9,1.3,,,,6207.4,5326.0,881.3,873.3,499.5,90.5,62.1,64.7,8.8,63.0,41.8,5.7,3.2,11.0,23.0,3.9,,,
350,1010,2007MM09,309.2,234.1,75.0,73.3,40.8,9.4,6.1,5.5,1.3,2.1,3.7,,,1.0,2.5,,,,,1633.9,1283.3,350.6,345.6,233.8,28.8,25.5,15.9,4.5,7.4,14.6,,,3.7,8.7,,,,
351,1010,2007KW03,1935.8,1461.5,474.4,466.6,244.1,47.3,33.7,41.3,8.9,30.7,23.0,8.0,4.1,8.4,16.9,3.7,,2.7,,12495.1,10216.0,2279.2,2257.9,1464.4,189.9,148.6,120.8,33.6,90.9,93.0,26.7,11.9,26.0,52.2,10.9,,7.5,
352,1010,2007MM10,168.0,123.1,44.9,43.9,32.7,3.5,2.3,1.2,,,,,,,,,,,,947.8,706.8,241.0,237.9,197.8,15.7,7.4,3.3,,,,,,,,,,,
353,1010,2007MM11,26.2,14.2,12.0,11.8,3.5,3.3,1.4,1.5,,,,,,,,,,,,106.0,61.4,44.6,43.4,14.1,13.3,6.0,4.0,,,,,,,,,,,
354,1010,2007MM12,19.9,12.2,7.6,7.5,1.9,1.8,1.5,,,,,,,,,,,,,73.2,47.2,26.0,25.6,7.9,5.5,6.1,,,,,,,,,,,,
355,1010,2007KW04,214.1,149.5,64.6,63.1,38.1,8.6,5.2,3.4,,2.5,1.7,,,1.1,1.4,,,,,1127.0,815.4,311.6,306.9,219.8,34.5,19.6,8.9,,6.5,5.9,,,4.2,4.5,,,,
356,1010,2007JJ00,3603.2,2735.8,867.4,853.6,493.3,89.9,58.9,66.7,12.5,43.3,30.5,11.2,6.2,15.6,25.4,6.9,1.3,4.9,,20823.5,16847.3,3976.2,3937.2,2705.9,343.7,242.4,178.6,45.1,123.7,118.4,36.8,17.5,49.3,75.9,20.9,2.4,13.8,
357,1010,2008MM01,16.1,11.7,4.4,4.4,2.3,,,,,,,,,,,,,,,82.7,59.4,23.4,23.1,13.3,,,,,,,,,,,,,,
358,1010,2008MM02,16.7,13.9,2.8,2.8,1.6,1.1,,,,,,,,,,,,,,53.6,42.7,10.9,10.8,6.8,3.6,,,,,,,,,,,,,
359,1010,2008MM03,46.2,28.7,17.5,17.4,13.3,2.4,,,,,,,,,,,,,,213.9,126.8,87.1,86.9,73.0,7.7,,,,,,,,,,,,,
360,1010,2008KW01,79.0,54.3,24.8,24.6,17.2,4.4,,,,,,,,,,,,,,350.3,228.8,121.4,120.9,93.1,17.7,,,,,,,,,,,,,
361,1010,2008MM04,163.9,128.7,35.1,34.8,16.7,6.0,3.8,3.9,,1.3,,,,,,,,,,705.9,579.0,126.9,126.0,70.4,22.7,13.4,8.5,,2.8,,,,,,,,,
362,1010,2008MM05,612.0,498.7,113.4,112.7,84.3,13.1,4.3,5.0,,1.5,,,,1.2,1.3,,,,,2923.9,2523.2,400.7,399.2,313.8,42.8,15.6,11.3,,3.7,,,,3.5,3.0,,,,
363,1010,2008MM06,408.7,340.3,68.4,67.5,42.5,7.9,4.8,2.6,,1.6,,1.5,,1.8,2.3,,,,,2389.4,2048.0,341.4,338.9,254.4,34.6,14.8,6.3,,3.3,,3.3,,8.1,8.4,,,,
364,1010,2008KW02,1184.6,967.7,216.9,214.9,143.4,27.0,12.9,11.5,1.8,4.4,1.6,3.0,1.5,3.6,4.3,1.0,,,,6019.2,5150.2,869.0,864.1,638.6,100.1,43.7,26.1,4.5,9.9,3.8,7.6,3.0,13.7,13.1,2.7,,,
365,1010,2008MM07,694.4,530.6,163.8,161.5,103.1,15.7,7.5,9.3,3.2,4.7,2.9,4.8,2.2,2.8,5.1,,,,,4651.6,3818.5,833.1,827.3,635.2,62.2,30.7,24.2,9.9,11.8,8.6,16.8,5.8,8.2,14.0,,,,
366,1010,2008MM08,808.8,628.6,180.2,178.2,100.7,19.5,11.6,12.7,2.0,14.6,6.5,1.9,,3.0,5.0,,,,,5607.9,4796.5,811.3,806.3,527.2,79.3,53.0,40.4,7.6,42.4,24.0,6.2,,10.1,14.3,,,,
367,1010,2008MM09,256.0,206.5,49.5,48.6,31.1,5.8,5.0,1.7,,,,,,,1.4,,,,,1286.9,1066.3,220.6,218.2,162.1,19.6,16.9,4.9,,,,,,,4.3,,,,
368,1010,2008KW03,1759.2,1365.7,393.5,388.3,234.9,41.0,24.0,23.7,5.9,20.3,10.1,7.1,3.3,6.5,11.5,1.9,1.0,1.9,,11546.3,9681.3,1865.0,1851.8,1324.5,161.1,100.5,69.4,19.0,57.3,34.8,24.0,8.4,20.3,32.6,4.9,2.3,5.0,
369,1010,2008MM10,141.2,102.6,38.6,38.1,30.8,2.6,1.5,,,,,,,,,,,,,777.6,559.6,218.0,216.6,188.0,11.7,5.8,,,,,,,,,,,,
370,1010,2008MM11,18.6,13.3,5.4,5.3,2.0,2.1,,,,,,,,,,,,,,66.7,46.9,19.8,19.6,8.8,6.7,,,,,,,,,,,,,
371,1010,2008MM12,14.8,12.3,2.5,2.5,,,,,,,,,,,,,,,,50.9,42.2,8.7,8.6,,,,,,,,,,,,,,,
372,1010,2008KW04,174.6,128.2,46.5,45.9,33.8,5.4,2.1,1.1,,,,,,,,,,,,895.2,648.7,246.4,244.8,200.3,21.3,8.2,2.6,,,,,,,,,,,
373,1010,2008JJ00,3197.5,2515.8,681.7,673.7,429.3,77.9,39.9,36.7,8.3,26.0,12.4,10.7,5.0,10.9,16.6,3.1,1.4,2.9,,18810.9,15709.0,3101.9,3081.7,2256.5,300.3,155.6,99.2,26.1,70.7,41.1,33.6,12.8,37.7,48.0,8.5,2.8,7.4,
374,1010,2009MM01,10.6,6.9,3.6,3.6,1.8,,,,,,,,,,,,,,,61.7,42.1,19.6,19.5,11.2,,,,,,,,,,,,,,
375,1010,2009MM02,10.0,7.0,3.0,3.0,1.5,,,,,,,,,,,,,,,39.5,29.5,10.0,9.9,5.3,,,,,,,,,,,,,,
376,1010,2009MM03,31.8,26.4,5.4,5.4,2.7,,,,,,,,,,,,,,,132.2,108.2,24.0,23.9,14.1,,,,,,,,,,,,,,
377,1010,2009KW01,52.4,40.3,12.1,11.9,6.1,2.3,1.1,,,,,,,,,,,,,233.4,179.7,53.7,53.4,30.6,9.9,5.0,,,,,,,,,,,,
378,1010,2009MM04,247.9,177.5,70.4,70.1,44.3,7.7,3.8,5.9,,,2.3,1.8,,1.2,1.1,,,,,988.1,713.0,275.1,274.4,191.9,26.3,19.3,12.5,,,3.2,8.4,,4.8,4.0,,,,
379,1010,2009MM05,594.3,503.8,90.4,90.0,61.2,12.9,4.1,4.0,,,,,,3.6,1.3,,,,,2635.4,2323.8,311.6,310.6,221.7,42.0,17.3,10.0,,,,,,7.7,3.8,,,,
380,1010,2009MM06,563.9,440.5,123.4,122.6,89.0,15.6,4.9,3.5,,1.8,,1.0,1.7,1.6,1.9,,,,,2994.2,2455.6,538.6,536.4,417.0,67.7,16.2,7.3,,4.4,,2.7,2.6,7.9,5.6,,,,
381,1010,2009KW02,1406.1,1121.9,284.3,282.7,194.5,36.2,12.8,13.5,2.0,3.5,3.5,3.5,2.6,6.4,4.2,,,,,6617.7,5492.4,1125.3,1121.4,830.7,136.0,52.9,29.8,5.6,7.9,6.7,13.7,4.3,20.4,13.5,,,,
382,1010,2009MM07,680.1,511.4,168.8,166.8,109.1,13.6,7.3,8.9,3.6,4.5,2.4,4.7,1.5,4.9,6.2,,,,,4647.2,3727.1,920.2,915.3,709.3,67.0,27.2,23.3,12.2,10.1,6.4,17.6,3.2,20.8,18.2,,,,
383,1010,2009MM08,888.2,707.7,180.4,178.6,111.0,20.2,9.5,10.8,1.8,10.9,4.4,2.0,,3.1,4.1,,,,,5904.9,5071.0,833.9,829.6,599.0,86.9,43.7,27.1,5.7,24.0,12.2,6.6,,11.4,11.4,,,,
384,1010,2009MM09,326.5,272.1,54.3,53.6,36.9,6.5,3.5,1.9,,,,,,1.3,1.2,,,,,1751.7,1501.9,249.8,248.1,190.5,26.4,11.9,4.7,,,,,,4.5,3.1,,,,
385,1010,2009KW03,1894.8,1491.2,403.6,399.0,257.0,40.3,20.3,21.6,5.9,16.1,7.5,7.1,2.5,9.3,11.5,1.9,,1.4,,12303.9,10300.0,2003.9,1992.9,1498.8,180.2,82.7,55.1,19.4,36.2,20.6,25.1,5.3,36.7,32.7,4.8,,3.3,
386,1010,2009MM10,165.7,118.2,47.5,47.1,39.8,2.7,1.1,1.1,,,,,,,,,,,,813.6,575.4,238.1,236.9,212.5,10.0,4.0,2.9,,,,,,,,,,,
387,1010,2009MM11,18.9,13.4,5.5,5.4,2.4,1.8,,,,,,,,,,,,,,72.8,52.2,20.6,20.3,10.4,6.4,,,,,,,,,,,,,
388,1010,2009MM12,10.8,8.1,2.8,2.7,1.2,,,,,,,,,,,,,,,43.4,31.6,11.8,11.6,6.4,,,,,,,,,,,,,,
389,1010,2009KW04,195.4,139.7,55.7,55.1,43.4,5.2,1.5,1.7,,,,,,,,,,,,929.7,659.2,270.5,268.8,229.2,19.2,5.5,4.5,,,,,,,,,,,
390,1010,2009JJ00,3548.7,2793.1,755.6,748.8,500.9,84.1,35.7,37.6,8.4,21.1,12.0,11.0,5.2,16.2,16.6,2.9,1.3,2.2,,20084.7,16631.3,3453.3,3436.5,2589.2,345.3,146.1,92.1,27.0,48.2,30.5,39.7,9.9,59.2,49.4,7.6,2.7,5.6,
391,1010,2010MM01,18.4,13.4,5.0,4.9,2.8,1.0,,,,,,,,,,,,,,99.4,75.8,23.6,23.4,14.1,5.7,,,,,,,,,,,,,
392,1010,2010MM02,16.2,12.8,3.4,3.4,1.3,,,,,,,,,,,,,,,72.7,60.0,12.7,12.6,6.3,,,,,,,,,,,,,,
393,1010,2010MM03,21.5,14.4,7.2,7.1,4.8,,,,,,,,,,,,,,,84.5,56.0,28.5,28.3,20.2,,,,,,,,,,,,,,
394,1010,2010KW01,56.1,40.6,15.6,15.4,8.9,2.7,,,,,,,,,,,,,,256.6,191.8,64.8,64.3,40.7,12.5,,,,,,,,,,,,,
395,1010,2010MM04,217.4,151.8,65.6,65.2,38.0,11.6,3.9,5.4,,1.4,,,,1.1,1.1,,,,,864.1,603.0,261.1,259.8,172.8,42.7,17.7,10.6,,2.9,,,,3.1,3.1,,,,
396,1010,2010MM05,629.1,528.4,100.7,99.9,75.9,11.3,3.1,4.4,,1.3,,,,,1.4,,,,,2892.9,2534.2,358.8,356.9,275.9,41.9,12.1,11.9,,3.8,,,,,4.3,,,,
397,1010,2010MM06,442.0,350.3,91.7,90.6,63.0,7.4,6.1,5.0,1.1,2.3,,,,1.4,2.1,,,,,2238.0,1855.6,382.3,379.9,290.7,33.5,20.2,12.1,2.5,5.8,,,,4.0,5.7,,,,
398,1010,2010KW02,1288.5,1030.5,258.1,255.7,176.9,30.3,13.2,14.7,2.7,5.1,1.6,2.2,1.3,3.2,4.7,,,,,5995.0,4992.8,1002.2,996.7,739.4,118.2,50.0,34.6,6.4,12.4,4.7,5.7,2.7,9.2,13.1,,,,
399,1010,2010MM07,758.3,588.1,170.3,168.2,99.9,18.6,7.5,13.2,3.2,6.6,2.9,4.7,1.7,4.6,5.3,,,,,4804.6,3962.8,841.8,836.1,589.6,90.6,31.9,37.7,11.0,15.3,8.4,16.3,4.0,17.5,13.9,,,,
400,1010,2010MM08,869.3,686.4,182.9,181.1,110.5,16.7,9.4,12.1,2.2,14.8,4.8,1.6,,3.3,4.9,,,,,5730.2,4892.2,837.9,833.2,619.0,65.7,40.2,29.9,7.3,31.1,13.0,4.6,,9.1,11.5,,,,
401,1010,2010MM09,306.0,255.5,50.5,49.6,30.4,6.6,4.4,2.4,,1.2,,,,1.1,1.3,,,,,1573.5,1337.3,236.2,234.0,167.1,27.4,15.8,5.8,,3.4,,,,4.4,3.5,,,,
402,1010,2010KW03,1933.6,1530.0,403.6,398.9,240.8,41.9,21.3,27.7,6.1,22.6,8.6,6.9,2.6,8.9,11.5,1.9,,1.6,,12108.2,10192.4,1915.9,1903.4,1375.6,183.7,87.9,73.4,20.0,49.8,24.5,22.1,6.4,31.0,28.9,5.0,,4.4,
403,1010,2010MM10,169.2,124.1,45.1,44.6,36.2,3.2,1.2,1.4,,,,,,,,,,,,804.2,576.5,227.7,226.1,197.0,12.4,4.2,3.4,,,,,,,,,,,
404,1010,2010MM11,20.5,12.3,8.2,8.0,3.0,3.1,,,,,,,,,,,,,,76.5,45.4,31.0,30.6,13.1,10.4,,,,,,,,,,,,,
405,1010,2010MM12,14.9,11.9,3.1,3.0,,1.1,,,,,,,,,,,,,,57.0,44.9,12.2,11.5,,3.3,,,,,,,,,,,,,
406,1010,2010KW04,204.7,148.3,56.4,55.6,40.2,7.4,2.5,2.1,,1.1,,,,,,,,,,937.7,666.8,270.9,268.2,214.3,26.1,10.2,5.2,,2.7,,,,,,,,,
407,1010,2010JJ00,3482.9,2749.3,733.6,725.7,466.8,82.3,37.9,45.3,9.3,29.3,11.0,9.3,4.1,13.3,17.2,3.2,,2.9,,19297.4,16043.7,3253.7,3232.6,2370.0,340.5,152.1,115.3,28.0,66.6,31.5,28.5,9.4,43.3,47.2,9.1,,7.4,
408,1010,2011MM01,14.7,10.2,4.5,4.5,2.1,1.4,,,,,,,,,,,,,,65.3,46.2,19.1,18.8,9.9,5.6,,,,,,,,,,,,,
409,1010,2011MM02,14.2,11.4,2.8,2.8,1.2,,,,,,,,,,,,,,,47.1,38.3,8.8,8.6,3.8,,,,,,,,,,,,,,
410,1010,2011MM03,30.6,21.3,9.3,9.2,5.1,2.4,,,,,,,,,,,,,,114.8,79.7,35.1,34.9,18.9,10.4,,,,,,,,,,,,,
411,1010,2011KW01,59.5,42.9,16.7,16.5,8.3,4.7,,1.1,,,,,,,,,,,,227.2,164.2,62.9,62.3,32.6,18.7,,2.9,,,,,,,,,,,
412,1010,2011MM04,301.0,209.7,91.3,90.6,59.2,15.1,3.3,6.6,,1.3,,1.1,,,1.4,,,,,1243.2,869.2,374.1,372.6,276.3,53.6,10.9,15.0,,2.3,,3.4,,,3.8,,,,
413,1010,2011MM05,393.0,336.6,56.4,55.3,32.0,8.8,3.7,5.1,,1.3,,,,,1.4,,,,,1841.5,1626.2,215.4,212.3,147.4,28.3,11.1,11.5,,2.8,,,,,3.1,,,,
414,1010,2011MM06,685.8,543.8,141.9,140.8,106.5,14.8,5.5,5.7,,1.2,1.1,,,1.8,1.8,,,,,3356.3,2791.0,565.2,562.4,458.1,50.2,17.2,13.6,,2.5,2.8,,,6.3,4.9,,,,
415,1010,2011KW02,1379.8,1090.2,289.6,286.8,197.7,38.8,12.5,17.4,2.7,3.8,2.0,2.4,1.3,3.6,4.6,1.3,,,,6441.0,5286.4,1154.6,1147.3,881.9,132.2,39.2,40.1,8.1,7.6,5.1,6.6,2.8,11.8,11.8,3.2,,,
416,1010,2011MM07,661.6,519.7,141.9,139.5,77.6,18.0,7.4,10.3,3.4,6.6,2.7,3.7,1.4,3.3,5.2,1.1,,,,4386.2,3673.4,712.8,707.3,491.4,83.7,27.8,28.9,11.1,17.7,6.0,14.0,3.0,10.3,13.3,2.5,,,
417,1010,2011MM08,792.0,618.7,173.4,170.9,102.2,19.5,8.6,10.9,1.8,14.0,4.7,1.3,,2.6,4.4,1.3,,,,5340.4,4477.1,863.3,857.0,624.5,84.9,37.4,28.2,7.4,34.6,14.5,3.8,,7.7,10.0,3.9,,,
418,1010,2011MM09,293.2,233.5,59.7,58.9,40.4,6.9,3.9,2.8,,1.1,,,,,1.3,,,,,1445.4,1168.4,277.1,275.1,215.6,22.6,13.7,7.5,,3.2,,,,,3.5,,,,
419,1010,2011KW03,1746.8,1371.9,374.9,369.3,220.2,44.4,19.9,23.9,5.8,21.7,8.0,5.3,2.6,6.8,10.8,2.6,,1.9,,11172.0,9318.9,1853.1,1839.4,1331.4,191.1,78.9,64.6,20.1,55.5,23.5,18.5,7.3,21.5,26.9,7.2,,4.2,
420,1010,2011MM10,180.4,133.1,47.2,46.7,35.1,5.7,1.4,1.9,,,,,,,,,,,,790.4,590.4,200.0,198.8,160.9,20.1,4.6,4.1,,,,,,,,,,,
421,1010,2011MM11,38.8,27.1,11.7,11.6,5.2,4.6,,,,,,,,,,,,,,130.1,85.7,44.3,43.9,24.4,14.2,,,,,,,,,,,,,
422,1010,2011MM12,16.6,11.2,5.4,5.3,1.8,2.6,,,,,,,,,,,,,,56.3,41.6,14.8,14.6,4.9,6.4,,,,,,,,,,,,,
423,1010,2011KW04,235.8,171.5,64.3,63.6,42.0,12.8,2.1,3.2,,,,,,,,,,,,976.8,717.7,259.1,257.3,190.2,40.8,6.8,7.4,,,,,,,,,,,
424,1010,2011JJ00,3422.0,2676.4,745.5,736.2,468.2,100.7,35.4,45.6,8.9,26.9,10.9,8.0,4.0,11.1,16.5,4.3,1.2,3.3,,18817.0,15487.2,3329.8,3306.2,2436.1,382.7,127.6,115.0,29.8,67.0,32.4,26.1,10.9,35.8,42.9,11.6,2.5,7.3,
425,1010,2012MM01,8.7,5.2,3.6,3.5,1.3,,,,,,,,,,,,,,,37.4,24.5,13.0,12.8,5.1,,,,,,,,,,,,,,
426,1010,2012MM02,8.3,5.6,2.6,2.6,1.2,,,,,,,,,,,,,,,29.9,21.3,8.6,8.4,4.2,,,,,,,,,,,,,,
427,1010,2012MM03,31.1,21.8,9.3,9.1,5.3,1.3,,,,,,,,,,,,,,96.6,69.6,27.0,26.6,15.7,3.9,,,,,,,,,,,,,
428,1010,2012KW01,48.1,32.6,15.5,15.2,7.9,2.1,1.6,1.2,,,,,,,,,,,,163.9,115.4,48.5,47.8,25.0,6.4,6.8,2.7,,,,,,,,,,,
429,1010,2012MM04,272.3,190.8,81.5,80.9,50.4,15.3,3.6,5.3,,1.3,,,,1.1,1.2,,,,,1089.5,751.9,337.7,336.3,246.3,50.7,12.8,12.0,,2.5,,,,2.3,3.2,,,,
430,1010,2012MM05,620.8,512.8,108.0,107.2,78.4,12.9,5.4,4.7,,1.1,,,,1.2,1.4,,,,,2624.1,2244.8,379.3,377.2,298.1,41.9,12.8,10.1,,2.3,,,,3.8,3.2,,,,
431,1010,2012MM06,443.6,353.9,89.6,87.9,60.6,10.1,6.3,3.0,1.3,1.7,,,,1.5,1.6,,,,,2391.2,1978.5,412.7,408.2,325.6,35.6,19.5,7.1,2.7,3.3,,,,4.7,5.4,,,,
432,1010,2012KW02,1336.7,1057.5,279.2,276.1,189.3,38.3,15.3,13.0,3.1,4.1,1.4,2.1,1.3,3.7,4.3,1.7,,,,6104.8,4975.1,1129.7,1121.7,870.0,128.2,45.1,29.1,7.0,8.1,3.5,5.5,2.6,10.9,11.8,4.5,,,
433,1010,2012MM07,693.4,549.9,143.5,141.5,81.2,18.2,7.5,10.8,3.3,6.4,1.9,3.1,1.8,2.8,4.4,1.2,,,,3937.4,3275.4,662.0,656.5,467.1,72.1,26.5,28.0,10.1,13.8,5.1,11.4,4.4,8.2,9.9,3.5,,,
434,1010,2012MM08,848.6,667.4,181.2,179.7,109.7,24.1,8.6,11.2,2.2,12.7,2.8,1.3,,2.1,4.2,,,,,4966.1,4164.5,801.6,797.8,564.5,94.1,35.7,33.4,7.2,30.7,7.2,4.2,,6.2,13.1,,,,
435,1010,2012MM09,333.9,269.5,64.4,63.7,41.7,9.6,4.5,2.3,,,,,,,1.4,,,,,1573.5,1304.9,268.6,266.8,187.3,39.9,15.8,6.3,,,,,,,4.8,,,,
436,1010,2012KW03,1875.9,1486.7,389.1,384.8,232.6,51.8,20.6,24.3,6.4,20.1,5.2,5.1,2.8,5.8,10.1,2.1,,1.2,,10477.0,8744.9,1732.2,1721.1,1218.8,206.1,78.0,67.6,19.6,47.1,13.8,17.7,6.6,17.8,27.8,6.1,,2.9,
437,1010,2012MM10,146.5,113.9,32.6,32.2,25.9,3.1,,,,,,,,,,,,,,568.3,426.0,142.3,141.4,123.0,9.2,,,,,,,,,,,,,
438,1010,2012MM11,21.4,13.2,8.2,8.0,3.0,2.5,,1.2,,,,,,,,,,,,63.9,37.6,26.3,25.9,12.2,6.5,,3.0,,,,,,,,,,,
439,1010,2012MM12,11.4,7.0,4.4,4.3,1.1,1.9,,,,,,,,,,,,,,35.8,24.2,11.7,11.4,3.4,3.8,,,,,,,,,,,,,
440,1010,2012KW04,179.3,134.1,45.2,44.6,30.0,7.5,2.0,2.2,,,,,,,,,,,,668.1,487.8,180.3,178.6,138.7,19.5,6.4,5.4,,,,,,,,,,,
441,1010,2012JJ00,3440.0,2711.0,729.0,720.7,459.9,99.8,39.6,40.8,9.9,25.9,7.1,7.4,4.2,10.7,15.7,4.1,1.4,2.5,,17413.8,14323.1,3090.7,3069.2,2252.4,360.2,136.3,104.9,27.4,60.2,18.7,23.8,9.5,32.3,43.5,11.4,2.8,6.1,
442,1020,2000MM01,326.8,258.3,68.5,68.3,56.5,8.9,1.1,,,,,,,,1.1,,,,,1450.8,1140.6,310.2,308.3,255.7,36.7,5.9,,,,,,,,6.3,,,,
