ID,Geslacht,Leeftijd,Cijfersoort,Perioden,ZeerGoedGoed_1,MinderDanGoed_2,SuikerziekteTotaal_3,SuikerziekteType1_4,SuikerziekteType2_5,AandoeningElleboogPolsOfHand_6,AandoeningVanDeNekOfSchouder_7,AstmaChronischeBronchitisCARA_8,BeroerteHersenbloedingHerseninfarct_9,ChronischeEczeem_10,ChronischeGewrichtsontsteking_11,DarmstoornissenLangerDan3Maanden_12,DuizeligheidMetVallen_13,GewrichtsslijtageVanHeupenOfKnieen_14,Hartaandoening_15,Hartinfarct_16,HogeBloeddruk_17,Kanker_18,MigraineOfErnstigeHoofdpijn_19,OnvrijwilligUrineverliesIncontinentie_20,Psoriasis_21,Rugaandoening_22,VernauwingBloedvatenInBuikOfBenen_23,OverigeAandoeningen_24,BeroerteHersenbloedingHerseninfarct_25,Hartinfarct_26,Kanker_27,GeenLangdurigeAandoening_28,k_1LangdurigeAandoening_29,k_2LangdurigeAandoeningen_30,k_3OfMeerLangdurigeAandoeningen_31,NormscoreFysiek_32,NormscorePsychisch_33,BeperktInDagelijkseBezigheden_34,BeperktInTrappenOplopen_35,LichamelijkeGezondheidMinderBereikt_36,LichamelijkeGezondheidBeperkt_37,EmotioneelProbleemMinderBereikt_38,EmotioneelProbleemMinderZorgvuldig_39,BelemmerdDoorPijn_40,NietEnergiek_41,PersonenPsychischOngezond_42,Zenuwachtig_43,InDePut_44,NietKalmEnRustig_45,NeerslachtigEnSomber_46,NietGelukkig_47,OoitDepressieveKlachten_48,AfgelopenJaarDepressieveKlachten_49,OoitAngstigePeriode_50,AfgelopenJaarAngstigePeriodeGehad_51,OoitDepressiefEnOfAngstig_52,AfgelopenJaarDepressiefEnOfAngstig_53,Verkoudheid_54,BronchitisOfLongontsteking_55,Oorontsteking_56,InfectieOfOntstekingNierenOfBlaas_57,DiarreeMinimaal3MaalIn24Uur_58,BrakenMinimaal3MaalIn24Uur_59,Maagzweer_60,Minstens1Malaiseklacht_61,Hoofdpijn_62,Moeheid_63,Slapeloosheid_64,PijnInDeRug_65,PijnInSpierenOfGewrichten_66,PersonenMetMinstens1Beperking_67,GemiddeldAantalBeperkingenBevolking_68,AantalBeperkingenPPMetBeperking_69,BeperkingInHoren_70,BeperkingInZien_71,BeperkingInBewegen_72,BeperkingInVerstaanbaarheid_73,ActiviteitenbeperkingPer14Dagen_74,DagenActiviteitenbeperkingPerJaar_75,BeddagenPer14Dagen_76,BeddagenPerJaar_77,PersonenMetMinstens1Beperking_78,GemiddeldAantalBeperkingenBevolking_79,AantalBeperkingenPPMetBeperking_80,Horen4JaarOfOuder_81,Zien4JaarOfOuder_82,Bewegen12JaarOfOuder_83,Anatomie12JaarOfOuder_84,Incontinentie12JaarOfOuder_85
15,1100,21713,2,2013JJ00,0.9,0.9,,,,0.2,0.3,0.8,,1.1,,0.5,,,,,,,0.2,,0.2,0.2,,0.7,,,,,1.2,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1100,21714,1,2010JJ00,95.2,4.8,0.3,0.3,0.0,0.6,0.6,7.8,,6.2,0.2,1.6,,,,,,0.2,3.0,,0.4,0.1,,9.4,,,0.4,82.9,13.8,2.8,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4,14.6,23.7,7.0,1.7,10.0,,,,,,,,7.8,9.2,2.1,1.1,,,,0.3,10.1,,,
17,1100,21714,1,2011JJ00,96.8,3.2,0.1,0.1,0.0,0.5,0.2,6.4,,5.7,0.0,1.2,,,,,,0.0,2.6,,0.2,0.3,,7.7,,,0.0,85.8,11.6,2.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7,16.1,23.9,6.8,2.1,11.2,,,,,,,,9.3,11.2,3.2,2.0,,,,0.3,11.2,,,
18,1100,21714,1,2012JJ00,95.7,4.3,0.0,0.0,0.0,0.3,0.2,5.6,,5.7,0.2,2.2,,,,,,0.0,2.1,,0.3,0.0,,6.8,,,0.1,85.7,12.2,1.9,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.9,15.4,22.9,7.5,1.6,9.4,,,,,,,,8.3,9.8,2.2,1.1,,,,0.3,12.1,,,
19,1100,21714,1,2013JJ00,95.4,4.6,0.1,0.1,0.0,0.5,0.3,5.8,,5.5,0.1,1.6,,,,,,0.0,3.0,,0.2,0.1,,9.6,,,0.1,85.0,13.0,1.9,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9,15.6,25.9,6.8,2.4,11.5,,,,,,,,10.5,13.7,3.3,2.5,,,,0.4,11.2,,,
20,1100,21714,2,2010JJ00,0.5,0.5,0.1,0.1,0.0,0.2,0.2,0.7,,0.6,0.1,0.3,,,,,,0.1,0.4,,0.2,0.1,,0.7,,,0.2,0.9,0.9,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.9,1.1,0.6,0.3,0.8,,,,,,,,0.7,1.1,0.4,0.2,,,,0.1,0.8,,,
21,1100,21714,2,2011JJ00,0.5,0.5,0.1,0.1,0.0,0.2,0.1,0.7,,0.6,0.0,0.3,,,,,,0.0,0.4,,0.1,0.1,,0.7,,,0.0,0.9,0.9,0.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,1.0,1.1,0.7,0.4,0.8,,,,,,,,0.8,1.3,0.5,0.4,,,,0.1,0.8,,,
22,1100,21714,2,2012JJ00,0.6,0.6,,,,0.1,0.1,0.6,,0.6,0.1,0.4,,,,,,,0.4,,0.2,,,0.7,,,0.1,1.0,0.9,0.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,1.0,1.1,0.7,0.3,0.8,,,,,,,,0.7,1.2,0.4,0.2,,,,0.2,0.9,,,
23,1100,21714,2,2013JJ00,0.6,0.6,0.1,0.1,,0.2,0.2,0.7,,0.6,0.1,0.4,,,,,,,0.5,,0.1,0.1,,0.8,,,0.1,1.0,0.9,0.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,1.0,1.2,0.7,0.4,0.9,,,,,,,,0.9,1.5,0.5,0.5,,,,0.2,0.9,,,
24,1100,21715,1,2010JJ00,92.9,7.1,0.7,0.6,0.1,2.2,1.8,5.7,0.0,2.6,0.7,0.9,3.9,1.2,0.0,0.0,1.2,0.2,10.2,1.3,1.3,2.1,0.0,5.2,0.0,0.0,0.5,75.1,17.0,5.6,2.3,54.2,53.8,9.1,7.5,5.4,6.1,5.8,6.8,24.0,22.1,5.6,2.6,2.2,16.8,3.0,8.3,8.0,6.2,10.8,6.4,13.5,9.9,47.6,0.4,2.5,0.6,6.6,4.0,0.7,62.3,32.1,37.2,13.3,14.5,22.8,1.6,0.0,,0.5,0.7,1.1,0.0,12.1,17.4,4.0,2.1,,,,0.6,22.4,0.0,4.6,0.2
25,1100,21715,1,2011JJ00,93.8,6.2,1.6,0.8,0.7,0.7,1.4,5.5,0.0,2.9,0.5,1.1,4.4,2.0,0.0,0.0,1.4,0.0,7.4,1.6,1.6,3.4,0.5,5.6,0.0,0.0,0.0,78.4,15.1,4.8,1.7,54.5,54.2,8.6,7.0,5.1,5.2,5.1,5.0,22.1,14.6,3.9,4.1,3.7,13.3,3.0,4.8,8.0,4.2,6.9,2.9,11.4,5.4,44.7,0.7,2.7,0.3,5.9,3.0,0.7,58.2,33.6,35.7,13.3,10.5,23.6,5.0,0.1,,0.8,1.7,2.9,0.7,12.9,19.3,4.1,3.3,,,,0.4,25.0,0.7,5.5,0.6
26,1100,21715,1,2012JJ00,92.3,7.7,0.7,0.7,0.0,0.3,1.9,6.1,0.0,3.2,0.3,1.7,3.5,0.5,0.4,0.0,0.9,0.0,11.4,1.3,0.5,2.6,0.2,6.4,0.9,0.0,0.8,73.2,20.3,5.2,1.3,54.2,54.0,11.6,8.8,5.4,5.2,7.8,6.9,22.3,16.6,5.0,4.9,2.4,17.9,2.1,8.6,10.8,6.0,11.5,5.7,16.8,8.9,49.5,2.1,4.0,1.5,6.9,3.2,0.8,56.9,30.6,36.0,12.4,12.3,23.8,2.9,0.0,,0.7,1.2,1.1,0.4,12.1,19.0,3.4,2.6,,,,0.4,26.8,0.7,8.0,0.2
27,1100,21715,1,2013JJ00,94.8,5.2,0.7,0.4,0.3,1.0,2.0,3.3,0.0,2.1,0.7,0.3,2.6,0.9,0.3,0.0,0.3,0.0,10.3,0.0,0.8,1.5,0.0,3.9,0.0,0.0,0.3,79.9,15.6,2.9,1.5,54.2,54.5,8.1,7.6,5.7,4.4,3.6,3.8,21.6,16.3,5.8,2.7,2.8,15.9,3.2,7.3,8.4,4.0,12.6,5.8,16.1,8.3,44.7,0.9,2.1,1.6,7.3,2.6,0.0,58.6,30.7,35.8,13.5,15.2,21.4,5.1,0.1,1.5,2.2,2.9,0.9,0.0,10.5,13.4,4.1,2.5,,,,0.5,25.7,0.6,6.0,0.7
28,1100,21715,2,2010JJ00,0.9,0.9,0.3,0.3,0.1,0.5,0.5,0.8,0.0,0.6,0.3,0.3,0.9,0.5,0.0,0.0,0.5,0.2,1.1,0.6,0.4,0.5,0.0,0.8,0.0,0.0,0.2,1.5,1.3,0.8,0.5,0.2,0.3,1.4,1.3,1.1,1.2,1.1,1.2,2.1,2.0,1.1,0.8,0.7,1.8,0.8,1.4,1.3,1.2,1.5,1.2,1.7,1.5,2.4,0.3,0.8,0.4,1.2,1.0,0.4,1.7,1.7,1.7,1.2,1.3,1.5,0.6,0.0,,0.3,0.4,0.5,0.0,1.2,2.3,0.7,0.5,,,,0.3,1.5,0.0,1.0,0.2
29,1100,21715,2,2011JJ00,0.9,0.9,0.5,0.3,0.3,0.3,0.5,0.9,0.0,0.6,0.3,0.4,1.1,0.7,0.0,0.0,0.6,0.0,1.0,0.7,0.5,0.7,0.4,0.9,0.0,0.0,0.0,1.6,1.4,0.8,0.5,0.3,0.3,1.5,1.4,1.2,1.2,1.2,1.2,2.2,1.9,1.1,1.1,1.0,1.8,0.9,1.1,1.5,1.1,1.4,0.9,1.7,1.2,2.7,0.5,0.9,0.3,1.3,0.9,0.4,1.9,1.8,1.8,1.3,1.2,1.6,1.2,0.0,,0.5,0.7,0.9,0.4,1.3,2.5,0.8,0.8,,,,0.3,1.7,0.4,1.2,0.4
30,1100,21715,2,2012JJ00,1.0,1.0,0.3,0.3,,0.2,0.5,0.9,,0.7,0.2,0.5,1.0,0.4,0.3,,0.5,,1.2,0.6,0.3,0.6,0.2,0.9,0.5,,0.3,1.7,1.5,0.8,0.4,0.3,0.4,1.7,1.5,1.2,1.2,1.4,1.3,2.2,2.0,1.2,1.1,0.8,2.0,0.8,1.5,1.7,1.3,1.7,1.2,2.0,1.5,2.6,0.8,1.0,0.6,1.3,0.9,0.5,1.9,1.8,1.8,1.3,1.3,1.6,0.9,,,0.4,0.6,0.5,0.3,1.2,2.6,0.7,0.7,,,,0.2,1.7,0.4,1.4,0.3
31,1100,21715,2,2013JJ00,0.9,0.9,0.3,0.3,0.2,0.4,0.6,0.7,,0.6,0.3,0.2,0.8,0.5,0.3,,0.3,,1.2,,0.4,0.5,,0.8,,,0.2,1.6,1.4,0.7,0.5,0.3,0.3,1.4,1.4,1.2,1.1,1.0,1.0,2.2,2.0,1.3,0.9,0.9,2.0,0.9,1.4,1.5,1.0,1.8,1.2,2.0,1.5,2.6,0.5,0.8,0.7,1.4,0.8,,1.9,1.8,1.9,1.3,1.4,1.6,1.2,0.0,,0.8,0.9,0.5,,1.2,2.1,0.8,0.6,,,,0.3,1.7,0.4,1.3,0.4
32,1100,21716,1,2010JJ00,88.8,11.2,0.9,0.9,0.0,1.5,3.3,9.3,0.0,7.1,0.3,3.0,4.8,1.6,0.0,0.0,2.3,0.0,24.3,0.7,0.7,2.8,0.0,6.5,0.0,0.0,0.0,59.2,25.9,9.9,5.0,53.5,51.9,11.5,8.9,8.2,7.9,10.3,11.9,29.6,25.1,10.8,5.9,2.7,18.0,6.9,12.4,19.6,12.2,19.7,14.5,27.3,19.0,55.5,1.5,3.1,2.3,14.9,6.2,2.4,70.9,38.3,50.5,18.8,26.6,30.5,2.5,0.0,,0.2,1.1,1.4,0.0,15.5,24.5,4.7,3.9,,,,0.4,31.7,1.1,5.3,0.0
33,1100,21716,1,2011JJ00,89.9,10.1,0.0,0.0,0.0,1.2,3.1,3.9,0.0,3.7,0.7,3.7,5.4,0.6,0.0,0.0,1.2,0.0,16.4,2.1,1.7,1.6,0.0,6.2,0.5,0.0,0.0,68.9,21.6,6.2,3.3,53.5,52.1,11.0,11.8,10.4,6.9,12.1,11.1,26.5,27.4,9.2,7.3,3.6,18.1,6.2,14.2,19.3,13.0,12.5,10.2,23.6,16.0,58.7,0.9,4.4,3.8,17.9,7.6,0.0,73.6,43.4,51.5,20.0,29.4,29.1,3.7,0.1,,1.7,1.6,1.6,1.3,15.7,22.4,6.2,4.3,,,,0.7,31.3,0.9,7.2,0.5
34,1100,21716,1,2012JJ00,90.3,9.7,1.0,0.4,0.6,1.0,1.1,9.0,0.0,4.6,0.0,3.2,4.6,0.3,0.0,0.0,1.0,0.0,17.3,1.0,1.0,1.4,0.0,4.9,0.0,0.0,0.3,65.5,27.0,4.5,3.0,54.4,52.0,6.2,3.0,7.2,6.9,11.1,9.6,24.2,24.3,9.9,9.0,5.3,19.3,6.7,13.4,20.9,14.2,17.6,11.8,28.8,19.4,60.9,3.0,3.4,2.8,19.1,6.3,1.6,72.9,42.2,53.3,19.8,24.6,28.0,4.3,0.1,,0.7,3.3,1.1,0.0,16.2,19.1,6.3,4.4,,,,1.0,33.4,0.3,5.1,0.0
35,1100,21716,1,2013JJ00,90.9,9.1,0.0,0.0,0.0,1.4,1.9,6.9,0.4,4.3,0.2,1.9,8.5,1.8,1.2,0.0,2.3,0.3,17.0,2.0,0.0,1.8,0.9,9.8,0.7,0.0,0.3,67.1,19.4,9.2,4.3,53.2,52.5,10.6,9.9,12.2,10.3,9.8,8.6,24.3,24.9,9.7,7.1,4.5,15.0,7.9,11.0,19.9,12.3,16.9,11.9,25.2,16.5,62.7,0.0,3.4,2.3,16.1,7.4,1.2,76.0,46.1,55.2,23.0,25.5,32.2,4.7,0.1,1.1,0.6,1.7,2.8,0.4,17.1,22.9,6.8,4.2,,,,0.8,30.4,1.0,5.3,0.3
36,1100,21716,2,2010JJ00,1.1,1.1,0.3,0.3,0.0,0.4,0.6,1.0,0.0,0.9,0.2,0.6,1.1,0.6,0.0,0.0,0.7,0.0,1.5,0.4,0.3,0.6,0.0,0.9,0.0,0.0,0.0,1.8,1.6,1.1,0.8,0.3,0.4,1.6,1.4,1.4,1.3,1.5,1.6,2.3,2.2,1.6,1.2,0.8,1.9,1.3,1.6,2.0,1.6,2.0,1.8,2.2,2.0,2.5,0.6,0.9,0.8,1.8,1.2,0.8,1.6,1.7,1.8,1.4,1.6,1.6,0.8,0.0,,0.2,0.5,0.6,0.0,1.3,2.6,0.7,0.8,,,,0.2,1.6,0.5,1.1,0.0
37,1100,21716,2,2011JJ00,1.1,1.1,0.0,0.0,0.0,0.4,0.7,0.7,0.0,0.7,0.3,0.7,1.2,0.4,0.0,0.0,0.6,0.0,1.4,0.7,0.5,0.5,0.0,0.9,0.4,0.0,0.0,1.7,1.5,0.9,0.7,0.3,0.4,1.6,1.7,1.6,1.3,1.7,1.7,2.3,2.4,1.5,1.4,1.0,2.1,1.3,1.9,2.1,1.8,1.8,1.6,2.3,2.0,2.6,0.5,1.1,1.0,2.0,1.4,0.0,1.7,1.9,1.9,1.5,1.7,1.7,1.0,0.0,,0.7,0.7,0.7,0.6,1.4,2.5,0.9,0.8,,,,0.3,1.7,0.5,1.4,0.4
38,1100,21716,2,2012JJ00,1.1,1.1,0.4,0.2,0.3,0.4,0.4,1.1,,0.8,,0.7,1.1,0.3,,,0.5,,1.5,0.5,0.4,0.4,,0.8,,,0.2,1.8,1.7,0.8,0.7,0.3,0.5,1.3,0.9,1.4,1.3,1.7,1.6,2.3,2.3,1.6,1.5,1.2,2.1,1.3,1.8,2.2,1.9,2.0,1.7,2.4,2.1,2.6,0.9,1.0,0.9,2.1,1.3,0.7,1.7,1.9,1.9,1.5,1.6,1.7,1.1,0.0,,0.4,0.9,0.5,,1.4,2.2,0.9,0.8,,,,0.4,1.8,0.3,1.2,
39,1100,21716,2,2013JJ00,1.1,1.1,,,,0.4,0.5,1.0,0.3,0.8,0.2,0.5,1.4,0.7,0.6,,0.8,0.2,1.4,0.7,,0.5,0.5,1.1,0.4,,0.2,1.8,1.5,1.1,0.8,0.3,0.4,1.6,1.6,1.7,1.6,1.5,1.5,2.2,2.3,1.6,1.3,1.1,1.9,1.4,1.6,2.1,1.7,1.9,1.7,2.3,1.9,2.5,,0.9,0.8,1.9,1.4,0.6,1.7,1.9,1.9,1.6,1.7,1.8,1.1,0.0,,0.4,0.7,0.9,0.3,1.5,2.6,1.0,0.8,,,,0.3,1.8,0.5,1.2,0.3
