ID,Bedrijfsgrootte,BedrijfstakkenBranchesSBI2008,PersoneelDatWerktMetInternet_1,Bedrijfsemails_2,Bedrijfsdocumenten_3,BedrijfsapplicatiesOfSoftware_4,Telewerkers_5,TelewerkKomtVoor_6,InternetVast_7,MinderDan30MbitS_8,k_30Tot100MbitS_9,k_100Tot500MbitS_10,k_500MbitSTot1GbitS_11,TenMinste1GbitS_12,BedrijvenMetWebsite_13,BeschrijvingenVanProductenPrijslijst_14,OnlineBestellenBoekenOfReserveren_15,ProductaanpassingDoorKlant_16,BestellingOnlineVolgen_17,KlantspecifiekeInfoVoorDeBezoeker_18,VirtueleKlantenservice_19,OnlineSolliciteren_20,Meertalig_21,MobieleAppVoorKlanten_22,SocialeMediaGebruikt_23,SocialeNetwerkenBijvFacebook_24,BlogsOfMicroblogsBijvTwitter_25,MultimediaDelenBijvYouTube_26,ClouddienstenGebruikt_27,EMail_28,OfficeSoftware_29,OpslagDatabases_30,BestandenOpslaan_31,BoekhoudingSoftware_32,ERPSoftware_33,KlantbeheerSoftware_34,Veiligheidssoftware_35,Rekenkracht_36,Rekenplatform_37,BestandenOfDatabasesOpslag_38,AIGebruikt_39,TextMining_40,Spraakherkenning_41,NaturalLanguageGeneration_42,AfbeeldingHerkenning_43,MachineLearning_44,RobotOndersteundeProcesautomatisering_45,ServiceRobotsOfAutonomeVoertuigen_46,VoorMarketingOfVerkoop_47,Productieprocessen_48,AdministratieveProcessenBestuurtaken_49,Logistiek_50,ICTBeveiliging_51,BoekhoudingControleFinancieelBeheer_52,OnderzoekOntwikkelingOfInnovatie_53,EigenWerknemersOntwikkeld_54,CommercieelZelfAangepast_55,OpenSourceZelfAangepast_56,CommercieelGebruikt_57,ExternOntwikkeld_58,HeeftAIOverwogen_59,KostenZijnTeHoog_60,GebrekAanRelevanteErvaringInBedrijf_61,IncompatibiliteitBestaandeICTSysteem_62,MoeilijkhedenBeschikbaarheidGegevens_63,BezorgdheidSchendingGegevensbescherm_64,OnduidelijkheidOverJuridischeGevolgen_65,EthischeOverwegingen_66,NietNuttigVoorOnderneming_67,Antivirussoftware_68,BeleidVoorSterkeWachtwoorden_69,BiometrischeMethoden_70,AuthenticatieViaSoftOfHardwaretoken_71,EncryptieVanData_72,GegevensOpAndereFysiekeLocatie_73,NetworkAccessControl_74,VPNInternetgebruikBuitenHetBedrijf_75,LogbestandenVoorAnalyseIncidenten_76,MethodesVoorBeoordelenICTVeiligheid_77,Risicoanalyses_78,ICTVeiligheidVolgEnDetectiesysteem_79,VrijwilligeTraining_80,VerplichteTraining_81,MetContract_82,ICTVeiligheidsdocumentenAanwezig_83,MinderDan12MaandenGeleden_84,TussenDe12En24MaandenGeleden_85,MeerDan24MaandenGeleden_86,UitbesteedAanExternBedrijf_87,EigenPersoneel_88,EigenPersoneelEnExternBedrijf_89,NietVanToepassing_90,IncidentMetInterneOorzaakGehad_91,IncidentDoorAanvalVanBuitenGehad_92,UitvalICTDienstDoorVeiligheidsinc_93,VernietigingDataDoorVeiligheidsinc_94,OnthullingDoorInternIncident_95,UitvalICTDienstDoorAanvalBuitenaf_96,VernietigingDataAanvalVanBuitenaf_97,OnthullingGegevensDoorICTInbraak_98,KostenIncidentInternGehad_99,KostenIncidentAanvalBuitenafGehad_100,UitvalICTDienstDoorVeiligheidsinc_101,VernietigingDataDoorVeiligheidsinc_102,OnthullingDoorInternIncident_103,UitvalICTDienstDoorAanvalBuitenaf_104,VernietigingDataAanvalBuitenaf_105,OnthullingDoorICTInbraak_106,Kosten1VanDeTotaleOmzet_107,Kosten1Tot2VanDeTotaleOmzet_108,Kosten2Tot5VanDeTotaleOmzet_109,Kosten5Tot10VanDeTotaleOmzet_110,Kosten10Tot50VanDeTotaleOmzet_111,Kosten50VanDeTotaleOmzet_112,Kosten1VanDeTotaleOmzet_113,Kosten1Tot2VanDeTotaleOmzet_114,Kosten2Tot5VanDeTotaleOmzet_115,Kosten5Tot10VanDeTotaleOmzet_116,Kosten10Tot50VanDeTotaleOmzet_117,Kosten50VanDeTotaleOmzet_118,RansomwareAanvalGehad_119,LosgeldBetaald_120,BetalingLosgeldZinvol_121,AndereKostenRansomwareAanvalGehad_122,k_1VanDeTotaleOmzet_123,k_1Tot2VanDeTotaleOmzet_124,k_2Tot5VanDeTotaleOmzet_125,k_5Tot10VanDeTotaleOmzet_126,k_10Tot50VanDeTotaleOmzet_127,k_50VanDeTotaleOmzet_128,Kosten1VanDeTotaleOmzet_129,Kosten1Tot2VanDeTotaleOmzet_130,Kosten2Tot5VanDeTotaleOmzet_131,Kosten5Tot10VanDeTotaleOmzet_132,Kosten10Tot50VanDeTotaleOmzet_133,Kosten50VanDeTotaleOmzet_134,Politie_135,Cybersecurity_136,VerzekeringICTVeiligheidsincidenten_137,GezochtNaarMeldingenCyberdreigingen_138,BekendMetDTC_139,DTCWebsiteAlsBronGebruikt_140,EFactuur_141,ElektronischMaarGeenEFactuur_142,PapierenVorm_143,MinderDan10_144,TenMinste10Tot25_145,TenMinste25Tot50_146,TenMinste50Tot75_147,TenMinste75_148,VerkoopViaWebsiteOfApp_149,Verkoopwaarde1VanDeTotaleOmzet_150,Verkoopwaarde1VanDeTotaleOmzet_151,Verkoopwaarde2VanDeTotaleOmzet_152,Verkoopwaarde5VanDeTotaleOmzet_153,Verkoopwaarde10VanDeTotaleOmzet_154,Verkoopwaarde25VanDeTotaleOmzet_155,Verkoopwaarde50VanDeTotaleOmzet_156,ViaWebsiteOfAppsVanEigenBedrijf_157,PercentageOmzetViaOnlinePlatforms_158,VerkoopViaECommerce_159,Verkoopwaarde1VanDeTotaleOmzet_160,Verkoopwaarde1VanDeTotaleOmzet_161,Verkoopwaarde2VanDeTotaleOmzet_162,Verkoopwaarde5VanDeTotaleOmzet_163,Verkoopwaarde10VanDeTotaleOmzet_164,Verkoopwaarde25VanDeTotaleOmzet_165,Verkoopwaarde50VanDeTotaleOmzet_166,ViaEen_167,ViaTwee_168,ViaDrieOfMeer_169,MeerDan75VanOmzetUitEenPlatform_170,BetaaldAanPlatforms_171,VerkoopViaEDI_172,Verkoopwaarde1VanDeTotaleOmzet_173,Verkoopwaarde1VanDeTotaleOmzet_174,Verkoopwaarde2VanDeTotaleOmzet_175,Verkoopwaarde5VanDeTotaleOmzet_176,Verkoopwaarde10VanDeTotaleOmzet_177,Verkoopwaarde25VanDeTotaleOmzet_178,Verkoopwaarde50VanDeTotaleOmzet_179
10,WP19115,403300,97.0,75.0,72.0,63.0,80.0,74.0,98,2,23.0,35.0,26.0,13.0,79.0,65.0,14.0,2.0,3.0,11.0,6.0,29.0,19.0,4.0,61.0,59,12.0,23.0,62.0,51.0,44.0,43.0,53.0,44.0,12.0,26.0,40.0,13.0,10.0,55.0,13.0,6.0,4.0,5.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,2.0,2.0,3.0,7.0,2.0,6.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,91,77.0,33.0,68.0,47.0,84.0,58.0,43.0,44.0,32.0,34.0,23.0,23.0,12.0,23.0,30.0,22.0,5.0,2,32.0,19.0,12.0,37.0,13.0,4.0,12.0,2.0,2.0,2.0,1,1.0,3.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,66.0,19.0,14.0,1.0,0.0,0.0,90.0,5.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,42.0,0.0,,0.0,0.0,0.0,0.0,95.0,3.0,1.0,2.0,0.0,0.0,6.0,26.0,22.0,10.0,12.0,4.0,28.0,88.0,35.0,4.0,2.0,1.0,2.0,19.0,10.0,2.0,8.0,7.0,6.0,5.0,4.0,3.0,80.0,20.0,11.0,2.0,9.0,8.0,7.0,5.0,4.0,3.0,2.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
11,WP19115,410200,82.0,62.0,57.0,51.0,66.0,60.0,96,8,25.0,37.0,20.0,8.0,72.0,55.0,19.0,4.0,4.0,10.0,8.0,31.0,14.0,6.0,59.0,58,10.0,26.0,43.0,35.0,30.0,31.0,36.0,31.0,11.0,19.0,26.0,9.0,7.0,37.0,8.0,4.0,2.0,3.0,2.0,2.0,3.0,0.0,3.0,1.0,3.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,87,67.0,24.0,47.0,31.0,68.0,39.0,28.0,29.0,23.0,25.0,17.0,14.0,8.0,15.0,20.0,17.0,3.0,1,26.0,13.0,8.0,53.0,11.0,4.0,10.0,1.0,1.0,2.0,1,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,74.0,19.0,7.0,0.0,0.0,0.0,82.0,14.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,15.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,9.0,50.0,14.0,5.0,7.0,2.0,23.0,83.0,48.0,4.0,1.0,1.0,2.0,16.0,15.0,2.0,13.0,12.0,11.0,8.0,5.0,3.0,75.0,25.0,15.0,2.0,13.0,12.0,11.0,9.0,6.0,4.0,2.0,3.0,1.0,3.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
12,WP19115,422400,95.0,70.0,63.0,61.0,71.0,69.0,99,4,24.0,37.0,22.0,12.0,88.0,75.0,21.0,2.0,2.0,27.0,4.0,35.0,11.0,17.0,56.0,53,7.0,24.0,48.0,34.0,33.0,39.0,42.0,32.0,8.0,27.0,32.0,10.0,7.0,46.0,8.0,3.0,4.0,3.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,95,84.0,29.0,77.0,67.0,83.0,63.0,43.0,50.0,36.0,46.0,24.0,29.0,15.0,30.0,48.0,37.0,9.0,1,40.0,16.0,13.0,32.0,20.0,5.0,18.0,1.0,4.0,2.0,1,2.0,4.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,97.0,1.0,1.0,1.0,0.0,0.0,93.0,1.0,6.0,0.0,0.0,0.0,1.0,39.0,39.0,35.0,84.0,0.0,0.0,16.0,0.0,0.0,95.0,0.0,3.0,2.0,0.0,0.0,8.0,66.0,27.0,7.0,13.0,6.0,31.0,71.0,58.0,2.0,1.0,1.0,2.0,24.0,7.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,73.0,27.0,10.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0,0.0,1.0,0.0,,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0
13,WP19115,332915,98.0,87.0,86.0,81.0,88.0,86.0,97,2,16.0,34.0,24.0,21.0,83.0,70.0,26.0,8.0,9.0,18.0,16.0,45.0,29.0,11.0,70.0,68,29.0,36.0,75.0,68.0,59.0,61.0,65.0,55.0,27.0,42.0,46.0,39.0,42.0,70.0,29.0,14.0,10.0,12.0,10.0,15.0,12.0,3.0,12.0,9.0,9.0,3.0,9.0,7.0,12.0,15.0,9.0,16.0,14.0,5.0,11.0,2.0,6.0,2.0,3.0,4.0,4.0,2.0,3.0,87,86.0,44.0,84.0,71.0,87.0,72.0,58.0,69.0,47.0,53.0,41.0,45.0,31.0,36.0,53.0,43.0,8.0,2,5.0,52.0,19.0,24.0,15.0,10.0,15.0,2.0,2.0,8.0,4,3.0,2.0,3.0,2.0,0.0,1.0,2.0,1.0,1.0,59.0,35.0,1.0,3.0,1.0,0.0,68.0,6.0,6.0,18.0,2.0,0.0,2.0,49.0,49.0,70.0,100.0,0.0,0.0,0.0,0.0,0.0,71.0,28.0,1.0,0.0,0.0,0.0,49.0,51.0,36.0,28.0,26.0,11.0,39.0,90.0,21.0,5.0,3.0,2.0,2.0,28.0,21.0,3.0,18.0,17.0,15.0,14.0,12.0,10.0,84.0,16.0,22.0,3.0,19.0,18.0,16.0,15.0,13.0,11.0,4.0,1.0,2.0,1.0,,4.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0
14,WP19080,399907,85.0,54.0,48.0,42.0,36.0,52.0,95,7,29.0,34.0,18.0,7.0,71.0,60.0,27.0,4.0,7.0,13.0,6.0,17.0,13.0,6.0,57.0,54,7.0,24.0,38.0,30.0,24.0,26.0,30.0,26.0,7.0,14.0,22.0,8.0,6.0,32.0,7.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,86,68.0,23.0,48.0,31.0,67.0,39.0,27.0,28.0,21.0,23.0,15.0,12.0,7.0,13.0,17.0,13.0,3.0,1,23.0,16.0,6.0,55.0,10.0,4.0,9.0,1.0,1.0,3.0,2,1.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,57.0,25.0,11.0,4.0,3.0,0.0,78.0,3.0,15.0,4.0,0.0,0.0,1.0,18.0,18.0,63.0,100.0,0.0,0.0,0.0,0.0,0.0,72.0,6.0,17.0,3.0,3.0,0.0,17.0,34.0,13.0,5.0,8.0,3.0,20.0,77.0,47.0,3.0,1.0,1.0,1.0,14.0,20.0,3.0,17.0,16.0,14.0,13.0,10.0,8.0,77.0,23.0,21.0,3.0,18.0,17.0,15.0,13.0,10.0,8.0,4.0,3.0,3.0,2.0,,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
15,WP19080,307500,74.0,51.0,43.0,35.0,26.0,45.0,96,10,35.0,29.0,16.0,6.0,75.0,63.0,23.0,4.0,6.0,10.0,4.0,18.0,15.0,4.0,57.0,54,5.0,23.0,35.0,26.0,22.0,22.0,27.0,26.0,6.0,11.0,22.0,5.0,4.0,29.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,89,66.0,18.0,46.0,27.0,67.0,37.0,27.0,24.0,21.0,21.0,14.0,10.0,5.0,11.0,14.0,9.0,2.0,2,28.0,14.0,5.0,54.0,8.0,4.0,7.0,1.0,0.0,2.0,2,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,13.0,3.0,8.0,2.0,22.0,81.0,46.0,3.0,1.0,1.0,1.0,16.0,19.0,5.0,14.0,13.0,10.0,9.0,7.0,5.0,87.0,13.0,19.0,5.0,15.0,13.0,11.0,10.0,7.0,5.0,3.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
16,WP19080,800036,79.0,66.0,56.0,46.0,42.0,56.0,93,3,20.0,33.0,24.0,13.0,70.0,48.0,16.0,5.0,2.0,13.0,2.0,31.0,29.0,8.0,53.0,53,4.0,11.0,50.0,41.0,31.0,39.0,39.0,38.0,10.0,21.0,38.0,12.0,8.0,43.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,89,72.0,19.0,50.0,33.0,75.0,54.0,38.0,38.0,38.0,36.0,23.0,15.0,8.0,22.0,21.0,15.0,5.0,1,35.0,17.0,9.0,39.0,18.0,5.0,16.0,1.0,3.0,2.0,0,3.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,15.0,8.0,9.0,1.0,14.0,80.0,33.0,3.0,0.0,2.0,0.0,10.0,17.0,5.0,13.0,13.0,13.0,10.0,6.0,6.0,75.0,25.0,19.0,5.0,14.0,14.0,14.0,11.0,8.0,8.0,1.0,4.0,1.0,3.0,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
17,WP19080,350000,72.0,44.0,35.0,28.0,21.0,37.0,94,10,31.0,33.0,16.0,4.0,58.0,42.0,10.0,1.0,2.0,7.0,2.0,12.0,5.0,1.0,43.0,43,2.0,9.0,31.0,25.0,17.0,19.0,23.0,19.0,5.0,5.0,17.0,6.0,2.0,24.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,87,61.0,19.0,35.0,15.0,62.0,24.0,18.0,16.0,15.0,12.0,11.0,4.0,3.0,7.0,7.0,5.0,1.0,1,22.0,9.0,3.0,66.0,8.0,6.0,7.0,1.0,0.0,3.0,2,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,8.0,2.0,3.0,1.0,16.0,81.0,62.0,2.0,0.0,0.0,2.0,12.0,9.0,2.0,7.0,7.0,5.0,5.0,3.0,2.0,66.0,34.0,10.0,2.0,8.0,7.0,6.0,5.0,4.0,2.0,3.0,2.0,0.0,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
18,WP19080,354200,86.0,50.0,44.0,39.0,30.0,46.0,96,7,32.0,36.0,15.0,6.0,75.0,66.0,43.0,6.0,14.0,15.0,9.0,14.0,15.0,6.0,64.0,61,8.0,32.0,34.0,27.0,19.0,24.0,25.0,24.0,7.0,13.0,20.0,6.0,6.0,28.0,6.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,86,68.0,21.0,41.0,23.0,65.0,37.0,25.0,29.0,19.0,21.0,14.0,10.0,6.0,10.0,13.0,9.0,2.0,1,21.0,17.0,5.0,58.0,9.0,5.0,8.0,1.0,1.0,4.0,2,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,11.0,4.0,9.0,2.0,19.0,73.0,54.0,4.0,1.0,1.0,1.0,12.0,34.0,4.0,30.0,28.0,24.0,22.0,17.0,14.0,81.0,19.0,35.0,4.0,31.0,29.0,25.0,23.0,18.0,14.0,7.0,4.0,4.0,4.0,,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0
19,WP19080,383100,80.0,45.0,40.0,33.0,22.0,43.0,93,11,32.0,24.0,22.0,4.0,42.0,34.0,14.0,2.0,5.0,6.0,0.0,13.0,10.0,4.0,37.0,36,3.0,7.0,19.0,16.0,11.0,11.0,15.0,12.0,2.0,4.0,12.0,3.0,3.0,15.0,6.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,59.0,20.0,37.0,22.0,56.0,19.0,15.0,18.0,12.0,16.0,10.0,7.0,5.0,9.0,10.0,7.0,2.0,1,12.0,15.0,3.0,69.0,5.0,4.0,5.0,0.0,1.0,2.0,1,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,7.0,5.0,7.0,2.0,22.0,80.0,47.0,1.0,1.0,1.0,1.0,18.0,11.0,3.0,8.0,8.0,5.0,3.0,2.0,2.0,66.0,34.0,12.0,4.0,9.0,8.0,5.0,4.0,3.0,2.0,3.0,0.0,1.0,0.0,,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0
20,WP19080,389100,74.0,32.0,26.0,23.0,13.0,34.0,92,10,35.0,30.0,14.0,3.0,75.0,68.0,46.0,6.0,8.0,12.0,5.0,14.0,11.0,8.0,67.0,64,5.0,31.0,16.0,11.0,8.0,7.0,11.0,10.0,1.0,3.0,7.0,1.0,1.0,12.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77,53.0,14.0,28.0,17.0,42.0,22.0,13.0,9.0,14.0,14.0,8.0,3.0,1.0,3.0,4.0,3.0,1.0,0,14.0,11.0,4.0,72.0,9.0,2.0,8.0,3.0,1.0,2.0,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,7.0,2.0,5.0,2.0,7.0,66.0,40.0,3.0,0.0,0.0,0.0,4.0,29.0,4.0,25.0,24.0,22.0,21.0,16.0,14.0,65.0,35.0,29.0,4.0,26.0,24.0,23.0,21.0,16.0,14.0,3.0,8.0,8.0,7.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
21,WP19080,391600,99.0,80.0,78.0,69.0,74.0,79.0,94,3,18.0,34.0,22.0,17.0,76.0,59.0,24.0,6.0,8.0,12.0,10.0,29.0,19.0,8.0,65.0,62,23.0,33.0,68.0,60.0,49.0,53.0,58.0,49.0,19.0,30.0,37.0,32.0,33.0,63.0,25.0,11.0,10.0,12.0,7.0,11.0,10.0,3.0,8.0,7.0,7.0,2.0,6.0,5.0,10.0,11.0,6.0,13.0,11.0,3.0,11.0,2.0,5.0,2.0,3.0,4.0,4.0,2.0,2.0,83,79.0,39.0,72.0,61.0,81.0,58.0,44.0,53.0,31.0,39.0,28.0,28.0,18.0,23.0,35.0,27.0,6.0,2,6.0,49.0,10.0,35.0,11.0,8.0,11.0,2.0,1.0,6.0,3,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,25.0,20.0,18.0,7.0,33.0,88.0,18.0,4.0,2.0,2.0,2.0,23.0,24.0,4.0,20.0,19.0,17.0,15.0,13.0,11.0,79.0,21.0,24.0,4.0,20.0,20.0,18.0,16.0,14.0,11.0,5.0,2.0,2.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
22,WP19080,396300,98.0,66.0,66.0,59.0,56.0,68.0,96,3,16.0,33.0,35.0,9.0,61.0,55.0,15.0,2.0,2.0,12.0,17.0,23.0,13.0,8.0,55.0,54,5.0,17.0,51.0,45.0,37.0,32.0,41.0,40.0,9.0,30.0,40.0,15.0,15.0,44.0,9.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,6.0,5.0,2.0,5.0,4.0,9.0,4.0,6.0,4.0,3.0,4.0,4.0,4.0,3.0,87,81.0,42.0,72.0,45.0,79.0,57.0,42.0,50.0,40.0,45.0,26.0,28.0,14.0,26.0,40.0,32.0,3.0,5,37.0,16.0,8.0,40.0,20.0,8.0,16.0,2.0,3.0,5.0,5,3.0,4.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,27.0,9.0,18.0,2.0,21.0,78.0,46.0,2.0,6.0,0.0,2.0,12.0,12.0,5.0,7.0,7.0,2.0,2.0,2.0,1.0,75.0,25.0,12.0,5.0,7.0,7.0,2.0,2.0,2.0,1.0,1.0,0.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,WP19080,402000,96.0,53.0,48.0,40.0,43.0,51.0,89,6,24.0,34.0,17.0,8.0,50.0,41.0,12.0,2.0,1.0,8.0,4.0,7.0,11.0,3.0,40.0,39,7.0,24.0,41.0,32.0,30.0,28.0,33.0,29.0,6.0,17.0,27.0,5.0,5.0,35.0,6.0,3.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,82,62.0,23.0,52.0,27.0,63.0,40.0,29.0,25.0,20.0,20.0,13.0,13.0,8.0,14.0,16.0,11.0,3.0,2,31.0,13.0,6.0,50.0,12.0,5.0,11.0,3.0,1.0,2.0,2,1.0,4.0,2.0,4.0,1.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,16.0,2.0,11.0,3.0,16.0,78.0,46.0,1.0,2.0,1.0,2.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,7.0,7.0,70.0,30.0,10.0,0.0,10.0,10.0,10.0,10.0,7.0,7.0,2.0,2.0,2.0,2.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
24,WP19080,403300,96.0,72.0,68.0,58.0,62.0,70.0,98,2,24.0,35.0,25.0,12.0,76.0,62.0,13.0,2.0,3.0,10.0,5.0,21.0,16.0,4.0,57.0,55,9.0,20.0,58.0,47.0,41.0,39.0,49.0,41.0,9.0,22.0,37.0,9.0,7.0,51.0,12.0,6.0,4.0,5.0,3.0,3.0,3.0,0.0,3.0,2.0,2.0,0.0,2.0,2.0,3.0,1.0,2.0,3.0,6.0,1.0,6.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,90,75.0,33.0,65.0,44.0,82.0,53.0,39.0,38.0,28.0,29.0,19.0,18.0,9.0,20.0,23.0,17.0,5.0,2,31.0,19.0,9.0,42.0,10.0,3.0,10.0,2.0,1.0,2.0,1,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,18.0,8.0,10.0,3.0,26.0,87.0,34.0,4.0,1.0,0.0,2.0,18.0,10.0,2.0,8.0,8.0,6.0,5.0,4.0,3.0,79.0,21.0,10.0,1.0,9.0,8.0,7.0,5.0,5.0,3.0,2.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
25,WP19080,410200,82.0,59.0,53.0,47.0,40.0,57.0,96,9,25.0,38.0,19.0,6.0,67.0,50.0,17.0,4.0,4.0,7.0,7.0,20.0,9.0,4.0,53.0,52,8.0,23.0,38.0,29.0,25.0,26.0,31.0,26.0,7.0,15.0,20.0,6.0,5.0,32.0,6.0,4.0,1.0,3.0,1.0,2.0,2.0,0.0,3.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,85,63.0,23.0,40.0,25.0,63.0,29.0,22.0,21.0,17.0,20.0,12.0,9.0,5.0,11.0,14.0,12.0,2.0,0,21.0,11.0,5.0,63.0,8.0,4.0,8.0,0.0,1.0,2.0,0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,10.0,4.0,5.0,1.0,19.0,82.0,50.0,3.0,0.0,0.0,2.0,13.0,14.0,1.0,13.0,12.0,11.0,8.0,5.0,3.0,71.0,29.0,15.0,1.0,13.0,13.0,11.0,9.0,5.0,4.0,2.0,3.0,1.0,3.0,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
