ID,Toepassingsgroepen,TeeltsectorenEnGewassen,Perioden,AantalBedrijven_1,PercentageBedrijven_2,GrootteOppervlakte_3,PercentageOppervlakte_4,Januari_5,Februari_6,Maart_7,April_8,Mei_9,Juni_10,Juli_11,Augustus_12,September_13,Oktober_14,November_15,December_16,Totaal_17,Januari_18,Februari_19,Maart_20,April_21,Mei_22,Juni_23,Juli_24,Augustus_25,September_26,Oktober_27,November_28,December_29,GebruikPerJaarPerHectare_30,DoseringPerJaarPerHectare_31
97,T001222,A042318,2016JJ00,74.0,90.2,414,90.1,0.0,0.0,0.0,78.6,88.4,56.2,71.9,63.1,59.8,2.1,0.0,0.0,2122,0.0,0.0,0.0,23.6,22.4,15.6,19.8,10.7,7.8,0.1,0.0,0.0,4.6,5.1
98,T001222,A042264,2012JJ00,759.0,87.6,2860,93.2,81.6,81.6,80.8,47.6,58.4,62.6,87.5,74.6,85.0,89.0,88.1,81.2,16227,8.9,9.5,4.7,8.4,10.2,8.7,9.7,9.4,6.2,6.4,1.7,16.2,5.3,5.7
99,T001222,A042264,2016JJ00,659.0,78.5,2635,86.2,20.0,17.5,33.6,51.9,59.6,67.8,56.8,57.6,48.5,26.2,12.6,17.0,9332,5.0,3.5,5.6,8.6,12.6,17.2,16.6,12.4,11.1,2.9,1.0,3.4,3.1,3.5
100,T001222,A042334,2012JJ00,461.0,94.0,2514,96.1,12.5,12.5,12.5,26.8,51.7,54.8,87.5,97.0,92.1,56.3,31.5,9.0,9101,0.5,1.1,5.4,4.8,21.5,8.7,9.3,14.6,27.1,6.3,0.0,0.6,3.5,3.6
101,T001222,A042334,2016JJ00,366.0,95.7,2671,95.5,4.8,4.5,11.8,41.3,73.5,79.6,94.4,92.6,83.8,37.4,1.0,1.5,10223,0.1,0.4,1.4,12.4,18.8,7.7,17.0,22.8,14.5,4.0,0.1,0.8,3.7,3.8
102,T001222,A042333,2012JJ00,197.0,85.0,2547,94.1,0.0,0.0,20.6,31.8,71.0,82.1,83.6,83.6,70.1,90.2,90.2,90.2,17100,0.0,0.0,8.0,2.0,9.0,5.0,23.2,22.7,14.9,10.7,4.2,0.3,6.3,6.7
103,T001222,A042333,2016JJ00,174.0,84.2,2391,91.7,0.0,0.0,9.3,62.1,73.4,96.1,87.1,80.1,70.6,60.7,25.2,3.7,14060,0.0,0.0,1.9,13.3,6.7,10.0,19.9,23.8,14.0,7.5,2.7,0.2,5.4,5.9
104,T001222,A042351,2012JJ00,295.0,82.2,2212,92.6,0.0,0.0,0.0,6.2,44.0,58.0,80.5,53.2,17.6,7.3,0.0,0.0,7343,0.0,0.0,0.0,3.5,21.6,21.7,38.8,9.1,4.6,0.6,0.0,0.0,3.1,3.3
105,T001222,A042351,2016JJ00,336.0,98.0,2339,98.0,0.0,0.0,0.0,25.9,45.3,67.7,86.8,61.9,22.6,0.0,0.0,0.0,8123,0.0,0.0,0.0,14.0,16.8,24.7,28.9,12.4,3.3,0.0,0.0,0.0,3.4,3.5
106,T001222,A042194,2012JJ00,8311.0,99.2,72207,99.3,0.0,52.4,71.0,79.2,94.1,49.7,29.1,77.9,45.2,21.0,0.0,0.0,357721,0.0,0.2,13.5,26.5,38.3,10.8,2.1,5.7,2.6,0.2,0.0,0.0,4.9,5.0
107,T001222,A042194,2016JJ00,7800.0,99.7,70513,99.7,0.0,0.4,15.6,62.5,88.0,58.8,55.3,63.6,40.7,5.3,0.0,0.0,272729,0.0,0.1,5.3,20.9,41.5,20.3,3.1,5.2,3.3,0.3,0.0,0.0,3.9,3.9
108,T001222,A042171,2012JJ00,8636.0,99.6,131973,96.8,90.8,80.5,98.3,71.4,71.9,41.2,6.4,9.7,4.4,4.8,2.2,2.2,294183,0.3,0.0,20.4,25.1,39.2,4.4,1.3,3.6,2.6,2.2,0.6,0.3,2.2,2.2
109,T001222,A042171,2016JJ00,6913.0,95.2,113056,96.6,0.7,0.0,29.6,90.3,88.2,52.1,18.7,0.7,3.9,15.3,14.1,8.7,204715,0.0,0.0,4.3,42.7,34.8,6.2,3.1,0.3,2.3,2.6,0.8,2.9,1.7,1.8
110,T001222,A042172,2012JJ00,1738.0,78.6,12407,81.4,0.0,32.2,32.2,7.2,85.9,67.6,0.0,10.5,3.1,0.0,0.0,0.0,29053,0.0,5.0,21.4,2.6,50.4,10.6,0.0,9.0,1.0,0.0,0.0,0.0,1.9,2.3
111,T001222,A042172,2016JJ00,1555.0,86.0,9844,89.1,0.0,0.0,0.0,24.5,72.6,55.6,14.6,4.3,0.0,0.0,0.0,0.0,15237,0.0,0.0,0.0,14.0,63.0,16.8,1.7,4.4,0.0,0.0,0.0,0.0,1.4,1.5
112,T001222,A042291,2012JJ00,319.0,96.4,1658,98.0,45.2,57.1,71.5,74.2,84.6,83.1,92.7,86.5,90.3,88.2,56.5,36.0,18969,2.6,5.4,8.5,8.3,11.8,11.2,11.5,13.7,11.3,9.8,3.7,2.3,11.2,11.4
113,T001222,A042291,2016JJ00,263.0,95.8,1696,99.5,62.7,49.1,66.0,80.6,86.3,89.5,85.3,86.2,84.8,81.6,64.4,69.0,23129,6.1,5.5,10.0,13.4,7.4,7.1,12.3,11.0,10.5,7.5,2.7,6.4,13.6,13.6
114,T001222,A042237,2012JJ00,865.0,98.7,11152,99.1,100.0,99.4,100.0,77.9,90.8,85.8,79.7,64.4,67.3,86.0,85.2,85.2,379836,7.9,3.8,9.0,10.9,14.5,11.3,3.8,2.7,9.9,15.0,6.6,4.6,33.8,34.1
115,T001222,A042237,2016JJ00,854.0,97.0,12798,96.9,66.0,45.6,58.2,93.9,95.1,96.2,40.9,20.0,32.6,47.1,23.2,38.1,359572,9.2,3.1,5.8,16.0,19.3,18.7,1.6,0.5,4.7,8.3,4.9,8.0,27.2,28.1
116,T001222,A042267,2012JJ00,495.0,82.7,1207,86.3,70.1,70.7,70.7,65.7,59.4,49.7,69.8,73.1,71.3,77.0,77.0,77.0,25303,11.1,3.7,3.8,4.1,6.1,10.4,21.2,10.0,6.8,9.5,11.4,1.8,18.1,21.0
117,T001222,A042267,2016JJ00,464.0,88.3,1696,98.1,32.9,17.8,57.6,74.4,85.5,81.1,75.9,76.5,72.5,54.0,32.6,18.6,11951,5.0,1.5,1.7,16.1,14.2,23.9,9.3,11.9,8.5,4.1,3.1,0.6,6.9,7.0
118,T001222,A042187,2012JJ00,264.0,99.1,2067,99.5,0.0,28.1,65.2,29.0,95.0,10.7,0.0,1.6,2.8,2.1,0.0,0.0,4163,0.0,1.1,30.1,1.6,60.0,1.6,0.0,1.0,2.9,1.8,0.0,0.0,2.0,2.0
119,T001222,A042187,2016JJ00,322.0,92.9,2261,93.6,0.0,3.2,41.3,62.4,71.5,21.8,0.0,1.0,1.7,0.0,0.0,0.0,1919,0.0,5.8,37.5,17.1,34.3,3.6,0.0,1.6,0.1,0.0,0.0,0.0,0.8,0.8
120,T001222,A042224,2012JJ00,184.0,93.8,1391,98.2,85.7,85.7,95.6,58.1,75.9,62.7,87.6,62.3,59.4,79.9,79.9,79.9,50950,0.2,6.2,30.4,3.7,7.4,7.3,8.1,8.6,19.6,3.2,3.1,2.3,36.0,36.6
121,T001222,A042224,2016JJ00,199.0,91.9,1601,97.7,4.8,16.2,41.1,65.8,89.7,93.7,93.4,84.9,73.5,57.4,45.9,22.2,36209,0.1,0.6,2.1,4.5,10.1,18.9,16.0,15.8,10.4,11.3,7.8,2.3,22.1,22.6
122,T001222,A042315,2012JJ00,842.0,94.2,5812,94.1,0.0,19.9,19.9,11.0,74.0,65.8,74.4,79.6,74.5,22.9,0.0,0.0,26380,0.0,0.2,3.1,4.4,38.6,12.2,20.5,9.7,8.9,2.4,0.0,0.0,4.3,4.5
123,T001222,A042315,2016JJ00,815.0,89.2,6058,91.2,0.0,1.6,1.6,32.7,82.4,76.8,72.8,87.5,77.9,33.3,0.0,0.0,22055,0.0,0.1,0.3,7.4,34.1,27.8,11.7,9.3,6.9,2.3,0.0,0.0,3.3,3.6
124,T001222,A042325,2012JJ00,428.0,92.5,3176,94.6,0.0,0.0,25.8,25.8,82.0,86.4,53.7,51.3,68.3,4.8,4.8,0.0,15625,0.0,0.0,1.5,4.9,53.8,25.8,7.1,1.6,5.1,0.2,0.0,0.0,4.7,4.9
125,T001222,A042325,2016JJ00,383.0,92.4,2749,94.9,0.0,0.0,4.5,34.8,84.3,74.6,51.7,42.7,28.2,13.7,3.3,0.0,11363,0.0,0.0,0.4,14.6,50.2,28.2,3.7,1.7,0.5,0.4,0.1,0.0,3.9,4.1
126,T001222,A042320,2012JJ00,2772.0,100.0,20993,100.0,11.7,0.0,64.5,90.0,73.9,79.5,100.0,94.2,3.4,0.0,0.0,0.0,406325,0.2,0.0,2.0,8.5,6.5,15.2,40.7,26.8,0.1,0.0,0.0,0.0,19.4,19.4
127,T001222,A042320,2016JJ00,2929.0,95.2,23390,93.3,2.7,0.0,41.0,76.6,90.7,84.8,96.9,93.8,17.3,2.6,2.0,2.0,413805,0.6,0.0,2.3,7.4,10.5,17.3,31.3,29.1,1.4,0.1,0.0,0.0,16.5,17.7
128,T001222,A042362,2012JJ00,1439.0,97.5,42745,98.7,0.0,45.8,53.0,44.3,84.2,73.6,97.4,90.5,90.2,38.3,0.0,0.0,553372,0.0,0.2,2.8,3.0,5.8,21.4,39.1,18.9,7.5,1.3,0.0,0.0,12.8,12.9
129,T001222,A042362,2016JJ00,1517.0,95.1,41957,97.2,0.0,0.4,22.4,61.4,86.9,91.5,99.1,98.7,92.8,37.8,0.0,0.0,501728,0.0,0.0,0.6,5.7,8.3,15.8,35.0,23.3,9.0,2.4,0.0,0.0,11.6,12.0
130,A028300,A048737,2012JJ00,,,475561,61.2,4.5,5.8,9.4,15.7,28.0,37.8,33.4,32.5,20.8,9.5,7.6,6.6,2836160,0.6,0.7,3.7,8.1,9.6,20.0,30.3,13.7,5.3,4.2,2.3,1.5,3.7,6.0
131,A028300,A048737,2016JJ00,,,472085,63.8,1.0,1.1,6.2,24.1,32.3,41.5,38.7,34.6,22.7,5.5,2.3,1.4,2757150,0.3,0.3,2.1,10.6,10.7,21.6,28.6,16.7,4.5,2.4,1.4,0.9,3.7,5.8
132,A028300,A044031,2012JJ00,,,394513,57.9,1.6,2.4,5.1,12.0,25.2,35.9,29.4,28.9,16.7,4.7,3.0,2.0,1643054,0.0,0.3,0.6,3.9,6.1,26.3,43.2,16.1,3.2,0.2,0.1,0.0,2.4,4.2
133,A028300,A044031,2016JJ00,,,390426,61.0,0.1,0.1,3.5,20.4,29.2,39.0,36.1,31.6,19.5,1.7,0.2,0.1,1703271,0.1,0.0,0.3,6.3,6.3,23.7,38.9,20.9,3.4,0.1,0.0,0.0,2.7,4.4
134,A028300,A042228,2012JJ00,,,20539,98.0,50.8,57.3,65.2,73.6,83.6,80.3,59.4,46.8,53.9,60.0,60.0,59.9,560853,0.8,0.5,5.5,12.7,15.4,12.5,10.5,10.1,8.9,13.9,6.3,2.8,26.8,27.3
135,A028300,A042228,2016JJ00,,,22348,95.0,6.4,10.4,35.6,87.0,87.7,85.4,40.4,32.8,35.9,33.3,19.6,14.0,466002,0.0,0.3,3.6,17.5,20.0,20.4,8.1,7.7,7.5,7.5,4.3,2.9,19.8,20.9
136,A028300,A044083,2012JJ00,,,2935,86.5,65.7,62.7,65.0,57.7,62.1,57.8,67.7,59.2,60.2,66.3,68.0,63.7,75217,7.9,8.9,7.0,6.3,7.3,7.3,12.8,8.2,8.2,9.4,8.7,8.0,22.2,25.6
137,A028300,A044083,2016JJ00,,,2486,86.8,61.3,63.5,64.6,64.1,61.7,66.8,59.1,58.6,61.4,59.0,63.3,63.8,39218,8.6,8.6,8.6,7.7,6.8,12.8,7.3,6.8,7.4,7.5,9.1,9.0,13.7,15.8
138,A028300,A042259,2012JJ00,,,13513,81.9,18.8,18.0,19.1,22.9,49.0,55.4,69.2,62.5,38.7,33.8,34.8,31.7,86379,4.8,2.8,5.2,7.4,9.3,11.0,16.5,12.2,14.5,6.9,6.2,3.1,5.2,6.4
139,A028300,A042259,2016JJ00,,,11777,69.2,5.3,5.5,8.6,24.6,40.2,53.9,55.1,51.0,38.0,16.8,7.5,4.6,69543,0.2,0.2,0.6,5.9,12.8,23.4,18.1,15.4,10.9,6.5,4.6,1.3,4.1,5.9
140,A028300,A042340,2012JJ00,16.0,11.9,4,6.3,0.0,0.0,0.0,0.6,0.6,6.8,0.0,0.1,0.1,6.4,6.3,7.2,37,0.0,0.0,0.0,4.7,3.1,13.9,0.0,4.8,2.9,14.7,19.1,36.8,0.6,8.9
141,A028300,A042340,2016JJ00,26.0,22.6,19,32.9,1.8,1.8,1.8,14.8,15.7,20.1,7.1,7.1,28.7,26.8,25.8,25.8,158,2.4,1.9,1.9,8.3,11.9,10.4,5.5,7.3,10.4,15.8,13.1,11.1,2.7,8.3
142,A028300,T001322,2012JJ00,,,16055,99.6,44.1,54.5,93.3,95.8,81.3,81.7,85.3,83.7,61.8,69.7,72.7,82.7,373835,0.2,0.3,13.3,21.7,17.3,10.7,12.0,8.3,3.3,4.8,4.0,4.1,23.2,23.3
143,A028300,T001322,2016JJ00,,,16453,98.0,4.6,3.7,53.8,96.9,98.5,93.1,93.1,85.2,58.1,53.0,27.9,14.3,396924,0.2,0.2,7.1,22.8,19.2,17.0,14.5,8.7,2.7,4.2,2.4,1.0,23.6,24.1
144,A028300,A042271,2012JJ00,,,3458,88.3,25.0,33.5,50.5,60.3,57.8,60.7,68.1,63.5,62.6,50.7,19.6,20.2,33878,4.3,4.2,7.4,9.5,9.5,11.4,11.1,15.2,12.0,8.1,3.5,3.8,8.7,9.8
145,A028300,A042271,2016JJ00,,,3473,88.8,33.3,33.8,44.7,61.3,56.0,56.6,61.6,55.1,45.8,37.5,18.8,24.7,28863,6.5,5.2,10.6,12.5,8.5,9.0,11.3,12.5,9.2,7.1,1.7,6.0,7.4,8.3
146,A028300,A042269,2012JJ00,,,24545,70.3,0.2,4.0,5.3,5.0,9.1,16.7,47.0,49.3,46.0,24.1,15.4,9.7,62906,0.0,0.1,1.1,0.8,4.6,10.2,28.7,24.1,21.6,6.5,2.0,0.2,1.8,2.6
147,A028300,A042269,2016JJ00,,,25104,70.9,0.4,0.5,3.5,6.4,10.6,22.3,45.1,54.2,42.5,19.8,7.0,1.4,53170,0.1,0.0,0.7,3.2,6.1,10.8,22.1,30.0,16.2,7.3,3.1,0.3,1.5,2.1
148,A028300,A042276,2012JJ00,276.0,97.8,287,99.7,35.3,53.5,81.7,75.4,49.4,31.1,34.6,69.3,77.5,71.8,42.2,43.0,4955,2.7,5.4,11.8,14.9,4.5,2.8,3.9,13.7,18.3,9.7,5.7,6.9,17.2,17.3
149,A028300,A042276,2016JJ00,245.0,96.7,332,98.8,52.4,52.4,82.5,84.0,50.4,42.5,41.5,76.3,85.4,51.8,40.8,51.0,4556,9.2,6.4,15.9,9.5,5.1,3.8,6.5,14.5,11.9,5.6,3.3,8.4,13.6,13.7
150,A028300,A042278,2012JJ00,323.0,75.5,1376,92.6,0.0,94.1,94.1,88.4,89.7,84.5,84.2,85.7,68.1,1.4,1.4,0.0,14762,0.0,0.5,3.5,2.2,15.0,26.0,27.3,22.3,3.0,0.1,0.1,0.0,9.9,10.7
151,A028300,A042278,2016JJ00,307.0,92.4,1354,99.4,0.0,12.5,57.9,87.4,96.9,90.0,70.7,81.9,34.4,12.3,7.7,0.0,10543,0.0,0.2,2.5,12.5,22.9,23.8,17.1,13.3,2.4,3.0,2.3,0.0,7.7,7.8
152,A028300,A044051,2012JJ00,1321.0,94.8,7902,99.4,67.4,55.9,86.5,94.8,90.0,89.9,91.9,85.8,77.0,64.3,70.3,90.5,212040,0.2,0.6,5.7,22.6,20.3,10.7,11.9,8.1,3.4,4.0,5.7,6.9,26.7,26.8
153,A028300,A044051,2016JJ00,1041.0,96.0,7124,97.0,6.7,8.1,61.9,98.1,98.1,95.1,92.8,83.4,66.5,57.8,46.2,25.2,175851,0.2,0.5,5.7,20.1,20.6,17.5,15.4,9.5,1.8,3.1,3.9,1.6,24.0,24.7
154,A028300,A042297,2012JJ00,395.0,55.2,1334,46.1,0.0,0.0,0.0,0.0,0.6,11.4,41.9,43.7,43.2,0.0,0.0,0.0,9498,0.0,0.0,0.0,0.0,0.1,4.2,30.5,39.4,25.8,0.0,0.0,0.0,3.3,7.1
155,A028300,A042297,2016JJ00,392.0,60.9,2750,72.5,0.0,0.0,0.0,3.6,3.6,27.9,49.4,60.6,38.1,1.1,0.0,0.0,12930,0.0,0.0,0.0,1.7,1.7,8.2,27.0,44.9,15.5,0.9,0.0,0.0,3.4,4.7
156,A028300,A042256,2012JJ00,253.0,80.0,359,74.2,57.4,55.5,57.4,50.7,54.3,54.8,48.3,42.6,54.8,53.0,55.1,44.6,4625,6.9,7.4,6.0,6.4,8.9,7.9,13.1,9.7,10.4,7.9,7.9,7.5,9.5,12.9
157,A028300,A042256,2016JJ00,173.0,71.6,314,80.2,42.2,53.6,47.7,51.3,43.3,60.3,41.3,45.7,51.0,44.3,47.3,48.3,1568,7.6,6.7,6.4,6.2,8.0,14.3,5.9,9.4,7.8,8.9,9.0,9.6,4.0,5.0
158,A028300,A042329,2012JJ00,89.0,30.1,1088,48.4,0.0,0.0,0.0,0.0,0.0,3.2,16.6,22.0,26.7,35.1,20.7,12.0,1053,0.0,0.0,0.0,0.0,0.0,6.5,23.6,29.9,29.4,9.7,0.8,0.0,0.5,1.0
159,A028300,A042329,2016JJ00,84.0,42.1,1341,63.4,7.0,0.0,0.0,0.0,0.0,16.2,41.8,38.1,45.0,12.0,9.8,0.0,1780,3.8,0.0,0.0,0.0,0.0,1.2,42.5,33.6,16.4,1.9,0.6,0.0,0.8,1.3
160,A028300,A042226,2012JJ00,919.0,68.3,2359,81.1,35.2,31.8,35.2,40.8,40.9,46.3,56.9,36.7,28.6,30.8,26.3,23.7,23467,10.1,5.8,10.6,15.0,14.1,10.1,14.0,7.4,3.0,7.1,1.6,1.2,8.1,9.9
161,A028300,A042226,2016JJ00,660.0,62.9,1957,71.0,13.7,18.5,22.1,46.2,51.9,50.6,44.7,38.8,31.5,19.1,3.8,4.6,13765,0.6,0.8,1.3,11.5,25.4,36.2,9.3,9.2,3.8,1.7,0.2,0.1,5.0,7.0
162,A028300,A042260,2012JJ00,352.0,52.8,2257,84.5,10.5,10.5,10.5,23.1,53.7,58.9,74.7,61.5,37.6,38.4,44.9,38.4,5402,1.2,3.0,6.6,5.9,3.5,13.3,22.1,21.1,6.9,3.3,12.5,0.8,2.0,2.4
163,A028300,A042260,2016JJ00,331.0,60.1,2233,77.6,5.0,5.0,6.1,17.3,44.0,59.7,60.6,63.2,46.7,15.6,3.2,0.0,10489,0.2,0.2,0.2,5.3,7.6,16.8,33.9,16.5,16.4,0.9,1.9,0.0,3.6,4.7
164,A028300,A042312,2012JJ00,296.0,67.2,1735,70.6,0.0,0.0,0.0,0.0,0.0,27.4,51.6,26.1,1.5,0.0,0.0,0.0,769,0.0,0.0,0.0,0.0,0.0,21.8,49.3,25.7,3.2,0.0,0.0,0.0,0.3,0.4
165,A028300,A042312,2016JJ00,309.0,61.3,2034,66.4,0.0,0.0,0.0,2.2,1.8,32.6,37.4,19.9,7.5,1.3,0.0,0.0,793,0.0,0.0,0.0,2.3,4.0,37.4,31.5,17.1,7.1,0.6,0.0,0.0,0.3,0.4
166,A028300,A042331,2012JJ00,17.0,11.7,583,32.3,0.0,0.0,0.0,0.0,11.2,11.2,32.8,26.5,33.8,27.0,27.0,0.0,421,0.0,0.0,0.0,0.0,4.7,6.2,21.9,43.8,9.0,12.2,2.2,0.0,0.2,0.7
167,A028300,A042331,2016JJ00,50.0,40.7,677,37.8,0.0,0.0,0.0,15.6,17.5,18.0,31.9,34.0,26.2,16.5,10.6,0.0,835,0.0,0.0,0.0,3.5,12.6,19.5,18.5,27.8,13.7,4.3,0.1,0.0,0.5,1.2
168,A028300,A042191,2012JJ00,158.0,56.2,970,60.8,0.0,0.0,0.0,0.0,0.0,0.0,59.9,0.0,0.0,0.0,0.0,0.0,925,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0
169,A028300,A042191,2016JJ00,115.0,63.8,592,72.1,0.0,0.0,0.0,0.0,2.2,19.0,60.7,6.2,0.0,0.0,0.0,0.0,316,0.0,0.0,0.0,0.0,0.9,28.1,65.5,5.5,0.0,0.0,0.0,0.0,0.4,0.5
170,A028300,A042246,2012JJ00,190.0,98.5,493,97.7,83.6,79.4,77.1,76.5,83.9,85.9,93.8,80.7,78.6,90.3,95.9,95.6,16753,8.3,9.8,8.1,6.4,8.4,5.9,8.4,7.9,6.3,8.7,11.0,10.7,33.2,34.0
171,A028300,A042246,2016JJ00,111.0,98.1,382,99.7,80.4,80.8,86.9,86.2,79.4,81.4,74.8,76.5,79.0,84.0,86.3,85.6,8937,6.9,8.9,8.5,8.2,5.3,7.3,5.9,7.4,7.8,9.4,12.0,12.5,23.3,23.4
172,A028300,A042177,2012JJ00,113.0,26.5,961,33.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,32.4,11.3,12.3,0.0,0.0,424,0.0,0.0,4.3,0.0,0.0,0.0,0.0,32.3,21.5,41.9,0.0,0.0,0.1,0.4
173,A028300,A042177,2016JJ00,260.0,48.2,2052,52.8,0.0,0.0,0.0,0.0,0.0,1.1,27.9,24.7,24.3,4.3,0.0,0.0,457,0.0,0.0,0.0,0.0,0.0,1.2,34.3,28.3,30.1,6.1,0.0,0.0,0.1,0.2
174,A028300,A042356,2012JJ00,5645.0,90.1,66979,99.3,0.0,4.4,8.0,16.2,59.3,93.6,96.7,88.8,52.2,20.6,20.6,20.6,444132,0.0,0.0,0.3,1.9,5.8,28.2,50.3,11.5,1.8,0.2,0.0,0.0,6.6,6.6
175,A028300,A042356,2016JJ00,6249.0,91.7,69258,94.5,0.0,0.0,7.7,22.7,45.4,87.0,95.5,88.4,66.7,3.0,1.0,1.0,597957,0.0,0.0,0.3,8.3,4.0,24.8,41.8,18.5,2.2,0.0,0.0,0.0,8.2,8.6
176,A028300,A042347,2012JJ00,150.0,36.7,1091,31.6,0.0,0.0,0.0,1.3,2.4,31.4,8.8,0.0,0.0,0.0,0.0,0.0,1139,0.0,0.0,0.0,0.0,12.8,70.4,16.8,0.0,0.0,0.0,0.0,0.0,0.3,1.0
177,A028300,A042347,2016JJ00,256.0,56.6,1552,46.9,0.0,0.0,0.0,2.1,5.7,26.7,18.2,0.0,0.0,0.0,0.0,0.0,486,0.0,0.0,0.0,3.5,9.7,59.0,27.8,0.0,0.0,0.0,0.0,0.0,0.1,0.3
178,A028300,A042248,2012JJ00,69.0,84.7,94,91.2,72.4,66.8,75.2,50.5,54.4,30.9,60.7,63.2,69.8,64.0,61.1,60.5,828,12.1,30.4,7.0,7.3,4.3,6.2,3.0,9.0,6.2,4.8,4.2,5.4,8.0,8.8
179,A028300,A042248,2016JJ00,41.0,82.3,71,91.1,68.3,68.9,64.0,47.5,44.4,51.9,55.1,43.4,60.6,64.9,54.0,54.4,447,9.2,7.0,18.6,5.8,4.6,9.8,6.4,7.0,9.7,5.8,6.4,9.7,5.8,6.3
180,A028300,A042162,2012JJ00,2894.0,87.0,23236,90.7,0.0,0.0,0.0,0.0,27.1,88.2,0.0,0.0,0.0,0.0,0.0,0.0,6975,0.0,0.0,0.0,0.0,22.4,77.6,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3
181,A028300,A042162,2016JJ00,2057.0,67.7,19691,78.8,0.0,0.0,2.5,3.0,42.6,59.9,18.6,0.0,0.0,0.0,0.0,0.0,7402,0.0,0.0,2.7,0.1,30.8,51.3,15.1,0.0,0.0,0.0,0.0,0.0,0.3,0.4
182,A028300,A042249,2012JJ00,68.0,100.0,170,100.0,68.7,57.3,66.8,62.7,80.0,82.6,90.2,79.9,80.6,87.9,87.7,80.0,4340,7.1,4.9,4.2,3.2,7.4,6.9,11.4,8.3,9.6,11.2,11.8,14.2,25.5,25.5
183,A028300,A042249,2016JJ00,55.0,97.5,185,98.6,63.2,68.0,71.2,87.7,87.5,92.5,81.0,58.8,76.9,62.7,79.4,70.6,3042,4.1,9.6,4.3,6.7,5.7,15.1,7.1,8.4,10.0,7.3,12.7,8.9,16.2,16.4
184,A028300,A042231,2012JJ00,154.0,89.8,1054,94.7,0.0,28.9,28.9,43.5,58.9,73.3,99.3,97.0,79.6,90.9,90.9,90.9,33808,0.0,0.2,0.8,6.0,2.4,10.9,25.6,23.0,23.6,2.2,1.2,4.1,30.4,32.1
185,A028300,A042231,2016JJ00,149.0,100.0,929,100.0,0.0,11.0,11.0,51.5,30.9,81.5,96.8,91.8,94.7,42.0,23.3,5.9,22704,0.0,0.1,0.2,3.6,2.1,17.0,31.2,24.6,16.2,2.7,2.3,0.0,24.4,24.4
186,A028300,A042198,2012JJ00,1214.0,81.1,11290,82.6,0.0,0.0,0.0,1.1,7.7,73.9,34.2,0.0,0.0,0.0,0.0,0.0,5862,0.0,0.0,0.0,1.9,4.1,65.3,28.7,0.0,0.0,0.0,0.0,0.0,0.4,0.5
187,A028300,A042198,2016JJ00,715.0,64.7,7023,70.4,0.0,0.0,0.0,5.5,10.8,60.3,5.8,0.1,0.0,0.0,0.0,0.0,1910,0.0,0.0,0.0,5.0,11.5,75.7,7.6,0.1,0.0,0.0,0.0,0.0,0.2,0.3
188,A028300,A042232,2012JJ00,148.0,92.1,1368,94.5,58.3,43.9,47.2,90.0,69.3,35.6,26.4,32.9,47.5,70.2,70.2,70.0,30937,0.9,0.6,2.6,7.8,8.4,2.9,3.2,8.5,13.0,35.3,16.1,0.6,21.4,22.6
189,A028300,A042232,2016JJ00,137.0,88.3,1329,90.7,14.6,14.3,52.5,79.9,83.7,69.4,25.1,26.2,24.9,49.4,36.6,9.0,14990,0.2,0.3,4.0,18.9,22.4,10.6,1.6,5.6,9.3,20.1,6.7,0.4,10.2,11.3
190,A028300,A042233,2012JJ00,70.0,100.0,288,100.0,72.6,72.6,95.0,77.4,82.6,79.2,72.5,36.6,21.9,62.1,62.1,52.6,9540,1.2,1.0,5.6,12.7,15.4,12.1,8.5,2.2,5.4,5.6,26.5,3.9,33.2,33.2
191,A028300,A042233,2016JJ00,54.0,87.9,263,96.6,5.2,6.9,32.4,88.0,88.0,84.7,66.6,42.4,15.9,20.0,45.7,12.5,5135,0.3,0.1,1.7,17.6,19.1,16.9,11.7,3.9,0.8,3.9,21.0,2.9,18.8,19.5
192,A028300,A042285,2012JJ00,237.0,93.6,586,94.2,13.7,43.5,64.3,81.0,85.9,88.1,92.6,94.6,87.2,83.5,12.8,7.2,7420,1.6,1.5,3.3,4.8,7.5,12.5,10.1,24.8,17.8,12.4,2.9,0.8,11.9,12.7
193,A028300,A042285,2016JJ00,188.0,89.7,542,97.8,16.5,37.7,52.0,81.8,87.9,86.7,82.2,79.8,76.0,72.2,19.6,9.9,5271,3.0,1.9,2.8,7.3,16.2,14.5,13.2,16.5,13.0,10.0,1.1,0.5,9.5,9.7
194,A028300,A042181,2012JJ00,232.0,77.0,1622,76.6,36.2,0.0,36.2,54.0,22.8,9.7,5.7,0.0,0.0,20.9,0.0,0.0,393,2.4,0.0,12.2,30.6,27.0,16.8,4.6,0.0,0.0,6.4,0.0,0.0,0.2,0.2
195,A028300,A042181,2016JJ00,128.0,59.3,988,58.3,2.0,0.0,14.8,46.8,15.2,2.4,0.0,0.0,2.5,9.5,0.0,0.6,209,0.3,0.0,10.0,56.8,23.4,2.7,0.0,0.0,1.3,4.7,0.0,0.7,0.1,0.2
