ID,KenmerkenGezondheidEnLeefstijl,Cijfersoort,Perioden,ScoreGeluk_1,Ongelukkig_2,NietGelukkigNietOngelukkig_3,Gelukkig_4,ScoreTevredenheidMetHetLeven_5,Ontevreden_6,NietTevredenNietOntevreden_7,Tevreden_8,ScoreTevredenheidMetLichGezondheid_9,Ontevreden_10,NietTevredenNietOntevreden_11,Tevreden_12,ScoreTevredenheidPsychischeGezondheid_13,Ontevreden_14,NietTevredenNietOntevreden_15,Tevreden_16,ScoreTevredenheidMetGewicht_17,Ontevreden_18,NietTevredenNietOntevreden_19,Tevreden_20
144,A027871,B000167,2013JJ00,7.7,2.3,9.3,88.4,7.6,3.0,12.5,84.5,6.9,10.4,21.8,67.8,7.8,4.3,9.8,85.9,6.4,13.6,33.1,53.3
145,A027871,B000167,2014JJ00,7.8,1.6,9.0,89.4,7.6,2.4,11.1,86.5,7.0,9.0,21.6,69.4,7.8,4.1,9.3,86.6,6.4,13.3,33.5,53.2
146,A027871,B000167,2015JJ00,7.7,2.1,8.8,89.1,7.6,3.6,11.3,85.0,6.8,11.6,21.1,67.3,7.8,5.1,9.9,85.0,6.4,13.6,33.1,53.3
147,A027871,B000167,2016JJ00,7.7,2.9,8.6,88.6,7.6,2.8,11.7,85.5,6.8,10.3,23.5,66.2,7.8,4.2,10.6,85.3,6.3,14.0,34.3,51.7
148,A027871,B000167,2017JJ00,7.7,2.7,9.4,87.9,7.7,3.2,10.7,86.1,6.8,11.3,22.4,66.4,7.8,4.4,11.4,84.2,6.3,15.1,32.7,52.3
149,A027871,B000167,2018JJ00,7.7,2.8,9.7,87.5,7.6,2.0,12.1,85.9,6.9,9.9,23.1,67.0,7.7,4.7,12.2,83.1,6.4,14.4,32.2,53.4
150,A027871,B000167,2019JJ00,7.7,2.4,7.8,89.8,7.7,1.6,10.3,88.2,6.9,8.9,22.3,68.8,7.8,4.4,10.9,84.6,6.4,12.8,33.9,53.3
151,A027871,B000167,2020JJ00,7.7,2.4,9.7,88.0,7.6,2.2,12.2,85.7,6.9,9.4,22.3,68.4,7.7,4.9,12.5,82.6,6.4,12.2,34.2,53.6
152,A027871,B000167,2021JJ00,7.6,3.0,10.2,86.8,7.6,3.3,11.5,85.2,6.8,9.9,22.3,67.7,7.6,6.3,12.7,81.0,6.4,13.5,31.4,55.0
153,A027871,B000150,2013JJ00,0.0,0.3,0.6,0.7,0.0,0.4,0.7,0.8,0.0,0.6,0.9,1.0,0.0,0.4,0.6,0.7,0.0,0.7,1.0,1.1
154,A027871,B000150,2014JJ00,0.0,0.3,0.6,0.6,0.0,0.3,0.6,0.7,0.0,0.6,0.9,1.0,0.0,0.4,0.6,0.7,0.0,0.7,1.0,1.0
155,A027871,B000150,2015JJ00,0.0,0.3,0.6,0.7,0.0,0.4,0.7,0.7,0.0,0.7,0.9,1.0,0.0,0.5,0.6,0.7,0.0,0.7,1.0,1.0
156,A027871,B000150,2016JJ00,0.0,0.4,0.6,0.7,0.0,0.3,0.7,0.7,0.0,0.6,0.9,1.0,0.0,0.4,0.6,0.7,0.0,0.7,1.0,1.1
157,A027871,B000150,2017JJ00,0.0,0.3,0.6,0.7,0.0,0.4,0.6,0.7,0.0,0.7,0.9,1.0,0.0,0.4,0.7,0.8,0.0,0.7,1.0,1.0
158,A027871,B000150,2018JJ00,0.0,0.3,0.6,0.7,0.0,0.3,0.7,0.7,0.0,0.6,0.9,1.0,0.0,0.4,0.7,0.8,0.0,0.7,1.0,1.0
159,A027871,B000150,2019JJ00,0.0,0.3,0.6,0.6,0.0,0.3,0.6,0.7,0.0,0.6,0.9,1.0,0.0,0.4,0.7,0.8,0.0,0.7,1.0,1.1
160,A027871,B000150,2020JJ00,0.0,0.3,0.6,0.7,0.0,0.3,0.7,0.7,0.0,0.6,0.9,1.0,0.0,0.4,0.7,0.8,0.0,0.7,1.0,1.0
161,A027871,B000150,2021JJ00,0.0,0.4,0.7,0.8,0.0,0.4,0.7,0.8,0.0,0.7,0.9,1.0,0.0,0.5,0.7,0.9,0.0,0.8,1.0,1.1
162,A027872,B000167,2013JJ00,7.5,3.7,12.9,83.4,7.4,5.3,15.4,79.3,6.0,19.5,33.8,46.7,7.5,7.4,14.0,78.6,4.8,40.1,36.2,23.7
163,A027872,B000167,2014JJ00,7.5,3.7,15.0,81.3,7.3,5.2,16.9,77.8,6.1,18.1,31.9,50.0,7.5,6.6,14.7,78.8,4.7,40.7,37.9,21.5
164,A027872,B000167,2015JJ00,7.5,5.5,12.3,82.2,7.3,6.7,14.9,78.4,5.9,20.5,34.1,45.4,7.4,8.8,13.6,77.6,4.6,44.2,35.3,20.5
165,A027872,B000167,2016JJ00,7.5,3.3,10.7,86.0,7.4,4.3,15.4,80.3,6.1,19.5,33.4,47.1,7.5,7.4,13.5,79.1,4.8,40.2,36.6,23.2
166,A027872,B000167,2017JJ00,7.5,4.2,13.7,82.0,7.4,5.2,14.0,80.7,6.1,21.7,29.2,49.1,7.3,8.6,15.9,75.6,4.8,37.6,40.8,21.6
167,A027872,B000167,2018JJ00,7.4,4.4,12.1,83.5,7.4,3.4,16.0,80.6,6.0,20.6,32.3,47.1,7.3,9.5,13.4,77.1,4.8,39.7,35.0,25.3
168,A027872,B000167,2019JJ00,7.6,2.7,10.8,86.5,7.6,3.0,12.2,84.8,6.0,18.2,36.3,45.4,7.5,6.7,13.9,79.4,5.0,37.3,36.0,26.8
169,A027872,B000167,2020JJ00,7.4,4.1,15.4,80.6,7.4,4.0,16.0,80.0,6.0,20.0,33.3,46.7,7.4,9.4,13.7,76.9,4.9,39.7,34.9,25.4
170,A027872,B000167,2021JJ00,7.4,5.8,12.0,82.3,7.3,4.6,16.0,79.4,5.8,24.2,34.3,41.5,7.2,8.9,17.7,73.4,4.8,39.6,35.7,24.7
171,A027872,B000150,2013JJ00,0.1,0.7,1.2,1.3,0.1,0.8,1.3,1.4,0.1,1.4,1.7,1.8,0.1,0.9,1.2,1.5,0.1,1.8,1.7,1.5
172,A027872,B000150,2014JJ00,0.1,0.7,1.3,1.4,0.1,0.8,1.4,1.5,0.1,1.4,1.7,1.8,0.1,0.9,1.3,1.5,0.1,1.8,1.8,1.5
173,A027872,B000150,2015JJ00,0.1,0.8,1.2,1.4,0.1,0.9,1.3,1.5,0.1,1.5,1.7,1.8,0.1,1.0,1.2,1.5,0.1,1.8,1.7,1.5
174,A027872,B000150,2016JJ00,0.0,0.6,1.1,1.3,0.1,0.7,1.3,1.4,0.1,1.4,1.7,1.8,0.1,0.9,1.2,1.5,0.1,1.8,1.8,1.5
175,A027872,B000150,2017JJ00,0.1,0.7,1.2,1.4,0.1,0.8,1.3,1.4,0.1,1.5,1.6,1.8,0.1,1.0,1.3,1.6,0.1,1.8,1.8,1.5
176,A027872,B000150,2018JJ00,0.1,0.7,1.1,1.3,0.0,0.6,1.3,1.4,0.1,1.4,1.6,1.7,0.1,1.0,1.2,1.4,0.1,1.7,1.7,1.5
177,A027872,B000150,2019JJ00,0.0,0.6,1.1,1.2,0.0,0.6,1.2,1.3,0.1,1.4,1.7,1.7,0.1,0.9,1.2,1.4,0.1,1.7,1.7,1.6
178,A027872,B000150,2020JJ00,0.1,0.7,1.3,1.4,0.1,0.7,1.3,1.4,0.1,1.4,1.7,1.8,0.1,1.0,1.2,1.5,0.1,1.7,1.7,1.6
179,A027872,B000150,2021JJ00,0.1,0.9,1.2,1.4,0.1,0.8,1.4,1.5,0.1,1.6,1.8,1.8,0.1,1.1,1.4,1.6,0.1,1.8,1.8,1.6
180,A027873,B000167,2013JJ00,7.9,2.6,9.2,88.2,7.7,2.7,10.8,86.5,7.3,7.7,19.1,73.2,8.0,2.7,10.0,87.3,7.5,7.5,15.9,76.5
181,A027873,B000167,2014JJ00,7.9,2.6,7.5,89.9,7.7,4.0,9.7,86.3,7.5,7.6,14.8,77.5,8.0,4.3,7.4,88.2,7.6,7.2,16.2,76.6
182,A027873,B000167,2015JJ00,7.8,2.2,7.6,90.2,7.7,2.8,10.6,86.7,7.4,8.9,13.4,77.7,8.0,3.9,8.9,87.2,7.5,8.2,15.6,76.1
183,A027873,B000167,2016JJ00,7.9,1.9,9.7,88.4,7.7,2.5,9.9,87.7,7.4,6.3,18.4,75.3,8.0,2.9,9.6,87.4,7.4,6.9,16.4,76.7
184,A027873,B000167,2017JJ00,7.8,2.6,8.8,88.6,7.8,2.2,10.7,87.1,7.3,7.8,15.6,76.7,7.8,4.3,10.6,85.1,7.4,8.1,18.5,73.4
185,A027873,B000167,2018JJ00,7.8,2.0,10.1,87.9,7.7,2.4,10.8,86.8,7.3,7.6,16.6,75.8,7.8,5.1,11.1,83.8,7.4,9.2,16.1,74.7
186,A027873,B000167,2019JJ00,7.9,2.0,6.6,91.4,7.8,1.7,9.4,88.9,7.6,5.8,14.0,80.1,8.0,3.9,9.9,86.3,7.6,6.3,15.2,78.5
187,A027873,B000167,2020JJ00,7.8,2.2,8.3,89.5,7.7,2.4,10.9,86.7,7.4,6.7,15.5,77.8,7.9,3.5,10.5,86.0,7.5,7.2,15.6,77.3
188,A027873,B000167,2021JJ00,7.6,5.3,9.2,85.6,7.5,5.0,11.6,83.4,7.4,7.9,15.5,76.6,7.6,6.8,12.4,80.8,7.6,6.4,12.1,81.5
189,A027873,B000150,2013JJ00,0.1,0.6,1.0,1.2,0.0,0.6,1.1,1.2,0.1,1.0,1.4,1.6,0.1,0.6,1.1,1.2,0.1,1.0,1.3,1.5
190,A027873,B000150,2014JJ00,0.0,0.6,0.9,1.1,0.1,0.7,1.1,1.2,0.1,0.9,1.3,1.5,0.1,0.7,0.9,1.1,0.1,0.9,1.3,1.5
191,A027873,B000150,2015JJ00,0.0,0.5,0.9,1.1,0.0,0.6,1.1,1.2,0.1,1.0,1.2,1.5,0.1,0.7,1.0,1.2,0.1,1.0,1.3,1.5
192,A027873,B000150,2016JJ00,0.0,0.5,1.1,1.2,0.0,0.6,1.1,1.2,0.1,0.9,1.4,1.6,0.1,0.6,1.1,1.2,0.1,0.9,1.4,1.6
193,A027873,B000150,2017JJ00,0.0,0.6,1.0,1.1,0.0,0.5,1.1,1.2,0.1,0.9,1.3,1.5,0.1,0.7,1.1,1.2,0.1,1.0,1.4,1.6
194,A027873,B000150,2018JJ00,0.0,0.5,1.1,1.2,0.0,0.5,1.1,1.2,0.1,0.9,1.3,1.5,0.1,0.8,1.1,1.3,0.1,1.0,1.3,1.5
195,A027873,B000150,2019JJ00,0.0,0.5,0.9,1.0,0.0,0.5,1.1,1.1,0.1,0.8,1.2,1.4,0.1,0.7,1.1,1.2,0.1,0.9,1.3,1.5
196,A027873,B000150,2020JJ00,0.0,0.5,0.9,1.0,0.0,0.5,1.0,1.1,0.1,0.8,1.2,1.3,0.0,0.6,1.0,1.1,0.1,0.8,1.2,1.4
197,A027873,B000150,2021JJ00,0.1,0.7,1.0,1.2,0.1,0.7,1.1,1.2,0.1,0.9,1.2,1.4,0.1,0.8,1.1,1.3,0.1,0.8,1.1,1.3
198,A027874,B000167,2013JJ00,7.8,1.6,7.2,91.2,7.7,2.1,10.5,87.4,7.3,6.3,16.8,76.9,7.9,3.6,8.5,87.9,7.0,11.0,22.4,66.6
199,A027874,B000167,2014JJ00,7.8,1.3,7.0,91.7,7.7,2.1,9.6,88.3,7.3,6.3,14.9,78.7,7.9,3.4,8.8,87.8,7.0,10.7,22.9,66.3
200,A027874,B000167,2015JJ00,7.8,1.7,7.7,90.6,7.7,2.3,10.2,87.4,7.3,7.1,17.0,75.9,7.9,3.3,9.7,86.9,6.9,11.3,22.5,66.2
201,A027874,B000167,2016JJ00,7.8,2.0,6.9,91.1,7.7,2.2,9.7,88.0,7.3,6.8,17.7,75.5,7.9,3.6,8.9,87.5,6.9,11.6,23.5,64.9
202,A027874,B000167,2017JJ00,7.9,1.4,6.9,91.7,7.8,1.9,8.7,89.4,7.2,7.4,16.7,76.0,7.9,3.1,10.7,86.2,6.9,11.8,22.2,66.0
203,A027874,B000167,2018JJ00,7.8,2.0,7.3,90.7,7.7,1.5,10.0,88.5,7.2,7.2,18.2,74.6,7.8,4.5,10.5,85.0,7.0,10.8,22.2,67.0
204,A027874,B000167,2019JJ00,7.8,1.7,6.4,91.9,7.8,1.4,8.1,90.4,7.2,6.7,17.5,75.9,7.8,4.1,10.0,86.0,7.0,10.2,22.6,67.2
205,A027874,B000167,2020JJ00,7.8,2.0,8.2,89.7,7.7,1.8,9.2,88.9,7.2,6.3,18.6,75.0,7.7,4.5,11.7,83.8,6.9,11.0,23.6,65.5
206,A027874,B000167,2021JJ00,7.7,2.0,8.3,89.7,7.7,2.2,10.7,87.1,7.2,7.3,16.9,75.8,7.6,5.6,12.0,82.3,7.0,11.3,22.0,66.7
207,A027874,B000150,2013JJ00,0.0,0.2,0.4,0.5,0.0,0.2,0.5,0.6,0.0,0.4,0.6,0.7,0.0,0.3,0.5,0.6,0.0,0.5,0.7,0.8
208,A027874,B000150,2014JJ00,0.0,0.2,0.4,0.5,0.0,0.2,0.5,0.6,0.0,0.4,0.6,0.7,0.0,0.3,0.5,0.6,0.0,0.5,0.7,0.8
209,A027874,B000150,2015JJ00,0.0,0.2,0.5,0.5,0.0,0.3,0.5,0.6,0.0,0.4,0.6,0.7,0.0,0.3,0.5,0.6,0.0,0.6,0.7,0.8
210,A027874,B000150,2016JJ00,0.0,0.2,0.4,0.5,0.0,0.3,0.5,0.6,0.0,0.4,0.7,0.7,0.0,0.3,0.5,0.6,0.0,0.6,0.7,0.8
211,A027874,B000150,2017JJ00,0.0,0.2,0.4,0.5,0.0,0.2,0.5,0.5,0.0,0.4,0.6,0.7,0.0,0.3,0.5,0.6,0.0,0.6,0.7,0.8
212,A027874,B000150,2018JJ00,0.0,0.2,0.4,0.5,0.0,0.2,0.5,0.5,0.0,0.4,0.6,0.7,0.0,0.3,0.5,0.6,0.0,0.5,0.7,0.8
213,A027874,B000150,2019JJ00,0.0,0.2,0.4,0.5,0.0,0.2,0.5,0.5,0.0,0.4,0.7,0.7,0.0,0.3,0.5,0.6,0.0,0.5,0.7,0.8
214,A027874,B000150,2020JJ00,0.0,0.2,0.5,0.5,0.0,0.2,0.5,0.5,0.0,0.4,0.7,0.7,0.0,0.4,0.5,0.6,0.0,0.5,0.7,0.8
215,A027874,B000150,2021JJ00,0.0,0.3,0.5,0.6,0.0,0.3,0.6,0.6,0.0,0.5,0.7,0.8,0.0,0.4,0.6,0.7,0.0,0.6,0.8,0.9
216,A027875,B000167,2013JJ00,7.5,3.4,13.2,83.4,7.4,5.1,16.1,78.8,6.7,13.6,23.6,62.8,7.7,6.2,12.3,81.5,6.7,14.3,24.1,61.6
217,A027875,B000167,2014JJ00,7.5,3.5,13.0,83.5,7.4,4.4,15.1,80.6,6.7,13.4,24.8,61.8,7.6,5.4,13.3,81.3,6.7,14.1,25.1,60.7
218,A027875,B000167,2015JJ00,7.5,3.9,12.7,83.4,7.4,5.6,14.7,79.7,6.6,15.4,24.2,60.4,7.6,7.3,13.4,79.3,6.7,15.5,22.6,61.9
219,A027875,B000167,2016JJ00,7.6,3.4,11.4,85.2,7.5,3.9,14.4,81.7,6.6,14.1,24.8,61.2,7.6,5.9,13.3,80.8,6.7,14.4,24.0,61.7
220,A027875,B000167,2017JJ00,7.5,4.4,13.3,82.3,7.4,5.8,13.8,80.3,6.6,15.3,23.8,60.9,7.5,7.4,13.9,78.7,6.7,14.1,26.4,59.5
221,A027875,B000167,2018JJ00,7.5,4.2,11.7,84.2,7.4,3.6,14.0,82.4,6.6,13.6,24.7,61.7,7.5,6.9,14.8,78.2,6.7,14.3,24.7,61.1
222,A027875,B000167,2019JJ00,7.5,3.7,11.0,85.2,7.5,3.5,12.7,83.8,6.5,14.4,26.3,59.3,7.5,6.9,14.1,79.0,6.7,13.9,24.5,61.6
223,A027875,B000167,2020JJ00,7.5,3.8,14.2,82.1,7.4,4.0,17.1,78.9,6.5,14.1,25.1,60.8,7.5,7.4,15.0,77.6,6.7,13.9,26.0,60.1
224,A027875,B000167,2021JJ00,7.5,4.1,13.3,82.6,7.4,4.0,16.3,79.7,6.5,14.4,28.1,57.5,7.4,7.7,16.4,76.0,6.7,15.1,24.3,60.7
225,A027875,B000150,2013JJ00,0.0,0.3,0.6,0.7,0.0,0.4,0.7,0.8,0.0,0.7,0.8,0.9,0.0,0.5,0.6,0.7,0.0,0.7,0.8,0.9
226,A027875,B000150,2014JJ00,0.0,0.3,0.6,0.7,0.0,0.4,0.7,0.7,0.0,0.6,0.8,0.9,0.0,0.4,0.6,0.7,0.0,0.7,0.8,0.9
227,A027875,B000150,2015JJ00,0.0,0.4,0.6,0.7,0.0,0.4,0.7,0.7,0.0,0.7,0.8,0.9,0.0,0.5,0.6,0.8,0.0,0.7,0.8,0.9
228,A027875,B000150,2016JJ00,0.0,0.3,0.6,0.7,0.0,0.4,0.7,0.7,0.0,0.7,0.8,0.9,0.0,0.4,0.6,0.7,0.0,0.7,0.8,0.9
229,A027875,B000150,2017JJ00,0.0,0.4,0.6,0.7,0.0,0.4,0.7,0.8,0.0,0.7,0.8,0.9,0.0,0.5,0.7,0.8,0.0,0.7,0.9,0.9
230,A027875,B000150,2018JJ00,0.0,0.4,0.6,0.7,0.0,0.4,0.7,0.7,0.0,0.6,0.8,0.9,0.0,0.5,0.7,0.8,0.0,0.7,0.8,0.9
231,A027875,B000150,2019JJ00,0.0,0.4,0.6,0.7,0.0,0.3,0.6,0.7,0.0,0.7,0.8,0.9,0.0,0.5,0.7,0.8,0.0,0.7,0.8,0.9
232,A027875,B000150,2020JJ00,0.0,0.4,0.7,0.8,0.0,0.4,0.7,0.8,0.0,0.7,0.8,0.9,0.0,0.5,0.7,0.8,0.0,0.7,0.9,1.0
233,A027875,B000150,2021JJ00,0.0,0.4,0.7,0.8,0.0,0.4,0.8,0.9,0.0,0.7,1.0,1.1,0.0,0.6,0.8,0.9,0.0,0.8,0.9,1.1
234,A027876,B000167,2013JJ00,7.8,1.8,8.5,89.6,7.6,2.6,11.9,85.5,7.1,9.3,19.0,71.7,7.9,4.0,9.7,86.3,6.9,12.0,23.0,65.0
235,A027876,B000167,2014JJ00,7.8,1.8,8.8,89.4,7.6,2.6,10.8,86.6,7.1,8.8,18.8,72.4,7.8,3.8,9.9,86.4,6.9,11.4,23.7,64.9
236,A027876,B000167,2015JJ00,7.7,2.4,9.2,88.4,7.6,3.4,11.5,85.2,7.0,10.2,19.7,70.1,7.8,4.7,10.5,84.8,6.9,12.5,22.3,65.2
237,A027876,B000167,2016JJ00,7.8,2.3,8.2,89.5,7.6,2.5,10.9,86.6,7.1,9.0,20.0,71.0,7.8,3.9,10.1,86.0,6.9,11.7,23.7,64.6
238,A027876,B000167,2017JJ00,7.8,2.4,8.6,89.0,7.7,2.9,9.9,87.2,7.0,10.3,18.9,70.8,7.8,4.3,11.1,84.6,6.8,12.6,23.4,63.9
239,A027876,B000167,2018JJ00,7.7,2.4,8.7,88.9,7.7,2.2,10.8,86.9,7.0,9.6,19.8,70.6,7.7,4.9,11.5,83.6,6.9,11.7,22.8,65.4
240,A027876,B000167,2019JJ00,7.8,2.0,7.5,90.4,7.7,2.0,9.3,88.8,7.1,9.0,19.6,71.4,7.8,4.7,10.6,84.7,6.9,10.9,22.7,66.4
241,A027876,B000167,2020JJ00,7.7,2.3,9.4,88.4,7.7,2.2,11.3,86.5,7.0,9.1,20.1,70.9,7.7,5.3,12.0,82.7,6.9,11.6,23.1,65.3
242,A027876,B000167,2021JJ00,7.7,2.9,9.4,87.8,7.6,2.9,12.0,85.1,7.0,9.2,20.6,70.2,7.6,5.9,13.3,80.8,7.0,11.8,21.0,67.2
243,A027876,B000150,2013JJ00,0.0,0.2,0.4,0.4,0.0,0.2,0.4,0.5,0.0,0.4,0.5,0.6,0.0,0.3,0.4,0.5,0.0,0.4,0.6,0.7
244,A027876,B000150,2014JJ00,0.0,0.2,0.4,0.4,0.0,0.2,0.4,0.5,0.0,0.4,0.5,0.6,0.0,0.3,0.4,0.5,0.0,0.4,0.6,0.6
245,A027876,B000150,2015JJ00,0.0,0.2,0.4,0.4,0.0,0.2,0.4,0.5,0.0,0.4,0.5,0.6,0.0,0.3,0.4,0.5,0.0,0.4,0.6,0.6
246,A027876,B000150,2016JJ00,0.0,0.2,0.4,0.4,0.0,0.2,0.4,0.5,0.0,0.4,0.5,0.6,0.0,0.3,0.4,0.5,0.0,0.4,0.6,0.6
247,A027876,B000150,2017JJ00,0.0,0.2,0.4,0.4,0.0,0.2,0.4,0.4,0.0,0.4,0.5,0.6,0.0,0.3,0.4,0.5,0.0,0.4,0.6,0.6
248,A027876,B000150,2018JJ00,0.0,0.2,0.4,0.4,0.0,0.2,0.4,0.4,0.0,0.4,0.5,0.6,0.0,0.3,0.4,0.5,0.0,0.4,0.5,0.6
249,A027876,B000150,2019JJ00,0.0,0.2,0.3,0.4,0.0,0.2,0.4,0.4,0.0,0.4,0.5,0.6,0.0,0.3,0.4,0.5,0.0,0.4,0.6,0.6
250,A027876,B000150,2020JJ00,0.0,0.2,0.4,0.4,0.0,0.2,0.4,0.4,0.0,0.4,0.5,0.6,0.0,0.3,0.4,0.5,0.0,0.4,0.5,0.6
251,A027876,B000150,2021JJ00,0.0,0.2,0.4,0.5,0.0,0.2,0.4,0.5,0.0,0.4,0.6,0.6,0.0,0.3,0.5,0.5,0.0,0.4,0.6,0.7
252,A027877,B000167,2013JJ00,7.4,4.9,14.9,80.3,7.3,6.3,16.6,77.1,6.9,10.9,22.9,66.2,7.7,7.0,12.8,80.2,7.1,11.6,21.0,67.4
253,A027877,B000167,2014JJ00,7.5,4.0,12.6,83.4,7.3,5.5,16.4,78.1,6.9,11.2,20.8,68.0,7.7,6.3,13.2,80.5,7.0,12.9,21.1,65.9
254,A027877,B000167,2015JJ00,7.5,4.2,12.2,83.6,7.3,5.9,14.8,79.3,6.8,13.6,20.6,65.8,7.6,6.7,13.7,79.6,7.0,13.4,20.2,66.4
255,A027877,B000167,2016JJ00,7.5,4.0,12.4,83.6,7.4,5.1,14.4,80.5,6.7,13.5,22.9,63.6,7.6,6.6,13.6,79.7,6.9,13.8,19.8,66.4
256,A027877,B000167,2017JJ00,7.5,4.8,15.1,80.1,7.3,6.3,16.2,77.5,6.8,12.5,22.9,64.6,7.5,8.3,15.9,75.8,7.0,10.8,23.1,66.0
257,A027877,B000167,2018JJ00,7.4,4.9,13.3,81.8,7.4,3.7,16.6,79.7,6.7,12.3,25.3,62.4,7.4,9.3,16.5,74.1,6.9,13.1,21.0,65.9
258,A027877,B000167,2019JJ00,7.4,5.5,12.6,81.8,7.4,4.2,15.5,80.3,6.6,13.7,26.3,60.0,7.4,7.8,16.4,75.8,6.9,12.8,21.6,65.5
259,A027877,B000167,2020JJ00,7.3,5.3,16.5,78.2,7.3,5.7,18.5,75.7,6.7,11.8,24.8,63.4,7.4,7.4,17.5,75.1,6.9,11.1,25.7,63.2
260,A027877,B000167,2021JJ00,7.3,5.8,15.6,78.6,7.2,5.8,18.4,75.8,6.6,15.8,23.9,60.3,7.2,10.9,15.6,73.5,6.9,12.2,22.5,65.2
261,A027877,B000150,2013JJ00,0.0,0.6,0.9,1.0,0.0,0.6,1.0,1.1,0.0,0.8,1.1,1.2,0.0,0.7,0.9,1.0,0.1,0.8,1.1,1.2
262,A027877,B000150,2014JJ00,0.0,0.5,0.9,1.0,0.0,0.6,1.0,1.1,0.1,0.8,1.1,1.2,0.0,0.6,0.9,1.0,0.1,0.9,1.1,1.2
263,A027877,B000150,2015JJ00,0.0,0.5,0.9,1.0,0.0,0.6,0.9,1.1,0.1,0.9,1.1,1.2,0.1,0.7,0.9,1.1,0.1,0.9,1.1,1.3
264,A027877,B000150,2016JJ00,0.0,0.5,0.9,1.0,0.0,0.6,1.0,1.1,0.1,0.9,1.2,1.3,0.1,0.7,0.9,1.1,0.1,1.0,1.1,1.3
265,A027877,B000150,2017JJ00,0.0,0.6,1.0,1.1,0.0,0.7,1.1,1.2,0.1,0.9,1.2,1.4,0.1,0.8,1.0,1.2,0.1,0.9,1.2,1.4
266,A027877,B000150,2018JJ00,0.0,0.6,1.0,1.1,0.0,0.6,1.1,1.2,0.1,0.9,1.3,1.4,0.1,0.8,1.1,1.3,0.1,1.0,1.2,1.4
267,A027877,B000150,2019JJ00,0.0,0.7,1.0,1.2,0.0,0.6,1.1,1.2,0.1,1.0,1.3,1.5,0.1,0.8,1.1,1.3,0.1,1.0,1.2,1.4
268,A027877,B000150,2020JJ00,0.0,0.7,1.2,1.3,0.1,0.7,1.2,1.4,0.1,1.0,1.4,1.5,0.1,0.8,1.2,1.4,0.1,1.0,1.4,1.5
269,A027877,B000150,2021JJ00,0.1,0.8,1.3,1.4,0.1,0.8,1.3,1.5,0.1,1.3,1.5,1.7,0.1,1.1,1.2,1.5,0.1,1.1,1.5,1.7
270,A027878,B000167,2013JJ00,7.5,4.2,12.8,82.9,7.3,5.9,16.0,78.1,6.5,17.2,23.3,59.5,7.5,7.8,13.3,79.0,6.8,15.4,21.9,62.7
271,A027878,B000167,2014JJ00,7.5,4.1,14.6,81.3,7.3,5.5,16.0,78.5,6.5,17.4,22.9,59.7,7.5,7.6,13.5,79.0,6.8,13.1,24.5,62.4
272,A027878,B000167,2015JJ00,7.4,4.3,15.9,79.8,7.3,6.3,18.4,75.3,6.4,19.1,24.3,56.6,7.5,8.5,14.6,76.9,6.7,15.7,23.1,61.2
273,A027878,B000167,2016JJ00,7.5,4.6,12.6,82.8,7.4,4.4,17.1,78.5,6.5,17.2,24.2,58.6,7.5,7.7,14.1,78.2,6.9,12.3,22.5,65.2
274,A027878,B000167,2017JJ00,7.5,5.0,13.8,81.3,7.4,6.7,13.7,79.6,6.4,18.9,23.6,57.5,7.4,8.5,16.5,75.1,6.7,14.8,25.1,60.1
275,A027878,B000167,2018JJ00,7.5,4.1,13.5,82.4,7.4,3.8,16.1,80.1,6.5,17.1,23.3,59.7,7.4,8.5,14.4,77.1,6.9,13.3,21.3,65.4
276,A027878,B000167,2019JJ00,7.5,4.6,11.0,84.4,7.5,4.0,13.5,82.6,6.6,14.9,25.9,59.2,7.5,8.1,14.6,77.3,6.9,11.6,22.5,65.9
277,A027878,B000167,2020JJ00,7.5,5.0,13.2,81.7,7.4,4.4,16.6,79.0,6.6,15.4,25.2,59.5,7.4,8.5,14.7,76.8,6.8,13.1,24.1,62.8
278,A027878,B000167,2021JJ00,7.4,5.2,13.1,81.7,7.4,5.2,15.9,78.9,6.6,16.0,24.5,59.5,7.4,9.6,14.6,75.9,6.9,13.5,21.2,65.3
279,A027878,B000150,2013JJ00,0.0,0.5,0.8,0.9,0.0,0.6,0.9,1.0,0.1,0.9,1.0,1.2,0.0,0.6,0.8,1.0,0.1,0.9,1.0,1.2
280,A027878,B000150,2014JJ00,0.0,0.5,0.8,0.9,0.0,0.5,0.8,1.0,0.1,0.9,1.0,1.1,0.0,0.6,0.8,0.9,0.1,0.8,1.0,1.1
281,A027878,B000150,2015JJ00,0.0,0.5,0.9,0.9,0.0,0.6,0.9,1.0,0.1,0.9,1.0,1.1,0.0,0.6,0.8,1.0,0.1,0.9,1.0,1.2
282,A027878,B000150,2016JJ00,0.0,0.5,0.8,0.9,0.0,0.5,0.9,1.0,0.0,0.9,1.0,1.1,0.0,0.6,0.8,1.0,0.0,0.8,1.0,1.1
283,A027878,B000150,2017JJ00,0.0,0.5,0.8,0.9,0.0,0.6,0.8,0.9,0.0,0.9,1.0,1.1,0.0,0.6,0.9,1.0,0.1,0.8,1.0,1.2
284,A027878,B000150,2018JJ00,0.0,0.5,0.8,0.9,0.0,0.4,0.8,0.9,0.0,0.8,0.9,1.1,0.0,0.6,0.8,0.9,0.1,0.8,0.9,1.1
